season,school_id,arena_comb,city,latitude,longitude
2009,193,"Cameron Indoor Stadium, Durham, NC","Durham, NC",35.9979158,-78.94237
2010,193,"Cameron Indoor Stadium, Durham, NC","Durham, NC",35.9979158,-78.94237
2016,193,"Cameron Indoor Stadium, Durham, NC","Durham, NC",35.9979158,-78.94237
2017,193,"Cameron Indoor Stadium, Durham, NC","Durham, NC",35.9979158,-78.94237
2018,193,"Cameron Indoor Stadium, Durham, NC","Durham, NC",35.9979158,-78.94237
2011,193,"Cameron Indoor Stadium, Durham, NC","Durham, NC",35.9979158,-78.94237
2012,193,"Cameron Indoor Stadium, Durham, NC","Durham, NC",35.9979158,-78.94237
2013,193,"Cameron Indoor Stadium, Durham, NC","Durham, NC",35.9979158,-78.94237
2014,193,"Cameron Indoor Stadium, Durham, NC","Durham, NC",35.9979158,-78.94237
2015,193,"Cameron Indoor Stadium, Durham, NC","Durham, NC",35.9979158,-78.94237
2016,30123,"Kezar Pavilion, San Francisco, CA","San Francisco, CA",37.7675483,-122.4539336
2017,30123,"Kezar Pavilion, San Francisco, CA","San Francisco, CA",37.7675483,-122.4539336
2018,30123,"Kezar Pavilion, San Francisco, CA","San Francisco, CA",37.7675483,-122.4539336
2011,30123,"Kezar Pavilion, San Francisco, CA","San Francisco, CA",37.7675483,-122.4539336
2012,30123,"Kezar Pavilion, San Francisco, CA","San Francisco, CA",37.7675483,-122.4539336
2013,30123,"Kezar Pavilion, San Francisco, CA","San Francisco, CA",37.7675483,-122.4539336
2014,30123,"Kezar Pavilion, San Francisco, CA","San Francisco, CA",37.7675483,-122.4539336
2015,30123,"Kezar Pavilion, San Francisco, CA","San Francisco, CA",37.7675483,-122.4539336
2016,26172,"American Bank Center, Corpus Christi, TX","Corpus Christi, TX",27.808348,-97.393797
2017,26172,"American Bank Center, Corpus Christi, TX","Corpus Christi, TX",27.808348,-97.393797
2018,26172,"American Bank Center, Corpus Christi, TX","Corpus Christi, TX",27.808348,-97.393797
2009,26172,"American Bank Center, Corpus Christi, TX","Corpus Christi, TX",27.808348,-97.393797
2010,26172,"American Bank Center, Corpus Christi, TX","Corpus Christi, TX",27.808348,-97.393797
2011,26172,"American Bank Center, Corpus Christi, TX","Corpus Christi, TX",27.808348,-97.393797
2012,26172,"American Bank Center, Corpus Christi, TX","Corpus Christi, TX",27.808348,-97.393797
2013,26172,"American Bank Center, Corpus Christi, TX","Corpus Christi, TX",27.808348,-97.393797
2014,26172,"American Bank Center, Corpus Christi, TX","Corpus Christi, TX",27.808348,-97.393797
2015,26172,"American Bank Center, Corpus Christi, TX","Corpus Christi, TX",27.808348,-97.393797
2016,30093,"AUM Athletics Complex, Montgomery, AL","Montgomery, AL",32.3697457,-86.1766584
2017,30093,"AUM Athletics Complex, Montgomery, AL","Montgomery, AL",32.3697457,-86.1766584
2018,30093,"AUM Athletics Complex, Montgomery, AL","Montgomery, AL",32.3697457,-86.1766584
2016,2,"Moody Coliseum, Abilene, TX","Abilene, TX",32.4703736,-99.7092098
2017,2,"Moody Coliseum, Abilene, TX","Abilene, TX",32.4703736,-99.7092098
2018,2,"Moody Coliseum, Abilene, TX","Abilene, TX",32.4703736,-99.7092098
2009,2,"Moody Coliseum, Abilene, TX","Abilene, TX",32.4703736,-99.7092098
2010,2,"Moody Coliseum, Abilene, TX","Abilene, TX",32.4703736,-99.7092098
2011,2,"Moody Coliseum, Abilene, TX","Abilene, TX",32.4703736,-99.7092098
2012,2,"Moody Coliseum, Abilene, TX","Abilene, TX",32.4703736,-99.7092098
2013,2,"Moody Coliseum, Abilene, TX","Abilene, TX",32.4703736,-99.7092098
2014,2,"Moody Coliseum, Abilene, TX","Abilene, TX",32.4703736,-99.7092098
2015,2,"Moody Coliseum, Abilene, TX","Abilene, TX",32.4703736,-99.7092098
2016,929,"Plachy Hall, Alamosa, CO","Alamosa, CO",37.4760876,-105.8810125
2017,929,"Plachy Hall, Alamosa, CO","Alamosa, CO",37.4760876,-105.8810125
2018,929,"Plachy Hall, Alamosa, CO","Alamosa, CO",37.4760876,-105.8810125
2009,929,"Plachy Hall, Alamosa, CO","Alamosa, CO",37.4760876,-105.8810125
2010,929,"Plachy Hall, Alamosa, CO","Alamosa, CO",37.4760876,-105.8810125
2011,929,"Plachy Hall, Alamosa, CO","Alamosa, CO",37.4760876,-105.8810125
2012,929,"Plachy Hall, Alamosa, CO","Alamosa, CO",37.4760876,-105.8810125
2013,929,"Plachy Hall, Alamosa, CO","Alamosa, CO",37.4760876,-105.8810125
2014,929,"Plachy Hall, Alamosa, CO","Alamosa, CO",37.4760876,-105.8810125
2015,929,"Plachy Hall, Alamosa, CO","Alamosa, CO",37.4760876,-105.8810125
2016,3,"Center for Recreation and Sport, Garden City, NY","Garden City, NY",40.7208171,-73.6496776
2017,3,"Center for Recreation and Sport, Garden City, NY","Garden City, NY",40.7208171,-73.6496776
2018,3,"Center for Recreation and Sport, Garden City, NY","Garden City, NY",40.7208171,-73.6496776
2009,3,"Center for Recreation and Sport, Garden City, NY","Garden City, NY",40.7208171,-73.6496776
2010,3,"Center for Recreation and Sport, Garden City, NY","Garden City, NY",40.7208171,-73.6496776
2011,3,"Center for Recreation and Sport, Garden City, NY","Garden City, NY",40.7208171,-73.6496776
2012,3,"Center for Recreation and Sport, Garden City, NY","Garden City, NY",40.7208171,-73.6496776
2013,3,"Center for Recreation and Sport, Garden City, NY","Garden City, NY",40.7208171,-73.6496776
2014,3,"Center for Recreation and Sport, Garden City, NY","Garden City, NY",40.7208171,-73.6496776
2015,3,"Center for Recreation and Sport, Garden City, NY","Garden City, NY",40.7208171,-73.6496776
2016,4,"Merillat Center, Adrian, MI","Adrian, MI",41.897677,-84.0641256
2017,4,"Merillat Center, Adrian, MI","Adrian, MI",41.897677,-84.0641256
2018,4,"Merillat Center, Adrian, MI","Adrian, MI",41.897677,-84.0641256
2009,4,"Merillat Center, Adrian, MI","Adrian, MI",41.897677,-84.0641256
2010,4,"Merillat Center, Adrian, MI","Adrian, MI",41.897677,-84.0641256
2011,4,"Merillat Center, Adrian, MI","Adrian, MI",41.897677,-84.0641256
2012,4,"Merillat Center, Adrian, MI","Adrian, MI",41.897677,-84.0641256
2013,4,"Merillat Center, Adrian, MI","Adrian, MI",41.897677,-84.0641256
2014,4,"Merillat Center, Adrian, MI","Adrian, MI",41.897677,-84.0641256
2015,4,"Merillat Center, Adrian, MI","Adrian, MI",41.897677,-84.0641256
2016,721,"Clune Arena, USAF Academy, CO","USAF Academy, CO",39.0136037,-104.8837735
2017,721,"Clune Arena, USAF Academy, CO","USAF Academy, CO",39.0136037,-104.8837735
2018,721,"Clune Arena, USAF Academy, CO","USAF Academy, CO",39.0136037,-104.8837735
2009,721,"Clune Arena, USAF Academy, CO","USAF Academy, CO",39.0136037,-104.8837735
2010,721,"Clune Arena, USAF Academy, CO","USAF Academy, CO",39.0136037,-104.8837735
2011,721,"Clune Arena, USAF Academy, CO","USAF Academy, CO",39.0136037,-104.8837735
2012,721,"Clune Arena, USAF Academy, CO","USAF Academy, CO",39.0136037,-104.8837735
2013,721,"Clune Arena, USAF Academy, CO","USAF Academy, CO",39.0136037,-104.8837735
2014,721,"Clune Arena, USAF Academy, CO","USAF Academy, CO",39.0136037,-104.8837735
2015,721,"Clune Arena, USAF Academy, CO","USAF Academy, CO",39.0136037,-104.8837735
2016,5,"James A. Rhodes Arena, Akron, OH","Akron, OH",41.0758815,-81.5087431
2017,5,"James A. Rhodes Arena, Akron, OH","Akron, OH",41.0758815,-81.5087431
2018,5,"James A. Rhodes Arena, Akron, OH","Akron, OH",41.0758815,-81.5087431
2009,5,"James A. Rhodes Arena, Akron, OH","Akron, OH",41.0758815,-81.5087431
2010,5,"James A. Rhodes Arena, Akron, OH","Akron, OH",41.0758815,-81.5087431
2011,5,"James A. Rhodes Arena, Akron, OH","Akron, OH",41.0758815,-81.5087431
2012,5,"James A. Rhodes Arena, Akron, OH","Akron, OH",41.0758815,-81.5087431
2013,5,"James A. Rhodes Arena, Akron, OH","Akron, OH",41.0758815,-81.5087431
2014,5,"James A. Rhodes Arena, Akron, OH","Akron, OH",41.0758815,-81.5087431
2015,5,"James A. Rhodes Arena, Akron, OH","Akron, OH",41.0758815,-81.5087431
2016,10,"Spragins Hall, Huntsville, AL","Huntsville, AL",34.7311029,-86.6366601
2017,10,"Spragins Hall, Huntsville, AL","Huntsville, AL",34.7311029,-86.6366601
2018,10,"Spragins Hall, Huntsville, AL","Huntsville, AL",34.7311029,-86.6366601
2009,10,"Spragins Hall, Huntsville, AL","Huntsville, AL",34.7311029,-86.6366601
2010,10,"Spragins Hall, Huntsville, AL","Huntsville, AL",34.7311029,-86.6366601
2011,10,"Spragins Hall, Huntsville, AL","Huntsville, AL",34.7311029,-86.6366601
2012,10,"Spragins Hall, Huntsville, AL","Huntsville, AL",34.7311029,-86.6366601
2013,10,"Spragins Hall, Huntsville, AL","Huntsville, AL",34.7311029,-86.6366601
2014,10,"Spragins Hall, Huntsville, AL","Huntsville, AL",34.7311029,-86.6366601
2015,10,"Spragins Hall, Huntsville, AL","Huntsville, AL",34.7311029,-86.6366601
2016,8,"Coleman Coliseum, Tuscaloosa, AL","Tuscaloosa, AL",33.2029888,-87.5397911
2017,8,"Coleman Coliseum, Tuscaloosa, AL","Tuscaloosa, AL",33.2029888,-87.5397911
2018,8,"Coleman Coliseum, Tuscaloosa, AL","Tuscaloosa, AL",33.2029888,-87.5397911
2009,8,"Coleman Coliseum, Tuscaloosa, AL","Tuscaloosa, AL",33.2029888,-87.5397911
2010,8,"Coleman Coliseum, Tuscaloosa, AL","Tuscaloosa, AL",33.2029888,-87.5397911
2011,8,"Coleman Coliseum, Tuscaloosa, AL","Tuscaloosa, AL",33.2029888,-87.5397911
2012,8,"Coleman Coliseum, Tuscaloosa, AL","Tuscaloosa, AL",33.2029888,-87.5397911
2013,8,"Coleman Coliseum, Tuscaloosa, AL","Tuscaloosa, AL",33.2029888,-87.5397911
2014,8,"Coleman Coliseum, Tuscaloosa, AL","Tuscaloosa, AL",33.2029888,-87.5397911
2015,8,"Coleman Coliseum, Tuscaloosa, AL","Tuscaloosa, AL",33.2029888,-87.5397911
2016,6,"Elmore Health Science Building, Normal, AL","Normal, AL",34.7846326,-86.572031
2017,6,"Elmore Health Science Building, Normal, AL","Normal, AL",34.7846326,-86.572031
2018,6,"Elmore Health Science Building, Normal, AL","Normal, AL",34.7846326,-86.572031
2009,6,"Elmore Health Science Building, Normal, AL","Normal, AL",34.7846326,-86.572031
2010,6,"Elmore Health Science Building, Normal, AL","Normal, AL",34.7846326,-86.572031
2011,6,"Elmore Health Science Building, Normal, AL","Normal, AL",34.7846326,-86.572031
2012,6,"Elmore Health Science Building, Normal, AL","Normal, AL",34.7846326,-86.572031
2013,6,"Elmore Health Science Building, Normal, AL","Normal, AL",34.7846326,-86.572031
2014,6,"Elmore Health Science Building, Normal, AL","Normal, AL",34.7846326,-86.572031
2015,6,"Elmore Health Science Building, Normal, AL","Normal, AL",34.7846326,-86.572031
2016,7,"Dunn-Oliver Acadome, Montgomery, AL","Montgomery, AL",32.361776,-86.2931585
2017,7,"Dunn-Oliver Acadome, Montgomery, AL","Montgomery, AL",32.361776,-86.2931585
2018,7,"Dunn-Oliver Acadome, Montgomery, AL","Montgomery, AL",32.361776,-86.2931585
2009,7,"Dunn-Oliver Acadome, Montgomery, AL","Montgomery, AL",32.361776,-86.2931585
2010,7,"Dunn-Oliver Acadome, Montgomery, AL","Montgomery, AL",32.361776,-86.2931585
2011,7,"Dunn-Oliver Acadome, Montgomery, AL","Montgomery, AL",32.361776,-86.2931585
2012,7,"Dunn-Oliver Acadome, Montgomery, AL","Montgomery, AL",32.361776,-86.2931585
2013,7,"Dunn-Oliver Acadome, Montgomery, AL","Montgomery, AL",32.361776,-86.2931585
2014,7,"Dunn-Oliver Acadome, Montgomery, AL","Montgomery, AL",32.361776,-86.2931585
2015,7,"Dunn-Oliver Acadome, Montgomery, AL","Montgomery, AL",32.361776,-86.2931585
2016,11,"Alaska Airlines Center, Anchorage, AK","Anchorage, AK",61.1887817,-149.8151705
2017,11,"Alaska Airlines Center, Anchorage, AK","Anchorage, AK",61.1887817,-149.8151705
2018,11,"Alaska Airlines Center, Anchorage, AK","Anchorage, AK",61.1887817,-149.8151705
2009,11,"Alaska Airlines Center, Anchorage, AK","Anchorage, AK",61.1887817,-149.8151705
2010,11,"Alaska Airlines Center, Anchorage, AK","Anchorage, AK",61.1887817,-149.8151705
2011,11,"Alaska Airlines Center, Anchorage, AK","Anchorage, AK",61.1887817,-149.8151705
2012,11,"Alaska Airlines Center, Anchorage, AK","Anchorage, AK",61.1887817,-149.8151705
2013,11,"Alaska Airlines Center, Anchorage, AK","Anchorage, AK",61.1887817,-149.8151705
2014,11,"Alaska Airlines Center, Anchorage, AK","Anchorage, AK",61.1887817,-149.8151705
2015,11,"Alaska Airlines Center, Anchorage, AK","Anchorage, AK",61.1887817,-149.8151705
2016,12,"Patty Center, Fairbanks, AK","Fairbanks, AK",64.8565018,-147.8312521
2017,12,"Patty Center, Fairbanks, AK","Fairbanks, AK",64.8565018,-147.8312521
2018,12,"Patty Center, Fairbanks, AK","Fairbanks, AK",64.8565018,-147.8312521
2009,12,"Patty Center, Fairbanks, AK","Fairbanks, AK",64.8565018,-147.8312521
2010,12,"Patty Center, Fairbanks, AK","Fairbanks, AK",64.8565018,-147.8312521
2011,12,"Patty Center, Fairbanks, AK","Fairbanks, AK",64.8565018,-147.8312521
2012,12,"Patty Center, Fairbanks, AK","Fairbanks, AK",64.8565018,-147.8312521
2013,12,"Patty Center, Fairbanks, AK","Fairbanks, AK",64.8565018,-147.8312521
2014,12,"Patty Center, Fairbanks, AK","Fairbanks, AK",64.8565018,-147.8312521
2015,12,"Patty Center, Fairbanks, AK","Fairbanks, AK",64.8565018,-147.8312521
2016,14,"SEFCU Arena, Albany, NY","Albany, NY",42.6820352,-73.8283427
2017,14,"SEFCU Arena, Albany, NY","Albany, NY",42.6820352,-73.8283427
2018,14,"SEFCU Arena, Albany, NY","Albany, NY",42.6820352,-73.8283427
2009,14,"SEFCU Arena, Albany, NY","Albany, NY",42.6820352,-73.8283427
2010,14,"SEFCU Arena, Albany, NY","Albany, NY",42.6820352,-73.8283427
2011,14,"SEFCU Arena, Albany, NY","Albany, NY",42.6820352,-73.8283427
2012,14,"SEFCU Arena, Albany, NY","Albany, NY",42.6820352,-73.8283427
2013,14,"SEFCU Arena, Albany, NY","Albany, NY",42.6820352,-73.8283427
2014,14,"SEFCU Arena, Albany, NY","Albany, NY",42.6820352,-73.8283427
2015,14,"SEFCU Arena, Albany, NY","Albany, NY",42.6820352,-73.8283427
2016,13,"HPER Gym Complex, Albany, GA","Albany, GA",31.5710738,-84.140176
2017,13,"HPER Gym Complex, Albany, GA","Albany, GA",31.5710738,-84.140176
2018,13,"HPER Gym Complex, Albany, GA","Albany, GA",31.5710738,-84.140176
2009,13,"HPER Gym Complex, Albany, GA","Albany, GA",31.5710738,-84.140176
2010,13,"HPER Gym Complex, Albany, GA","Albany, GA",31.5710738,-84.140176
2011,13,"HPER Gym Complex, Albany, GA","Albany, GA",31.5710738,-84.140176
2012,13,"HPER Gym Complex, Albany, GA","Albany, GA",31.5710738,-84.140176
2013,13,"HPER Gym Complex, Albany, GA","Albany, GA",31.5710738,-84.140176
2014,13,"HPER Gym Complex, Albany, GA","Albany, GA",31.5710738,-84.140176
2015,13,"HPER Gym Complex, Albany, GA","Albany, GA",31.5710738,-84.140176
2016,2798,"Cosgrove Marcus Messer Center, New Haven, CT","New Haven, CT",41.3317524,-72.9243171
2017,2798,"Cosgrove Marcus Messer Center, New Haven, CT","New Haven, CT",41.3317524,-72.9243171
2018,2798,"Cosgrove Marcus Messer Center, New Haven, CT","New Haven, CT",41.3317524,-72.9243171
2009,2798,"Cosgrove Marcus Messer Center, New Haven, CT","New Haven, CT",41.3317524,-72.9243171
2010,2798,"Cosgrove Marcus Messer Center, New Haven, CT","New Haven, CT",41.3317524,-72.9243171
2011,2798,"Cosgrove Marcus Messer Center, New Haven, CT","New Haven, CT",41.3317524,-72.9243171
2012,2798,"Cosgrove Marcus Messer Center, New Haven, CT","New Haven, CT",41.3317524,-72.9243171
2013,2798,"Cosgrove Marcus Messer Center, New Haven, CT","New Haven, CT",41.3317524,-72.9243171
2014,2798,"Cosgrove Marcus Messer Center, New Haven, CT","New Haven, CT",41.3317524,-72.9243171
2015,2798,"Cosgrove Marcus Messer Center, New Haven, CT","New Haven, CT",41.3317524,-72.9243171
2016,15,"Kresge Gymnasium, Albion, MI","Albion, MI",42.2446334,-84.7461651
2017,15,"Kresge Gymnasium, Albion, MI","Albion, MI",42.2446334,-84.7461651
2018,15,"Kresge Gymnasium, Albion, MI","Albion, MI",42.2446334,-84.7461651
2009,15,"Kresge Gymnasium, Albion, MI","Albion, MI",42.2446334,-84.7461651
2010,15,"Kresge Gymnasium, Albion, MI","Albion, MI",42.2446334,-84.7461651
2011,15,"Kresge Gymnasium, Albion, MI","Albion, MI",42.2446334,-84.7461651
2012,15,"Kresge Gymnasium, Albion, MI","Albion, MI",42.2446334,-84.7461651
2013,15,"Kresge Gymnasium, Albion, MI","Albion, MI",42.2446334,-84.7461651
2014,15,"Kresge Gymnasium, Albion, MI","Albion, MI",42.2446334,-84.7461651
2015,15,"Kresge Gymnasium, Albion, MI","Albion, MI",42.2446334,-84.7461651
2016,16,"Bollman Center, Reading, PA","Reading, PA",40.3627229,-75.9119545
2017,16,"Bollman Center, Reading, PA","Reading, PA",40.3627229,-75.9119545
2018,16,"Bollman Center, Reading, PA","Reading, PA",40.3627229,-75.9119545
2009,16,"Bollman Center, Reading, PA","Reading, PA",40.3627229,-75.9119545
2010,16,"Bollman Center, Reading, PA","Reading, PA",40.3627229,-75.9119545
2011,16,"Bollman Center, Reading, PA","Reading, PA",40.3627229,-75.9119545
2012,16,"Bollman Center, Reading, PA","Reading, PA",40.3627229,-75.9119545
2013,16,"Bollman Center, Reading, PA","Reading, PA",40.3627229,-75.9119545
2014,16,"Bollman Center, Reading, PA","Reading, PA",40.3627229,-75.9119545
2015,16,"Bollman Center, Reading, PA","Reading, PA",40.3627229,-75.9119545
2016,17,"Davey L. Whitney Complex, Alcorn State, MS","Alcorn State, MS",31.873366,-91.1333164
2017,17,"Davey L. Whitney Complex, Alcorn State, MS","Alcorn State, MS",31.873366,-91.1333164
2018,17,"Davey L. Whitney Complex, Alcorn State, MS","Alcorn State, MS",31.873366,-91.1333164
2009,17,"Davey L. Whitney Complex, Alcorn State, MS","Alcorn State, MS",31.873366,-91.1333164
2010,17,"Davey L. Whitney Complex, Alcorn State, MS","Alcorn State, MS",31.873366,-91.1333164
2011,17,"Davey L. Whitney Complex, Alcorn State, MS","Alcorn State, MS",31.873366,-91.1333164
2012,17,"Davey L. Whitney Complex, Alcorn State, MS","Alcorn State, MS",31.873366,-91.1333164
2013,17,"Davey L. Whitney Complex, Alcorn State, MS","Alcorn State, MS",31.873366,-91.1333164
2014,17,"Davey L. Whitney Complex, Alcorn State, MS","Alcorn State, MS",31.873366,-91.1333164
2015,17,"Davey L. Whitney Complex, Alcorn State, MS","Alcorn State, MS",31.873366,-91.1333164
2016,934,"Rex Pyles Arena, Philippi, WV","Philippi, WV",39.1571906,-80.0512952
2017,934,"Rex Pyles Arena, Philippi, WV","Philippi, WV",39.1571906,-80.0512952
2018,934,"Rex Pyles Arena, Philippi, WV","Philippi, WV",39.1571906,-80.0512952
2009,934,"Rex Pyles Arena, Philippi, WV","Philippi, WV",39.1571906,-80.0512952
2010,934,"Rex Pyles Arena, Philippi, WV","Philippi, WV",39.1571906,-80.0512952
2011,934,"Rex Pyles Arena, Philippi, WV","Philippi, WV",39.1571906,-80.0512952
2012,934,"Rex Pyles Arena, Philippi, WV","Philippi, WV",39.1571906,-80.0512952
2013,934,"Rex Pyles Arena, Philippi, WV","Philippi, WV",39.1571906,-80.0512952
2014,934,"Rex Pyles Arena, Philippi, WV","Philippi, WV",39.1571906,-80.0512952
2015,934,"Rex Pyles Arena, Philippi, WV","Philippi, WV",39.1571906,-80.0512952
2010,1451,"Buzz Ridl Gymnasium, New Wilmington, PA","New Wilmington, PA",41.1177914,-80.3287268
2011,1451,"Buzz Ridl Gymnasium, New Wilmington, PA","New Wilmington, PA",41.1177914,-80.3287268
2012,1451,"Buzz Ridl Gymnasium, New Wilmington, PA","New Wilmington, PA",41.1177914,-80.3287268
2013,1451,"Buzz Ridl Gymnasium, New Wilmington, PA","New Wilmington, PA",41.1177914,-80.3287268
2014,1451,"Buzz Ridl Gymnasium, New Wilmington, PA","New Wilmington, PA",41.1177914,-80.3287268
2015,1451,"Buzz Ridl Gymnasium, New Wilmington, PA","New Wilmington, PA",41.1177914,-80.3287268
2016,1451,"Buzz Ridl Gymnasium, New Wilmington, PA","New Wilmington, PA",41.1177914,-80.3287268
2017,1451,"Buzz Ridl Gymnasium, New Wilmington, PA","New Wilmington, PA",41.1177914,-80.3287268
2009,1451,"Buzz Ridl Gymnasium, New Wilmington, PA","New Wilmington, PA",41.1177914,-80.3287268
2010,750,"Levick Arena, Waverly, IA","Waverly, IA",42.7283537,-92.4836606
2011,750,"Levick Arena, Waverly, IA","Waverly, IA",42.7283537,-92.4836606
2012,750,"Levick Arena, Waverly, IA","Waverly, IA",42.7283537,-92.4836606
2013,750,"Levick Arena, Waverly, IA","Waverly, IA",42.7283537,-92.4836606
2014,750,"Levick Arena, Waverly, IA","Waverly, IA",42.7283537,-92.4836606
2015,750,"Levick Arena, Waverly, IA","Waverly, IA",42.7283537,-92.4836606
2016,750,"Levick Arena, Waverly, IA","Waverly, IA",42.7283537,-92.4836606
2017,750,"Levick Arena, Waverly, IA","Waverly, IA",42.7283537,-92.4836606
2009,750,"Levick Arena, Waverly, IA","Waverly, IA",42.7283537,-92.4836606
2010,9,"Bartow Arena, Birmingham, AL","Birmingham, AL",33.5022194,-86.8092712
2011,9,"Bartow Arena, Birmingham, AL","Birmingham, AL",33.5022194,-86.8092712
2012,9,"Bartow Arena, Birmingham, AL","Birmingham, AL",33.5022194,-86.8092712
2013,9,"Bartow Arena, Birmingham, AL","Birmingham, AL",33.5022194,-86.8092712
2014,9,"Bartow Arena, Birmingham, AL","Birmingham, AL",33.5022194,-86.8092712
2015,9,"Bartow Arena, Birmingham, AL","Birmingham, AL",33.5022194,-86.8092712
2016,9,"Bartow Arena, Birmingham, AL","Birmingham, AL",33.5022194,-86.8092712
2017,9,"Bartow Arena, Birmingham, AL","Birmingham, AL",33.5022194,-86.8092712
2009,9,"Bartow Arena, Birmingham, AL","Birmingham, AL",33.5022194,-86.8092712
2010,19,"Wise Center, Meadville, PA","Meadville, PA",41.649349,-80.1449494
2011,19,"Wise Center, Meadville, PA","Meadville, PA",41.649349,-80.1449494
2012,19,"Wise Center, Meadville, PA","Meadville, PA",41.649349,-80.1449494
2013,19,"Wise Center, Meadville, PA","Meadville, PA",41.649349,-80.1449494
2014,19,"Wise Center, Meadville, PA","Meadville, PA",41.649349,-80.1449494
2015,19,"Wise Center, Meadville, PA","Meadville, PA",41.649349,-80.1449494
2016,19,"Wise Center, Meadville, PA","Meadville, PA",41.649349,-80.1449494
2017,19,"Wise Center, Meadville, PA","Meadville, PA",41.649349,-80.1449494
2009,19,"Wise Center, Meadville, PA","Meadville, PA",41.649349,-80.1449494
2010,20,"Billera Hall, Center Valley, PA","Center Valley, PA",40.5355338,-75.3825704
2011,20,"Billera Hall, Center Valley, PA","Center Valley, PA",40.5355338,-75.3825704
2012,20,"Billera Hall, Center Valley, PA","Center Valley, PA",40.5355338,-75.3825704
2013,20,"Billera Hall, Center Valley, PA","Center Valley, PA",40.5355338,-75.3825704
2014,20,"Billera Hall, Center Valley, PA","Center Valley, PA",40.5355338,-75.3825704
2015,20,"Billera Hall, Center Valley, PA","Center Valley, PA",40.5355338,-75.3825704
2016,20,"Billera Hall, Center Valley, PA","Center Valley, PA",40.5355338,-75.3825704
2017,20,"Billera Hall, Center Valley, PA","Center Valley, PA",40.5355338,-75.3825704
2009,20,"Billera Hall, Center Valley, PA","Center Valley, PA",40.5355338,-75.3825704
2010,21,"Art Smith Arena, Alma, MI","Alma, MI",43.3801444,-84.6686932
2011,21,"Art Smith Arena, Alma, MI","Alma, MI",43.3801444,-84.6686932
2012,21,"Art Smith Arena, Alma, MI","Alma, MI",43.3801444,-84.6686932
2013,21,"Art Smith Arena, Alma, MI","Alma, MI",43.3801444,-84.6686932
2014,21,"Art Smith Arena, Alma, MI","Alma, MI",43.3801444,-84.6686932
2015,21,"Art Smith Arena, Alma, MI","Alma, MI",43.3801444,-84.6686932
2016,21,"Art Smith Arena, Alma, MI","Alma, MI",43.3801444,-84.6686932
2017,21,"Art Smith Arena, Alma, MI","Alma, MI",43.3801444,-84.6686932
2009,21,"Art Smith Arena, Alma, MI","Alma, MI",43.3801444,-84.6686932
2010,22,"Henry A. Butova Gym, Springfield, MA","Springfield, MA",42.112853,-72.557144
2011,22,"Henry A. Butova Gym, Springfield, MA","Springfield, MA",42.112853,-72.557144
2012,22,"Henry A. Butova Gym, Springfield, MA","Springfield, MA",42.112853,-72.557144
2013,22,"Henry A. Butova Gym, Springfield, MA","Springfield, MA",42.112853,-72.557144
2014,22,"Henry A. Butova Gym, Springfield, MA","Springfield, MA",42.112853,-72.557144
2015,22,"Henry A. Butova Gym, Springfield, MA","Springfield, MA",42.112853,-72.557144
2016,22,"Henry A. Butova Gym, Springfield, MA","Springfield, MA",42.112853,-72.557144
2017,22,"Henry A. Butova Gym, Springfield, MA","Springfield, MA",42.112853,-72.557144
2009,22,"Henry A. Butova Gym, Springfield, MA","Springfield, MA",42.112853,-72.557144
2010,23,"Bender Arena, Washington, DC","Washington, DC",38.9377542,-77.0899073
2011,23,"Bender Arena, Washington, DC","Washington, DC",38.9377542,-77.0899073
2012,23,"Bender Arena, Washington, DC","Washington, DC",38.9377542,-77.0899073
2013,23,"Bender Arena, Washington, DC","Washington, DC",38.9377542,-77.0899073
2014,23,"Bender Arena, Washington, DC","Washington, DC",38.9377542,-77.0899073
2015,23,"Bender Arena, Washington, DC","Washington, DC",38.9377542,-77.0899073
2016,23,"Bender Arena, Washington, DC","Washington, DC",38.9377542,-77.0899073
2017,23,"Bender Arena, Washington, DC","Washington, DC",38.9377542,-77.0899073
2009,23,"Bender Arena, Washington, DC","Washington, DC",38.9377542,-77.0899073
2010,24,"LeFrak Gymnasium, Amherst, MA","Amherst, MA",42.3680134,-72.5183568
2011,24,"LeFrak Gymnasium, Amherst, MA","Amherst, MA",42.3680134,-72.5183568
2012,24,"LeFrak Gymnasium, Amherst, MA","Amherst, MA",42.3680134,-72.5183568
2013,24,"LeFrak Gymnasium, Amherst, MA","Amherst, MA",42.3680134,-72.5183568
2014,24,"LeFrak Gymnasium, Amherst, MA","Amherst, MA",42.3680134,-72.5183568
2015,24,"LeFrak Gymnasium, Amherst, MA","Amherst, MA",42.3680134,-72.5183568
2016,24,"LeFrak Gymnasium, Amherst, MA","Amherst, MA",42.3680134,-72.5183568
2017,24,"LeFrak Gymnasium, Amherst, MA","Amherst, MA",42.3680134,-72.5183568
2009,24,"LeFrak Gymnasium, Amherst, MA","Amherst, MA",42.3680134,-72.5183568
2010,25,"Junell Center/Stephens Arena, San Angelo, TX","San Angelo, TX",31.4370339,-100.4579934
2011,25,"Junell Center/Stephens Arena, San Angelo, TX","San Angelo, TX",31.4370339,-100.4579934
2012,25,"Junell Center/Stephens Arena, San Angelo, TX","San Angelo, TX",31.4370339,-100.4579934
2013,25,"Junell Center/Stephens Arena, San Angelo, TX","San Angelo, TX",31.4370339,-100.4579934
