season_href,opp_id,game_href
/team/2683/11540,49,/game/index/2797256
/team/2683/11540,15646,/game/index/2803680
/team/2683/11540,30052,/game/index/2810009
/team/2683/11540,1199,/game/index/2829054
/team/2683/11540,323,/game/index/2836873
/team/2683/11540,13302,/game/index/2849509
/team/2683/11540,542,/game/index/2860633
/team/2683/11540,1174,/game/index/2873633
/team/2683/11540,1245,/game/index/2899833
/team/2683/11540,30051,/game/index/2905474
/team/2683/11540,9223,/game/index/2925693
/team/2683/11540,1072,/game/index/2963613
/team/2683/11540,1174,/game/index/2943538
/team/2683/11540,15646,/game/index/2966734
/team/2683/11540,542,/game/index/2982113
/team/2683/11540,1245,/game/index/3071693
/team/2683/11540,30051,/game/index/3058873
/team/2683/11540,13302,/game/index/3079308
/team/2683/11540,1072,/game/index/3104873
/team/2683/11540,15646,/game/index/3117618
/team/30037/11540,195.0,/game/index/2772993
/team/30037/11540,1192.0,/game/index/2763754
/team/30037/11540,278.0,/game/index/2807753
/team/30037/11540,939.0,/game/index/2799514
/team/30037/11540,30172.0,/game/index/2811606
/team/30037/11540,212.0,/game/index/2811594
/team/30037/11540,496.0,/game/index/2820604
/team/30037/11540,2694.0,/game/index/2840013
/team/30037/11540,747.0,/game/index/2833098
/team/30037/11540,,/game/index/2842300
/team/30037/11540,517.0,/game/index/2848460
/team/30037/11540,286.0,/game/index/2859042
/team/30037/11540,4.0,/game/index/2866954
/team/30037/11540,326.0,/game/index/2885216
/team/30037/11540,21.0,/game/index/2896474
/team/30037/11540,114.0,/game/index/2908175
/team/30037/11540,15.0,/game/index/3132750
/team/30037/11540,525.0,/game/index/2934813
/team/30037/11540,286.0,/game/index/3132749
/team/30037/11540,4.0,/game/index/2966228
/team/30037/11540,326.0,/game/index/2983296
/team/30037/11540,21.0,/game/index/3006833
/team/30037/11540,114.0,/game/index/3020194
/team/30037/11540,15.0,/game/index/3055804
/team/30037/11540,525.0,/game/index/3078801
/team/30037/11540,286.0,/game/index/3109101
/team/224/11540,354.0,/game/index/2751848
/team/224/11540,790.0,/game/index/2770673
/team/224/11540,9081.0,/game/index/2774613
/team/224/11540,2746.0,/game/index/2812666
/team/224/11540,35.0,/game/index/2812668
/team/224/11540,30119.0,/game/index/2822817
/team/224/11540,1403.0,/game/index/2826473
/team/224/11540,,/game/index/2833109
/team/224/11540,1079.0,/game/index/2851666
/team/224/11540,280.0,/game/index/2851736
/team/224/11540,30137.0,/game/index/2859077
/team/224/11540,30141.0,/game/index/2865345
/team/224/11540,417.0,/game/index/2889413
/team/224/11540,506.0,/game/index/2937433
/team/224/11540,510.0,/game/index/2914719
/team/224/11540,345.0,/game/index/2920793
/team/224/11540,757.0,/game/index/2936633
/team/224/11540,262.0,/game/index/2953973
/team/224/11540,417.0,/game/index/2968973
/team/224/11540,506.0,/game/index/2983894
/team/224/11540,510.0,/game/index/3013933
/team/224/11540,345.0,/game/index/3022236
/team/224/11540,757.0,/game/index/3065753
/team/224/11540,591.0,/game/index/3080254
/team/224/11540,262.0,/game/index/3114700
/team/224/11540,591.0,/game/index/3117265
/team/312/10740,136,/game/index/524570
/team/312/10740,488,/game/index/532351
/team/312/10740,503,/game/index/539887
/team/312/10740,169,/game/index/547570
/team/312/10740,115,/game/index/559767
/team/312/10740,308,/game/index/562710
/team/312/10740,147,/game/index/575230
/team/312/10740,80,/game/index/585594
/team/312/10740,504,/game/index/595931
/team/312/10740,311,/game/index/605191
/team/312/10740,189,/game/index/621211
/team/312/10740,1004,/game/index/628310
/team/312/10740,66,/game/index/632604
/team/312/10740,559,/game/index/636394
/team/312/10740,796,/game/index/639252
/team/312/10740,428,/game/index/650301
/team/312/10740,518,/game/index/658185
/team/312/10740,416,/game/index/668592
/team/312/10740,418,/game/index/678436
/team/312/10740,559,/game/index/688330
/team/312/10740,463,/game/index/709880
/team/312/10740,306,/game/index/716211
/team/312/10740,428,/game/index/723751
/team/312/10740,539,/game/index/729840
/team/312/10740,509,/game/index/735605
/team/312/10740,539,/game/index/753805
/team/312/10740,306,/game/index/761010
/team/312/10740,796,/game/index/778497
/team/312/10740,301,/game/index/787732
/team/312/10740,463,/game/index/804570
/team/312/10740,509,/game/index/823670
/team/312/10740,301,/game/index/863850
/team/312/10740,416,/game/index/869190
/team/312/10740,175,/game/index/900030
/team/312/10740,529,/game/index/917514
/team/334/10440,198,/game/index/169103
/team/334/10440,551,/game/index/170439
/team/334/10440,522,/game/index/171230
/team/334/10440,756,/game/index/171463
/team/334/10440,164,/game/index/171886
/team/334/10440,68,/game/index/174462
/team/334/10440,457,/game/index/175820
/team/334/10440,513,/game/index/178185
/team/334/10440,306,/game/index/178928
/team/334/10440,432,/game/index/181236
/team/334/10440,792,/game/index/182871
/team/334/10440,165,/game/index/182870
/team/334/10440,367,/game/index/182709
/team/334/10440,540,/game/index/184162
/team/334/10440,257,/game/index/186174
/team/334/10440,37,/game/index/187386
/team/334/10440,365,/game/index/188628
/team/334/10440,8,/game/index/190101
/team/334/10440,648,/game/index/191628
/team/334/10440,257,/game/index/193994
/team/334/10440,433,/game/index/195284
/team/334/10440,235,/game/index/198777
/team/334/10440,694,/game/index/200686
/team/334/10440,736,/game/index/202050
/team/334/10440,430,/game/index/210890
/team/334/10440,648,/game/index/214123
/team/334/10440,31,/game/index/221579
/team/334/10440,235,/game/index/223978
/team/334/10440,736,/game/index/227600
/team/334/10440,694,/game/index/229054
/team/334/10440,433,/game/index/230861
/team/334/10440,8,/game/index/231096
/team/334/10440,235,/game/index/231131
/team/334/10440,554,/game/index/232385
/team/334/10440,768,/game/index/233130
/team/334/10440,518,/game/index/236532
/team/334/10440,457,/game/index/237471
/team/334/10440,164,/game/index/239530
/team/173/11540,193.0,/game/index/2687713
/team/173/11540,797.0,/game/index/2869253
/team/173/11540,746.0,/game/index/2889257
/team/173/11540,257.0,/game/index/2755784
/team/173/11540,147.0,/game/index/2763250
/team/173/11540,473.0,/game/index/2773839
/team/173/11540,678.0,/game/index/2792997
/team/173/11540,458.0,/game/index/2803640
/team/173/11540,,/game/index/2809869
/team/173/11540,482.0,/game/index/2817442
/team/173/11540,191.0,/game/index/2822346
/team/173/11540,457.0,/game/index/2833979
/team/173/11540,782.0,/game/index/2839329
/team/173/11540,1014.0,/game/index/2843114
/team/173/11540,2915.0,/game/index/2850133
/team/173/11540,244.0,/game/index/2858882
/team/173/11540,27.0,/game/index/2869273
/team/173/11540,1068.0,/game/index/2889258
/team/173/11540,459.0,/game/index/2896393
/team/173/11540,769.0,/game/index/2914683
/team/173/11540,253.0,/game/index/2921076
/team/173/11540,693.0,/game/index/2936094
/team/173/11540,141.0,/game/index/2942977
/team/173/11540,625.0,/game/index/2966781
/team/173/11540,244.0,/game/index/2977314
/team/173/11540,253.0,/game/index/3020473
/team/173/11540,141.0,/game/index/3038913
/team/173/11540,2915.0,/game/index/3082939
/team/173/11540,459.0,/game/index/3114462
/team/173/11540,1068.0,/game/index/3117933
/team/173/11540,625.0,/game/index/3165186
/team/173/11540,769.0,/game/index/3168242
/team/173/11540,434.0,/game/index/4459297
/team/100/10740,,/game/index/538130
/team/100/10740,92.0,/game/index/557951
/team/100/10740,,/game/index/561175
/team/100/10740,30135.0,/game/index/563912
/team/100/10740,93.0,/game/index/588213
/team/100/10740,112.0,/game/index/594824
/team/100/10740,,/game/index/614370
/team/100/10740,30055.0,/game/index/624390
/team/100/10740,98.0,/game/index/633191
/team/100/10740,92.0,/game/index/638210
/team/100/10740,291.0,/game/index/657390
/team/100/10740,645.0,/game/index/658913
/team/100/10740,103.0,/game/index/677894
/team/100/10740,95.0,/game/index/679411
/team/100/10740,628.0,/game/index/697014
/team/100/10740,91.0,/game/index/698553
/team/100/10740,98.0,/game/index/713570
/team/100/10740,30055.0,/game/index/715000
/team/100/10740,112.0,/game/index/728990
/team/100/10740,93.0,/game/index/730581
/team/100/10740,645.0,/game/index/736055
/team/100/10740,291.0,/game/index/741431
/team/100/10740,95.0,/game/index/755654
/team/100/10740,103.0,/game/index/758790
/team/100/10740,91.0,/game/index/775448
/team/100/10740,628.0,/game/index/781652
/team/100/10740,291.0,/game/index/799430
/team/483/10260,194.0,/game/index/30504
/team/483/10260,288.0,/game/index/30669
/team/483/10260,473.0,/game/index/31324
/team/483/10260,414.0,/game/index/32063
/team/483/10260,366.0,/game/index/32263
/team/483/10260,11.0,/game/index/34724
/team/483/10260,754.0,/game/index/35162
/team/483/10260,522.0,/game/index/35345
/team/483/10260,,/game/index/38502
/team/483/10260,,/game/index/40904
/team/483/10260,,/game/index/43622
/team/483/10260,365.0,/game/index/44722
/team/483/10260,315.0,/game/index/47002
/team/483/10260,508.0,/game/index/56754
/team/483/10260,706.0,/game/index/60323
/team/483/10260,676.0,/game/index/63263
/team/483/10260,1004.0,/game/index/64915
/team/483/10260,508.0,/game/index/66904
/team/483/10260,402.0,/game/index/70463
/team/483/10260,655.0,/game/index/74162
/team/483/10260,676.0,/game/index/81303
/team/483/10260,26172.0,/game/index/91842
/team/483/10260,624.0,/game/index/93002
/team/483/10260,655.0,/game/index/99385
/team/483/10260,670.0,/game/index/107726
/team/483/10260,1004.0,/game/index/113122
/team/483/10260,402.0,/game/index/117302
/team/483/10260,702.0,/game/index/124252
/team/483/10260,346.0,/game/index/125068
/team/483/10260,624.0,/game/index/125489
/team/407/11540,1277,/game/index/2717733
/team/407/11540,995,/game/index/2716313
/team/407/11540,9004,/game/index/2752113
/team/407/11540,1126,/game/index/2786459
/team/407/11540,1348,/game/index/2793344
/team/407/11540,1277,/game/index/2805314
/team/407/11540,1460,/game/index/2817657
/team/407/11540,186,/game/index/2820513
/team/407/11540,2692,/game/index/2828216
/team/407/11540,74,/game/index/2837013
/team/407/11540,30174,/game/index/2854053
/team/407/11540,437,/game/index/2857255
/team/407/11540,560,/game/index/2868373
/team/407/11540,362,/game/index/2884937
/team/407/11540,477,/game/index/2896475
/team/407/11540,30150,/game/index/2928273
/team/407/11540,30174,/game/index/2963153
/team/407/11540,1348,/game/index/2930173
/team/407/11540,186,/game/index/2936454
/team/407/11540,2692,/game/index/2967673
/team/407/11540,74,/game/index/2974830
/team/407/11540,437,/game/index/3007533
/team/407/11540,560,/game/index/3039753
/team/407/11540,362,/game/index/3056090
/team/407/11540,477,/game/index/3078714
/team/407/11540,30150,/game/index/3116214
/team/30029/10740,679,/game/index/560083
/team/30029/10740,336,/game/index/593170
/team/30029/10740,814,/game/index/575390
/team/30029/10740,1468,/game/index/581597
/team/30029/10740,789,/game/index/593172
/team/30029/10740,511,/game/index/588015
/team/30029/10740,11036,/game/index/598896
/team/30029/10740,58,/game/index/605434
/team/30029/10740,787,/game/index/650043
/team/30029/10740,382,/game/index/650950
/team/30029/10740,481,/game/index/660276
/team/30029/10740,478,/game/index/666390
/team/30029/10740,524,/game/index/673479
/team/30029/10740,451,/game/index/678834
/team/30029/10740,1468,/game/index/687691
/team/30029/10740,27892,/game/index/697731
/team/30029/10740,11036,/game/index/708153
/team/30029/10740,1340,/game/index/714493
/team/30029/10740,478,/game/index/724350
/team/30029/10740,481,/game/index/730510
/team/30029/10740,524,/game/index/734012
/team/30029/10740,27892,/game/index/736050
/team/30029/10740,451,/game/index/743272
/team/30029/10740,814,/game/index/753130
/team/30029/10740,1340,/game/index/759256
/team/30029/10740,524,/game/index/778922
/team/30029/10740,1340,/game/index/778929
/team/30029/10740,27892,/game/index/783939
/team/505/12480,195.0,/game/index/4232225
/team/505/12480,301.0,/game/index/4234127
/team/505/12480,43.0,/game/index/4238154
/team/505/12480,180.0,/game/index/4243946
/team/505/12480,414.0,/game/index/4240920
/team/505/12480,489.0,/game/index/4245909
/team/505/12480,444.0,/game/index/4248501
/team/505/12480,485.0,/game/index/4250738
/team/505/12480,201.0,/game/index/4253374
/team/505/12480,654.0,/game/index/4254897
/team/505/12480,207.0,/game/index/4259654
/team/505/12480,,/game/index/4261393
/team/505/12480,768.0,/game/index/4261855
/team/505/12480,184.0,/game/index/4262525
/team/505/12480,514.0,/game/index/4263585
/team/505/12480,817.0,/game/index/4266218
/team/505/12480,148.0,/game/index/4266384
/team/505/12480,794.0,/game/index/4268265
/team/505/12480,797.0,/game/index/4269143
/team/505/12480,514.0,/game/index/4272946
/team/505/12480,184.0,/game/index/4274167
/team/505/12480,302.0,/game/index/4276432
/team/505/12480,735.0,/game/index/4277850
/team/505/12480,810.0,/game/index/4281153
/team/505/12480,794.0,/game/index/4284510
/team/505/12480,797.0,/game/index/4286657
/team/505/12480,148.0,/game/index/4290309
/team/505/12480,817.0,/game/index/4292400
/team/505/12480,810.0,/game/index/4295796
/team/505/12480,302.0,/game/index/4298126
/team/505/12480,735.0,/game/index/4300797
/team/505/12480,810.0,/game/index/4308964
/team/505/12480,817.0,/game/index/4333654
/team/505/12480,797.0,/game/index/4311223
/team/505/12480,334.0,/game/index/4322177
/team/11416/11540,30095.0,/game/index/2702760
/team/11416/11540,30135.0,/game/index/2703468
/team/11416/11540,77.0,/game/index/2729114
/team/11416/11540,,/game/index/2791336
/team/11416/11540,2720.0,/game/index/2796314
/team/11416/11540,1012.0,/game/index/2808469
/team/11416/11540,30134.0,/game/index/2810161
/team/11416/11540,1445.0,/game/index/2820237
/team/11416/11540,8577.0,/game/index/2823099
/team/11416/11540,1083.0,/game/index/2832075
/team/11416/11540,929.0,/game/index/2834130
/team/11416/11540,11403.0,/game/index/2851498
/team/11416/11540,155.0,/game/index/2849755
/team/11416/11540,2720.0,/game/index/2859333
/team/11416/11540,9754.0,/game/index/2862933
/team/11416/11540,2759.0,/game/index/2897375
/team/11416/11540,413.0,/game/index/2917893
/team/11416/11540,568.0,/game/index/2920958
/team/11416/11540,155.0,/game/index/2940673
/team/11416/11540,11403.0,/game/index/2944213
/team/11416/11540,30134.0,/game/index/2973033
/team/11416/11540,1012.0,/game/index/2978573
/team/11416/11540,8577.0,/game/index/3018054
/team/11416/11540,1445.0,/game/index/3023816
/team/11416/11540,2759.0,/game/index/3081458
/team/11416/11540,929.0,/game/index/3116316
/team/11416/11540,1083.0,/game/index/3123166
/team/11416/11540,413.0,/game/index/3138843
/team/470/10440,,
/team/8577/10260,,
/team/129/12260,315.0,/game/index/3948557
/team/129/12260,21.0,/game/index/3952736
/team/129/12260,758.0,/game/index/3957392
/team/129/12260,772.0,/game/index/3957695
/team/129/12260,797.0,/game/index/3958756
/team/129/12260,402.0,/game/index/3961310
/team/129/12260,1104.0,/game/index/3963413
/team/129/12260,,/game/index/3965840
/team/129/12260,699.0,/game/index/3968929
/team/129/12260,77.0,/game/index/3970741
/team/129/12260,290.0,/game/index/3972559
/team/129/12260,786.0,/game/index/3973640
/team/129/12260,,/game/index/3974479
/team/129/12260,204.0,/game/index/3977765
/team/129/12260,71.0,/game/index/3979515
/team/129/12260,5.0,/game/index/3981449
/team/129/12260,86.0,/game/index/3986501
/team/129/12260,503.0,/game/index/3988262
/team/129/12260,519.0,/game/index/3991316
/team/129/12260,414.0,/game/index/3993300
/team/129/12260,71.0,/game/index/3997129
/team/129/12260,331.0,/game/index/3999745
/team/129/12260,5.0,/game/index/4004163
/team/129/12260,204.0,/game/index/4006749
/team/129/12260,47.0,/game/index/4013581
/team/129/12260,709.0,/game/index/4015133
/team/129/12260,774.0,/game/index/4020428
/team/129/12260,503.0,/game/index/4026179
/team/129/12260,709.0,/game/index/4072197
/team/129/12260,47.0,/game/index/4037282
/team/129/12260,774.0,/game/index/4042270
/team/129/12260,71.0,/game/index/4053552
/team/129/12260,695.0,/game/index/4063867
/team/234/11220,646,/game/index/1345852
/team/234/11220,86,/game/index/1361636
/team/234/11220,77,/game/index/1373635
/team/234/11220,606,/game/index/1379845
/team/234/11220,2711,/game/index/1386612
/team/234/11220,428,/game/index/1408712
/team/234/11220,406,/game/index/1417572
/team/234/11220,235,/game/index/1433926
/team/234/11220,380,/game/index/1433772
/team/234/11220,498,/game/index/1446852
/team/234/11220,458,/game/index/1451875
/team/234/11220,719,/game/index/1456905
/team/234/11220,37,/game/index/1464713
/team/234/11220,147,/game/index/1474415
/team/234/11220,392,/game/index/1488633
/team/234/11220,457,/game/index/1498566
/team/234/11220,746,/game/index/1518960
/team/234/11220,147,/game/index/1534192
/team/234/11220,415,/game/index/1543712
/team/234/11220,392,/game/index/1553593
/team/234/11220,193,/game/index/1560720
/team/234/11220,255,/game/index/1571973
/team/234/11220,749,/game/index/1586152
/team/234/11220,415,/game/index/1622593
/team/234/11220,67,/game/index/1640632
/team/234/11220,490,/game/index/1668412
/team/234/11220,742,/game/index/1715252
/team/234/11220,749,/game/index/1742692
/team/234/11220,457,/game/index/1795933
/team/234/11220,746,/game/index/1859412
/team/234/11220,490,/game/index/1866852
/team/234/11220,147,/game/index/1897836
/team/234/11220,457,/game/index/1906713
/team/234/11220,366,/game/index/1935733
/team/266/10440,84,/game/index/171678
/team/266/10440,804,/game/index/171615
/team/266/10440,30038,/game/index/174434
/team/266/10440,1240,/game/index/174935
/team/266/10440,60,/game/index/175002
/team/266/10440,161,/game/index/175668
/team/266/10440,615,/game/index/177041
/team/266/10440,376,/game/index/178392
/team/266/10440,795,/game/index/183356
