season,school_id,jersey,player_id,player_name,pos,height,class
2017,4,24,1744560,"Bryant, Venson",G,6-2,Sr
2017,4,15,1744559,"Cannon, Anthony",F,6-3,Jr
2017,4,33,1744562,"Crofford, Isiah",F,6-6,So
2017,4,32,1861584,"Ennis, Romari",G,6-0,Fr
2017,4,30,1762255,"Gold, Michael",F,6-6,So
2017,4,3,1744556,"Harris, Davonte",G,6-0,Sr
2017,4,10,1629475,"Henry, Ken",F,6-3,Jr
2017,4,11,1744557,"Johnson, Travon",G,6-1,So
2017,4,5,1857038,"Landini, Andrew",C,6-1,So
2017,4,99,1857036,"Layton, Erick",G,6-3,Jr
2017,4,35,1744555,"Merrick, Logan",C,6-5,Sr
2017,4,4,1859526,"Mossing, Chad",G,6-3,Sr
2017,4,2,1859525,"Nadrowski, Mike",F,6-6,Fr
2017,4,4,1882015,"Patton, Jackson",,-,N/A
2017,4,11,1863717,"Rainey, Keyon",G,-,N/A
2017,4,13,1629477,"Webster, Justin",F,6-5,Jr
2017,4,20,1857037,"Williams, Marcellous",G,6-3,Fr
2017,4,1,1882014,"Willis, Kylynn",,-,N/A
2017,4,2,1863786,"Wyatt-Morris, Ke'Shaun",F,6-5,Fr
2017,5,25,1742422.0,"Anderson, Carlitos",G,6-1,Sr
2017,5,2,1511819.0,"Cheatham, Jr., Kwan",F,6-9,Sr
2017,5,31,,"Dalton, Ty",G,6-4,Fr
2017,5,11,1846990.0,"Dunn-Martin, Tavian",G,5-8,Fr
2017,5,5,1742423.0,"Eubanks, Craig",G,6-4,Sr
2017,5,21,1846991.0,"Hughes, Michael",C,6-10,Fr
2017,5,0,1736149.0,"Ivey, Jimond",G,6-4,Jr
2017,5,10,1511824.0,"Jackson, Aaron",G,6-6,Jr
2017,5,55,1624271.0,"Jackson, Antino",G,5-11,Jr
2017,5,23,1511823.0,"Johnson, Isaiah",C,6-10,Sr
2017,5,12,1846992.0,"McIntyre, Marquelle",G,5-10,Fr
2017,5,20,1539704.0,"Noble, Mark",G,6-2,Sr
2017,5,22,1736150.0,"Olojakpoke, Emmanuel",F,6-7,So
2017,5,14,1624274.0,"Robotham, Noah",G,6-1,Jr
2017,5,3,1736151.0,"Utomi, Daniel",F,6-6,Fr
2017,5,1,1736152.0,"Williams, Josh",G,6-2,So
2017,6,10,1519017.0,"Battle, Rakia",G,5-10,Sr
2017,6,35,1857293.0,"Burnett, Tracey",,-,N/A
2017,6,40,1633600.0,"Carson, Cezanne",F,6-6,Jr
2017,6,11,1519016.0,"Cotton, Matthew",G,5-10,Sr
2017,6,41,,"Dingle, Jordan",G,6-2,Jr
2017,6,30,1633598.0,"Ewards, Adrian",F,6-4,Sr
2017,6,41,1747952.0,"Green, Rashawn",,-,Fr
2017,6,20,1633595.0,"Jackson, Zachary",G,6-4,Jr
2017,6,34,1750703.0,"Johnson, Jesse",,-,Fr
2017,6,4,1857289.0,"Johnson, Ariston",,-,N/A
2017,6,22,1857291.0,"Jones, Eugene",F,-,N/A
2017,6,42,1633602.0,"McConico, Quinterian",C,-,N/A
2017,6,12,1633594.0,"Merriweather, Marcus",G,6-1,Sr
2017,6,3,1857288.0,"Petty, De'Ederick",G,-,N/A
2017,6,44,1747953.0,"Sherif, Mohamed",,-,Fr
2017,6,2,1747951.0,"Thomas, Christopher",,-,Fr
2017,6,50,,"Tipton, Morris",F,6-6,Jr
2017,6,24,1633597.0,"Wade, Arthur",G,6-4,Sr
2017,6,24,1857292.0,"Wiley, Evan",F,-,N/A
2017,6,45,1519019.0,"Williams, Xavier",F,6-8,Sr
2017,6,20,1857290.0,"Wiltshire, L'Quan",,-,N/A
2017,6,40,1879116.0,"Woods, Kimium",,-,N/A
2017,7,14,1407862,"Armstrong, Tony",F,6-6,Sr
2017,7,2,1732346,"Butler, Corvon",F,6-5,Sr
2017,7,31,1857748,"Cleveland, Artis",C,7-0,Jr
2017,7,12,1857747,"Gee, Reginald",G,6-3,Fr
2017,7,20,1732349,"Hollaway, Glenn",F,6-9,Jr
2017,7,4,1863184,"Houston, Demetruis",,6-7,N/A
2017,7,24,1732352,"Johnson, Branden",C,6-8,So
2017,7,30,1511989,"LeFlore, Terrance",G,6-1,Sr
2017,7,21,1732350,"Pope, Davante",G,6-3,Sr
2017,7,11,1857746,"Rogers, Austin",G,6-4,Fr
2017,7,52,1621407,"Rogers, Jr., Steve",G,6-1,Jr
2017,7,1,1857745,"Simeon, Rodney",G,6-5,Jr
2017,7,13,1749102,"Smith, Joseff",G,6-2,So
2017,7,3,1732347,"Thomas, Torlorf",G,6-3,Sr
2017,7,25,1732353,"Tyson, Mikel",F,6-4,So
2017,7,0,1857744,"Warnock, Amir",F,6-9,Jr
2017,8,23,1733186,"Austin, Brandon",G,6-5,So
2017,8,3,1846152,"Collins, Corban",G,6-3,Sr
2017,8,22,1846153,"Davis, Ar'Mond",G,6-6,Jr
2017,8,33,1861493,"Fuller, Landon",,6-8,N/A
2017,8,4,1846154,"Giddens, Daniel",F,6-11,So
2017,8,11,1509290,"Hale, Shannon",F,6-8,Sr
2017,8,35,1733189,"Hall, Donta",F,6-9,So
2017,8,12,1733190,"Ingram, Dazon",G,6-5,Fr
2017,8,5,1733192,"Johnson Jr., Avery",G,5-11,So
2017,8,25,1846155,"Key, Braxton",F,6-8,Fr
2017,8,0,1733193,"King, Nick",F,6-7,Jr
2017,8,1,1624371,"Norris, Riley",F,6-7,Jr
2017,8,21,1846156,"Olaniyan, Bola",F,6-7,Sr
2017,8,2,1733191,"Schaffer, Lawson",G,5-10,So
2017,8,10,1509294,"Taylor, Jimmie",F,6-10,Sr
2017,9,0,1634455,"Baxter, Hakeem",G,6-2,Sr
2017,9,3,1634457,"Cokley, Chris",F,6-8,Jr
2017,9,13,1843997,"Darling, Nate",G,6-5,Fr
2017,9,5,1738160,"Lavender, Deion",G,6-4,So
2017,9,34,1634459,"Lee, William",F,6-9,Jr
2017,9,22,1509729,"Madison, Tyler",G,6-4,Sr
2017,9,21,1509730,"Mehinti, Tosin",F,6-9,Sr
2017,9,2,1634461,"Norton, Nick",G,5-10,Jr
2017,9,33,1738161,"Smallwood, Thomas",F,7-0,So
2017,9,35,1634462,"Sullivan, Lewis",F,6-7,Jr
2017,9,1,1509733,"Watts, Denzell",G,6-2,Sr
2017,9,10,1843996,"Williams, Javien",G,6-4,Fr
2017,9,11,1738159,"Williams, Dirk",G,6-5,Sr
2017,10,22,1746161,"Anderson, David",G,6-0,Fr
2017,10,35,1746162,"Barkley, Dalton",F,6-6,Fr
2017,10,4,1746160,"Cook-Stroupe, Malik",G,6-2,Fr
2017,10,5,1634410,"Daniels, Russ",G,6-0,So
2017,10,1,1520523,"Elliott, Chayse",G,6-2,Jr
2017,10,15,1634411,"Finley, Tanner",G,6-4,So
2017,10,23,1634412,"Garrison, Elijah",G,6-3,So
2017,10,0,1410655,"Gilmore, Michael",G,6-0,Sr
2017,10,25,1855730,"Kaplan, JJ",G,6-5,Fr
2017,10,10,1855727,"Kline, Jack",F,6-5,Fr
2017,10,21,1855729,"Lane, Kerney",F,6-6,Fr
2017,10,11,1634415,"Langley, Collin",G,5-10,Sr
2017,10,30,1520525,"Owens, Kip",F,6-9,Jr
2017,10,3,1746159,"Roberts, Brandon",G,6-1,Sr
2017,10,13,1410657,"Saxton, Troy",G,6-2,Sr
2017,10,12,1855728,"Swalve, Seth",G,5-11,Fr
2017,10,34,1520526,"Ward, Justin",G,6-6,Jr
2017,10,24,1520524,"Webster, Seab",F,6-6,Sr
2017,10,33,1855731,"Webster, Riley",G,6-4,Fr
2017,11,22,1627207,"Berg, Sjur",F,6-7,So
2017,11,30,1841907,"Devine, Connor",C,6-10,Sr
2017,11,13,1627210,"Fulp, Damien",G,6-2,So
2017,11,25,1719740,"Hammell, Corey",F,6-6,Sr
2017,11,45,1510761,"McTier, Jackson",F,6-7,Jr
2017,11,11,1719737,"Mitchell, Diante",G,6-1,Sr
2017,11,23,1627212,"Parrish, Travis",G,6-3,Sr
2017,11,35,1627215,"Pearson, Brian",F,6-8,Jr
2017,11,21,1719744,"Peterson, Drew",F,6-3,Sr
2017,11,1,1841906,"Pomrehn, Ashton",G,6-3,Jr
2017,11,14,1719738,"Ryan, Curtis",C,6-9,Fr
2017,11,3,1719742,"Simmers, Augustus",F,6-4,Jr
2017,11,20,1719743,"Svejcar, Spencer",G,6-4,Sr
2017,11,24,1719739,"Thompson, Tayler",F,6-8,Sr
2017,11,2,1719741,"Wiggs, Sekou",G,6-4,Sr
2017,12,22,1848637.0,"Clark, Spencer",F,6-4,Jr
2017,12,0,,"Cole, Muhamad",G,6-2,So
2017,12,31,1745355.0,"Davis, Brandon",G,6-0,Sr
2017,12,10,1848633.0,"Graham, Lorenzo",G,6-1,Jr
2017,12,12,1848635.0,"Hatch, Zach",G,6-2,Fr
2017,12,24,1848638.0,"Hornbuckle, Daniel",G,6-0,Fr
2017,12,45,1848642.0,"Jones, Adante",F,6-6,Jr
2017,12,13,1745356.0,"Kaba, Bangaly",F,6-6,Sr
2017,12,40,1848641.0,"Kluting, Michael",F,6-6,Fr
2017,12,3,1848632.0,"Matlock, Nahjee",G,5-11,Sr
2017,12,34,1848639.0,"Molesworth, Trent",F,6-7,Jr
2017,12,21,1745353.0,"Pederson, Zach",F,6-6,Sr
2017,12,11,1624110.0,"Robinson, Reece",F,6-4,So
2017,12,35,1848640.0,"Rowden, Brandon",F,6-5,Jr
2017,12,2,1624107.0,"Scarver, Derritt",G,6-2,So
2017,12,20,1848636.0,"Wilder, Ladonavan",F,6-7,Jr
2017,13,30,1857738,"Cloud, Lorenze",,6-6,N/A
2017,13,22,1857735,"Davis, Jadon",,6-2,N/A
2017,13,32,1634693,"Dixon, Lance",F,6-5,Jr
2017,13,12,1748956,"Dungee, Malik",G,6-2,So
2017,13,10,1857732,"Fields, Virgil",,-,N/A
2017,13,11,1745690,"Floyd, Jordan",G,6-2,So
2017,13,23,1634690,"Green, Michael",G,5-11,So
2017,13,33,1857739,"Habersham, Kwame'N",,-,N/A
2017,13,12,1863477,"High, Juwan",,5-10,N/A
2017,13,30,1745695,"Hudson, Brandon",G,6-3,Sr
2017,13,4,1745688,"Hughes, Rahdin",G,6-0,Jr
2017,13,21,1745693,"Inman, Miles",G,6-3,Sr
2017,13,21,1857734,"Lenyear, Jackson",,-,N/A
2017,13,20,1857733,"McClure, Randy",,6-4,N/A
2017,13,33,1748957,"Miller, Keldreion",G,6-3,Jr
2017,13,34,1745696,"Pope, Devonte",G,6-3,So
2017,13,22,1745694,"Rose, Timothy",G,5-11,So
2017,13,15,1745691,"Snearl, Jayson",F,6-7,Jr
2017,13,24,1857736,"Walker, Tylen",,6-2,N/A
2017,13,44,1750042,"Ward, Devontay",C,6-7,Jr
2017,13,34,1861664,"Washington, Aaron",,6-7,N/A
2017,14,1,1847851,"Anderson, Costa",G,6-2,Jr
2017,14,2,1734578,"Andrews, Jamir",G,6-3,Sr
2017,14,12,1847855,"Campbell, Devonte",F,6-6,So
2017,14,30,1734583,"Charles, Travis",F,6-6,Jr
2017,14,0,1847850,"Cochran, Xavier",G,6-6,So
2017,14,3,1734580,"Cremo, Joe",G,6-4,So
2017,14,24,1510599,"Ennema, Dallas",F,6-6,Sr
2017,14,22,1847849,"Fruscio, Nick",G,5-10,Fr
2017,14,11,1847852,"Grayson, Marqueese",G,6-2,Jr
2017,14,23,1847853,"Lands, Jaraan",F,6-7,Jr
2017,14,14,1847854,"Martin-Garcia, Terrel",F,6-6,Jr
2017,14,13,1734582,"Nichols, David",G,6-0,So
2017,14,10,1510597,"Rowley, Michael",F,6-8,Sr
2017,14,43,1627740,"Stire, Greig",F,6-7,Jr
2017,15,12,1740211,"Bennett, Dylan",G,6-2,So
2017,15,14,1852107,"Branch, Darius",G,5-8,Fr
2017,15,24,1852109,"Burks, Quay",F,6-4,Fr
2017,15,52,1647521,"Davis, Adam",C,6-5,Jr
2017,15,22,1852111,"Douglas, Kirk",F,6-8,Jr
2017,15,42,1852112,"Ebeling, Caden",F,6-7,Fr
2017,15,34,1863500,"Echevarria, Ojani",G,5-7,Fr
2017,15,20,1740213,"Fordham, Jaylin",C,6-1,So
2017,15,30,1535525,"Larr, Jared",C,6-0,Sr
2017,15,54,1740216,"Lowe, Ryan",C,6-11,So
2017,15,10,1740217,"Parker, Arshawn",C,5-7,So
2017,15,32,1852110,"Rubio, Mitchell",C,6-6,Jr
2017,15,3,1632777,"Ryan, Robert",G,5-7,Jr
2017,15,50,1866382,"Warman, Alex",C,6-7,Fr
2017,15,4,1632845,"Wheeler, Corey",G,6-0,Jr
2017,15,40,1529726,"Zahran, Jason",C,4-0,Jr
2017,16,32,1858672,"Ball, Duron",G,6-3,Fr
2017,16,34,1741958,"Burke, Patrick",C,6-10,So
2017,16,4,1631217,"Calloway, Jaylin",G,6-1,Jr
2017,16,14,1741955,"Clark, Jayson",G,6-0,So
2017,16,22,1858670,"Dancy, Jr., Delascio",G,6-1,Fr
2017,16,5,1413463,"Gantz, Calvert",C,6-6,Sr
2017,16,3,1741959,"Lindsay, Brandon",G,6-2,Jr
2017,16,33,1741956,"Oplinger, Garrett",G,6-5,So
2017,16,21,1741960,"Rappoport, Jared",F,6-6,So
2017,16,10,1631216,"Ringgold, Omari",G,6-2,Sr
2017,16,20,1858669,"Rowles, Fred",G,6-5,Fr
2017,16,23,1631218,"Smith, Dejuan",G,6-2,Jr
2017,16,30,1858671,"Stern, Damon",G,5-9,Fr
2017,16,50,1522794,"Vazzana, Thomas",C,6-6,Sr
2017,16,42,1858673,"Yedsena, Matt",G,6-1,Fr
2017,17,50,1853845,"Brewer, Devon",F,6-8,Fr
2017,17,3,1853846,"Carter, Tyler",F,6-7,Fr
2017,17,4,1748394,"Davis, Deandre",F,6-8,Sr
2017,17,1,1853847,"Dulin, Denzel",G,6-4,Sr
2017,17,12,1636561,"Henderson, Juwan",G,5-7,Jr
2017,17,5,1853848,"Howard, Maurice",G,6-1,Fr
2017,17,24,1634447,"Johnson, Reginald",F,6-5,Jr
2017,17,0,1748398,"Katumbusi, Rahamanh",G,6-3,So
2017,17,2,1853849,"Mosby, A.J.",G,6-3,Jr
2017,17,15,1853850,"Patterson, Avery",G,6-2,Jr
2017,17,20,1853851,"Reed, Yalen",F,6-7,Fr
2017,17,22,1748397,"Smith, Tyquaylon",F,6-8,So
2017,17,30,1520551,"Vance, Marquis",F,6-7,Sr
2017,17,10,1853852,"Wilson, Kobe",F,6-9,Fr
2017,18,34,1519078,"Adams, Eric",F,6-3,Sr
2017,18,14,1741502,"Brown, Sage",G,6-5,So
2017,18,44,1519086,"Brueckl, Clark",G,6-2,Sr
2017,18,24,1860715,"Buisch, Brendan",F,6-4,Sr
2017,18,22,1625501,"Cousin, Dalton",F,6-5,Jr
2017,18,10,1860429,"Dagon, Sam",G,6-2,Fr
2017,18,12,1860713,"Ebert, Liam",G,5-8,Fr
2017,18,5,1519079,"Herbert, Nigel",G,5-11,Sr
2017,18,4,1625499,"Hook, Tristan",F,6-6,Jr
2017,18,23,1741498,"LeMorta, Dom",F,6-5,So
2017,18,11,1741501,"McLamore, Pat",G,5-10,So
2017,18,15,1519083,"Reinhart, Julian",G,6-0,Sr
2017,18,32,1625498,"Schmidt, Nick",G,6-0,Jr
2017,18,2,1860712,"Schmidt, Derek",G,6-1,Fr
2017,18,1,1519077,"Seelman, Tyler",G,5-11,Sr
2017,18,3,1741499,"Stopera, Scotty",G,5-10,So
2017,18,21,1860714,"Taylor, Joshua",F,6-1,Sr
2017,19,1,1855049,"Dougherty, Sean",F,6-7,Jr
2017,19,15,1742012,"Frisina, Antonio",G,6-0,Fr
2017,19,20,1631288,"Macomber, Conor",G,6-1,Sr
2017,19,32,1863825,"Manton, Isaac",G,6-2,Fr
2017,19,2,1855050,"Nee, Jamison",G,6-1,Fr
2017,19,21,1855053,"O'Toole, Brendan",F,6-5,Fr
2017,19,22,1855054,"Pateras, Zach",G,5-11,Fr
2017,19,13,1742010,"Paulowski, John",G,6-1,So
2017,19,50,1855058,"Rawls, Jordan",F,6-6,Fr
2017,19,23,1855055,"Shedd, Zach",C,6-9,Fr
2017,19,31,1855056,"Siegle, Joe",F,6-4,Fr
2017,19,14,1742011,"Urso, Billy",G,5-10,So
2017,19,3,1855051,"Urso, Brendon",G,6-0,Fr
2017,19,11,1631285,"Wallette, Donte",F,6-3,Jr
2017,19,10,1855052,"Wilby, Liam",G,6-2,Fr
2017,19,33,1519330,"Zabriski, Evan",G,6-6,Sr
2017,19,34,1855057,"Zoll, Zach",F,6-8,Fr
2017,20,24,1628020,"Barron, Brett",G,5-11,Jr
2017,20,21,1741641,"Bridy, Brandon",G,6-2,Jr
2017,20,40,1518102,"Callahan, Ryan",F,6-8,Sr
2017,20,5,1628018,"Ciotti, Steven",G,5-10,Jr
2017,20,25,1741643,"Connaghan, Luke",F,6-4,So
2017,20,22,1518103,"Dalition, David",G,6-0,Sr
2017,20,44,1854607,"Dawson-Amoah, Kweku",F,6-6,Fr
2017,20,4,1628023,"Fishburne, Shaundell",G,6-1,Jr
2017,20,32,1854606,"House, Alex",F,6-6,Fr
2017,20,33,1628025,"Jones, Connor",F,6-5,Jr
2017,20,11,1518104,"Laird, Brian",G,5-9,Sr
2017,20,23,1854604,"Lococo, Joseph",G,6-2,Sr
2017,20,20,1854603,"Peapos, Michael",G,6-3,So
2017,20,15,1854602,"Simsick, Tracy",G,6-4,Fr
2017,20,3,1518107,"Slanger, Kuity",G,6-2,Sr
2017,20,10,1628019,"Smith, James",G,5-10,Jr
2017,20,30,1854605,"Voorhees, Henry",C,6-8,Fr
2017,20,14,1854601,"Wing, Julian",G,6-1,Fr
2017,21,25,1744243.0,"Abraham, Adam",F,6-7,So
2017,21,0,1633292.0,"Apsey, Ethan",G,6-0,Jr
2017,21,2,1523111.0,"Edwards, Tyler",F,6-4,Sr
2017,21,31,1523114.0,"Fairchild, Chase",G,6-1,Sr
2017,21,41,1855898.0,"Feliczak, Ben",G,6-2,Jr
2017,21,34,1633309.0,"Gamble, Kevin",F,6-8,Jr
2017,21,23,1744242.0,"Gernaat, Trevor",F,6-4,Sr
2017,21,11,1855886.0,"Harvey, Steven",G,6-3,Fr
2017,21,30,1633310.0,"Hines, Bryan",G,5-9,Sr
2017,21,40,1633311.0,"Hyble, Brooks",F,6-7,Jr
2017,21,21,1855888.0,"Laketa, Preston",F,6-5,Fr
2017,21,1,1855882.0,"Lamoreaux, Luke",G,5-9,Fr
2017,21,4,1633313.0,"LoMonaco, Nick",G,6-2,Jr
2017,21,5,1855884.0,"Long, Jared",G,6-1,Fr
2017,21,10,1855885.0,"Maki, Scott",G,6-2,So
2017,21,14,,"Saenz, Aaron",G,6-2,Fr
2017,21,32,1633318.0,"Scheibert, Kevin",F,6-4,Jr
2017,21,33,1855890.0,"Sinke, Zach",F,6-5,Fr
2017,21,12,1855919.0,"Stevens, Ryan",G,6-2,Fr
2017,22,44,1636411,"Bilewu, Lateef",C,5-9,Jr
2017,22,10,1889360,"Chung, Charles",,-,So
2017,22,24,1862023,"Clayton, Kenneth",G,6-0,So
2017,22,13,1748241,"Daniel, Justin",F,6-4,Sr
2017,22,34,1749989,"Howard, Rasheed",F,6-6,Sr
2017,22,12,1857790,"Kaba, Kassim",G,6-3,Jr
2017,22,3,1748125,"Moody, Juwan",G,6-0,Sr
2017,22,20,1857792,"Owens, Zekiah",F,6-5,Fr
2017,22,23,1748124,"Pitts-Young, Jayvon",G,6-0,So
2017,22,0,1522410,"Risch, Max",F,6-7,Sr
2017,22,5,1748123,"Spruell, Bruce",G,6-4,So
2017,22,15,1857791,"Swan, Tahlib",F,6-5,Jr
2017,22,31,1631246,"Vilfort, Henry",G,5-10,Sr
2017,23,34,1623504.0,"Brown, Gabe",C,7-0,Jr
2017,23,25,1734440.0,"Brown, Kevin",G,5-8,So
2017,23,22,1857187.0,"Cimino, Matt",C,6-10,Jr
2017,23,23,1857188.0,"Gasperini, Mark",C,6-10,Fr
2017,23,2,1734437.0,"Jones, Delante",G,6-5,So
2017,23,20,1508316.0,"Jones, Charlie",G,6-5,Sr
2017,23,42,1623507.0,"Maragkos, Paris",F,6-9,Sr
2017,23,35,1734441.0,"Matic, Andrija",F,6-10,So
2017,23,0,1857186.0,"Nelson, Sa'Eed",G,6-1,Fr
2017,23,4,1623503.0,"Paquin, Alex",G,6-0,Jr
2017,23,21,1508321.0,"Rhea, Jalen",G,6-2,Sr
2017,23,15,1734439.0,"Rivera, Lonne",F,6-6,So
2017,23,13,1623506.0,"Tolksdorf, Leon",F,6-8,Sr
2017,23,3,1734438.0,"Washington, James",G,6-1,So
2017,23,33,,"Weinstein, James",F,6-4,Jr
2017,23,12,1508322.0,"Yiljep, Yilret",F,6-7,Sr
2017,24,31,1744434,"Bachmann, C.J.",C,6-7,So
2017,24,12,1522875,"Berman, Reid",G,6-0,Sr
2017,24,20,1858920,"Chery, Josh",F,6-4,Fr
2017,24,34,1858922,"Clapp, Stephen",G,6-4,Fr
2017,24,44,1634763,"Conklin, Eric",F,6-6,Sr
2017,24,5,1634760,"Dawson-Gordon, Jayde",G,6-2,Jr
2017,24,15,1522879,"George, David",F,6-8,Sr
2017,24,14,1744435,"Groff, Dylan",F,6-6,So
2017,24,25,1522876,"Holding, Brady",G,6-5,Sr
2017,24,33,1522874,"Magana, Diego",G,6-5,Sr
2017,24,10,1634762,"McCarthy, Johnny",G,6-5,Jr
2017,24,24,1858921,"Mobley, Tommy",G,6-2,Fr
2017,24,32,1522878,"Nabatoff, Jacob",F,6-8,Sr
2017,24,22,1522877,"Racy, Jeff",G,6-5,Sr
2017,24,11,1634761,"Riopel, Michael",G,6-5,Jr
2017,24,50,1744436,"Schneider, Joseph",C,6-10,So
2017,24,40,1858923,"Sellew, Eric",F,6-7,Fr
2017,24,1,1744433,"Sinopoli, Vic",G,6-2,So
2017,24,2,1522873,"Wright, Christien",F,6-4,Jr
2017,25,2,1855948.0,"Booze, Kevin",G,6-0,Jr
2017,25,24,1855955.0,"Conwright, Brandon",G,6-2,Fr
2017,25,3,1855949.0,"Dillard, Lorezo",G,6-2,Jr
2017,25,22,1735345.0,"Foster, Prince",G,6-4,Sr
2017,25,44,1855970.0,"Henry, Caleb",F,6-9,Fr
2017,25,33,1855968.0,"Hollins, Justin",F,6-9,Sr
2017,25,35,,"Hubbard, E.J.",G,6-3,Jr
2017,25,12,,"Hudson, Cornelius",G,6-7,Jr
2017,25,25,1855967.0,"Jenkins, Devaughn",F,6-7,Jr
2017,25,4,1855966.0,"King, Quay",G,6-4,Sr
2017,25,23,,"Messbarger, Eddie",G,6-0,Fr
2017,25,0,1855946.0,"Nikita, Andre",G,6-0,Jr
2017,25,21,1735342.0,"Onyeje, Jr., Napoleon",G,6-1,Sr
2017,25,32,1735346.0,"Pratt, Devonte'",G,6-1,Sr
2017,25,1,,"Price, Steven",G,6-0,Fr
2017,25,10,1735339.0,"Puhovs, Gustavs",F,6-8,Sr
2017,25,30,1735341.0,"Rhoades, Shaquan",G,6-2,Jr
2017,25,15,1855953.0,"Riley, Chase",G,6-0,Jr
2017,25,5,1855950.0,"Thomas, Michael",F,6-11,Jr
2017,25,42,1735348.0,"Tshikaya, Thomas",F,6-7,Sr
2017,25,11,1855951.0,"Williams, Brandon",F,6-11,Jr
2017,26,3,1628805,"Birch, John",F,6-4,Jr
2017,26,14,1858995,"Brooks, Isaiah",G,5-8,Fr
2017,26,24,1858996,"Cabrera, Pablo",F,6-0,Fr
2017,26,5,1858993,"Coleman, Raphael",G,5-8,Fr
2017,26,20,1740993,"Contento, Chris",G,5-9,Jr
2017,26,25,1858998,"Forouzan, Malik",G,6-5,Fr
2017,26,35,1628809,"Graham, Kenneth",F,6-4,Jr
2017,26,32,1858999,"Griffin, Tyler",F,6-6,Fr
2017,26,33,1628810,"Jakola, Tanner",G,6-2,Jr
2017,26,11,1523344,"Jean-Louis, David",G,5-9,Sr
2017,26,4,1628811,"Maresca, Jesse",G,5-10,Sr
2017,26,22,1858997,"Morgan, Jack",G,5-9,So
2017,26,12,1858994,"Neuvieme, Greg",G,5-8,Fr
2017,26,2,1858873,"Perette, Bobby",G,6-1,Fr
2017,26,21,1628812,"Pickett, Liam",G,6-0,Jr
2017,26,34,1859000,"Rapoza, Mike",F,6-6,Fr
2017,27,25,1625097,"Babic, Jake",G,6-3,Jr
2017,27,34,1860704,"Cottrell, Zach",G,6-5,Fr
2017,27,23,1753674,"Ford, Trey",G,6-0,So
2017,27,10,1857756,"Good, Patrick",G,6-0,Fr
2017,27,24,1857758,"Hinton, Craig",F,6-7,Jr
2017,27,14,1747990,"Holley, Bennett",F,6-8,So
2017,27,0,1857754,"Johnson, Isaac",F,6-9,Fr
2017,27,32,1747988,"Johnson, Tyrell",F,6-8,So
2017,27,13,1753675,"Kerley, Kevin",G,6-0,So
2017,27,5,1625092,"Kinney, Griffin",F,6-8,Jr
2017,27,11,1747991,"Logan, Emarius",G,6-2,So
2017,27,22,1747989,"O'Boyle, Matt",G,6-5,Sr
2017,27,1,1857755,"Robinson, Kelvin",G,6-2,So
2017,27,2,1747992,"Shabazz, Ronshad",G,6-5,So
2017,27,15,1857757,"Wilson, Jake",C,7-1,So
2017,28,12,1738567,"Adams, Andre",F,6-9,So
2017,28,3,1849507,"Cunliffe, Sam",G,6-6,Fr
2017,28,11,1738568,"Evans II, Shannon",G,6-1,Jr
2017,28,25,1863734,"Fogerty, Grant",,6-0,N/A
2017,28,4,1738569,"Graham, Torian",G,6-4,Sr
