season,school_id,game_date,opp_id,game_id
2017,2,11/11/2016,1355.0,4231910
2017,2,11/17/2016,469.0,4237484
2017,2,11/22/2016,48.0,4243542
2017,2,11/25/2016,522.0,4248076
2017,2,11/27/2016,2741.0,4246256
2017,2,11/30/2016,473.0,4248799
2017,2,12/03/2016,48.0,4250701
2017,2,12/10/2016,,4255115
2017,2,12/14/2016,,4258225
2017,2,12/17/2016,102.0,4259431
2017,2,12/19/2016,629.0,4260460
2017,2,12/29/2016,474.0,4262608
2017,2,12/31/2016,655.0,4263657
2017,2,01/05/2017,1004.0,4265652
2017,2,01/07/2017,676.0,4266940
2017,2,01/12/2017,655.0,4269361
2017,2,01/14/2017,346.0,4275264
2017,2,01/19/2017,483.0,4272697
2017,2,01/26/2017,2743.0,4276123
2017,2,01/28/2017,26172.0,4277620
2017,2,02/01/2017,474.0,4279291
2017,2,02/04/2017,624.0,4281029
2017,2,02/09/2017,1004.0,4284499
2017,2,02/11/2017,508.0,4286425
2017,2,02/16/2017,402.0,4293145
2017,2,02/22/2017,26172.0,4296587
2017,2,02/25/2017,624.0,4300596
2017,2,03/01/2017,2743.0,4303895
2017,2,03/04/2017,287.0,4307069
2017,3,11/11/2016,23157,4232982
2017,3,11/12/2016,9004,4243017
2017,3,11/16/2016,658,4236860
2017,3,11/19/2016,22,4246131
2017,3,11/22/2016,470,4246517
2017,3,11/27/2016,560,4246127
2017,3,11/29/2016,19117,4248738
2017,3,12/01/2016,437,4249252
2017,3,12/03/2016,349,4251099
2017,3,12/07/2016,1347,4253237
2017,3,12/10/2016,533,4254931
2017,3,12/12/2016,1277,4325958
2017,3,12/30/2016,477,4262819
2017,3,01/02/2017,30150,4264009
2017,3,01/04/2017,241,4265334
2017,3,01/07/2017,613,4266672
2017,3,01/11/2017,56,4268957
2017,3,01/14/2017,468,4270062
2017,3,01/18/2017,682,4272340
2017,3,01/21/2017,410,4273662
2017,3,01/24/2017,593,4275139
2017,3,01/28/2017,36,4277066
2017,3,02/01/2017,533,4279108
2017,3,02/04/2017,658,4281082
2017,3,02/08/2017,1347,4283797
2017,3,02/11/2017,470,4286036
2017,3,02/15/2017,349,4289681
2017,3,02/21/2017,22,4295956
2017,3,02/24/2017,56,4298071
2017,3,02/26/2017,468,4301015
2017,4,11/11/2016,184.0,4232221
2017,4,11/18/2016,939.0,4256576
2017,4,11/19/2016,1192.0,4256637
2017,4,11/22/2016,,4256598
2017,4,11/26/2016,496.0,4256578
2017,4,11/30/2016,5.0,4256577
2017,4,12/03/2016,122.0,4256597
2017,4,12/14/2016,278.0,4279527
2017,4,12/20/2016,1050.0,4261403
2017,4,12/23/2016,,4262744
2017,4,12/29/2016,46.0,4262732
2017,4,12/30/2016,23725.0,4263284
2017,4,01/04/2017,525.0,4265317
2017,4,01/07/2017,21.0,4266643
2017,4,01/11/2017,30037.0,4268641
2017,4,01/14/2017,15.0,4270317
2017,4,01/18/2017,286.0,4272523
2017,4,01/21/2017,114.0,4274983
2017,4,01/25/2017,326.0,4275720
2017,4,01/28/2017,525.0,4277015
2017,4,02/01/2017,21.0,4279195
2017,4,02/04/2017,30037.0,4280579
2017,4,02/08/2017,15.0,4284221
2017,4,02/11/2017,286.0,4286428
2017,4,02/15/2017,114.0,4289859
2017,4,02/18/2017,326.0,4295536
2017,5,11/12/2016,817,4233733
2017,5,11/17/2016,23,4237603
2017,5,11/20/2016,563,4240855
2017,5,11/22/2016,253,4243953
2017,5,11/25/2016,721,4244820
2017,5,11/26/2016,406,4245644
2017,5,11/30/2016,4,4256577
2017,5,12/03/2016,169,4251019
2017,5,12/07/2016,165,4253481
2017,5,12/10/2016,260,4255335
2017,5,12/17/2016,388,4259364
2017,5,12/21/2016,109,4261390
2017,5,12/22/2016,393,4261974
2017,5,01/03/2017,71,4264788
2017,5,01/06/2017,774,4266141
2017,5,01/10/2017,129,4268178
2017,5,01/14/2017,414,4270212
2017,5,01/17/2017,519,4271782
2017,5,01/20/2017,204,4272954
2017,5,01/24/2017,774,4275171
2017,5,01/28/2017,86,4277593
2017,5,01/31/2017,503,4278806
2017,5,02/04/2017,519,4283542
2017,5,02/07/2017,47,4283135
2017,5,02/10/2017,204,4285050
2017,5,02/14/2017,709,4289172
2017,5,02/17/2017,331,4292697
2017,5,02/21/2017,71,4295876
2017,5,02/24/2017,86,4298290
2017,5,02/28/2017,414,4303399
2017,5,03/03/2017,331,4305544
2017,5,03/09/2017,204,4314669
2017,5,03/10/2017,47,4314667
2017,5,03/11/2017,331,4316026
2017,5,03/15/2017,288,4320256
2017,5,03/20/2017,702,4325830
2017,6,11/11/2016,669,4232292
2017,6,11/13/2016,434,4264243
2017,6,11/17/2016,692,4237555
2017,6,11/21/2016,664,4242611
2017,6,11/26/2016,454,4245908
2017,6,11/29/2016,9,4247980
2017,6,12/03/2016,692,4251041
2017,6,12/10/2016,716,4254960
2017,6,12/14/2016,254,4258180
2017,6,12/22/2016,71,4261701
2017,6,12/29/2016,774,4262520
2017,6,01/02/2017,314,4264885
2017,6,01/04/2017,261,4265237
2017,6,01/07/2017,432,4266954
2017,6,01/09/2017,2678,4267985
2017,6,01/14/2017,7,4270421
2017,6,01/21/2017,665,4274994
2017,6,01/23/2017,17,4274927
2017,6,01/28/2017,553,4277471
2017,6,01/30/2017,699,4278588
2017,6,02/04/2017,432,4281341
2017,6,02/06/2017,2678,4282376
2017,6,02/11/2017,7,4286733
2017,6,02/18/2017,665,4292451
2017,6,02/20/2017,17,4295382
2017,6,02/25/2017,553,4300088
2017,6,02/27/2017,699,4302708
2017,6,03/02/2017,314,4304532
2017,6,03/04/2017,261,4306842
2017,7,11/12/2016,772,4233427
2017,7,11/14/2016,698,4235175
2017,7,11/16/2016,366,4236822
2017,7,11/22/2016,1157,4243259
2017,7,11/25/2016,501,4244735
2017,7,11/26/2016,97,4268108
2017,7,11/29/2016,315,4247843
2017,7,12/04/2016,716,4251730
2017,7,12/12/2016,626,4256803
2017,7,12/14/2016,691,4258369
2017,7,12/22/2016,47,4261579
2017,7,12/29/2016,237,4262574
2017,7,01/02/2017,261,4264257
2017,7,01/04/2017,314,4265251
2017,7,01/07/2017,2678,4267074
2017,7,01/09/2017,432,4268026
2017,7,01/14/2017,6,4270421
2017,7,01/21/2017,17,4273902
2017,7,01/23/2017,665,4274933
2017,7,01/28/2017,699,4277701
2017,7,01/30/2017,553,4278587
2017,7,02/04/2017,2678,4281094
2017,7,02/06/2017,432,4282392
2017,7,02/11/2017,6,4286733
2017,7,02/18/2017,17,4292257
2017,7,02/20/2017,665,4295282
2017,7,02/25/2017,699,4299914
2017,7,02/27/2017,553,4302730
2017,7,03/02/2017,261,4304553
2017,7,03/04/2017,314,4307570
2017,7,03/07/2017,699,4311248
2017,8,11/11/2016,149,4232233
2017,8,11/15/2016,175,4235387
2017,8,11/18/2016,47,4238612
2017,8,11/21/2016,735,4242677
2017,8,11/23/2016,609,4244376
2017,8,11/29/2016,48,4247873
2017,8,12/02/2016,703,4249843
2017,8,12/11/2016,529,4255716
2017,8,12/15/2016,10411,4258633
2017,8,12/18/2016,147,4259896
2017,8,12/21/2016,30,4261435
2017,8,12/29/2016,678,4262612
2017,8,01/03/2017,430,4264789
2017,8,01/07/2017,736,4267207
2017,8,01/10/2017,235,4268299
2017,8,01/14/2017,365,4270653
2017,8,01/18/2017,434,4272259
2017,8,01/21/2017,37,4273659
2017,8,01/25/2017,257,4275846
2017,8,01/28/2017,430,4277688
2017,8,02/01/2017,31,4279415
2017,8,02/04/2017,37,4281308
2017,8,02/07/2017,648,4283181
2017,8,02/11/2017,334,4286988
2017,8,02/15/2017,434,4289904
2017,8,02/18/2017,365,4292019
2017,8,02/23/2017,257,4297168
2017,8,02/25/2017,697,4300413
2017,8,03/01/2017,433,4304681
2017,8,03/04/2017,694,4306036
2017,8,03/09/2017,430,4313386
2017,8,03/10/2017,648,4314069
2017,8,03/11/2017,334,4315754
2017,8,03/14/2017,575,4319343
2017,9,11/11/2016,2678,4232234
2017,9,11/14/2016,244,4235166
2017,9,11/17/2016,716,4237563
2017,9,11/21/2016,328,4242640
2017,9,11/22/2016,249,4243453
2017,9,11/27/2016,610,4246246
2017,9,11/29/2016,6,4247980
2017,9,12/03/2016,37,4250892
2017,9,12/07/2016,676,4253363
2017,9,12/10/2016,404,4254826
2017,9,12/18/2016,665,4259737
2017,9,12/21/2016,703,4261397
2017,9,12/28/2016,422,4262320
2017,9,01/01/2017,419,4263905
2017,9,01/05/2017,497,4265965
2017,9,01/07/2017,574,4267084
2017,9,01/12/2017,772,4269179
2017,9,01/14/2017,388,4269886
2017,9,01/19/2017,229,4272780
2017,9,01/21/2017,231,4274091
2017,9,01/26/2017,366,4276269
2017,9,01/28/2017,664,4277575
2017,9,02/02/2017,704,4279834
2017,9,02/04/2017,706,4281039
2017,9,02/09/2017,458,4284597
2017,9,02/11/2017,523,4286814
2017,9,02/16/2017,388,4290303
2017,9,02/19/2017,772,4293109
2017,9,02/26/2017,419,4302088
2017,9,03/02/2017,229,4304577
2017,9,03/04/2017,231,4307395
2017,9,03/08/2017,458,4312296
2017,9,03/09/2017,366,4313243
2017,10,11/12/2016,608,4233364
2017,10,11/13/2016,689,4233812
2017,10,11/18/2016,52,4238473
2017,10,11/19/2016,1176,4239487
2017,10,11/29/2016,30002,4247892
2017,10,12/04/2016,487,4251360
2017,10,12/12/2016,30002,4256702
2017,10,12/15/2016,766,4258593
2017,10,12/17/2016,358,4259184
2017,10,12/31/2016,11740,4263546
2017,10,01/02/2017,734,4264224
2017,10,01/07/2017,30153,4267395
2017,10,01/09/2017,1015,4268050
2017,10,01/12/2017,429,4269156
2017,10,01/14/2017,181,4270314
2017,10,01/19/2017,30151,4272627
2017,10,01/21/2017,30013,4273683
2017,10,01/26/2017,181,4276093
2017,10,01/28/2017,429,4277251
2017,10,01/30/2017,487,4278532
2017,10,02/02/2017,30151,4279701
2017,10,02/04/2017,30013,4280957
2017,10,02/09/2017,358,4284541
2017,10,02/11/2017,766,4286137
2017,10,02/16/2017,734,4290328
2017,10,02/18/2017,11740,4291951
2017,10,02/23/2017,1015,4297095
2017,10,02/25/2017,30153,4299516
2017,10,02/28/2017,30153,4303196
2017,10,03/04/2017,181,4307162
2017,10,03/05/2017,734,4308539
2017,10,03/11/2017,144,4315748
2017,10,03/12/2017,49,4317288
2017,10,03/14/2017,584,4319334
2017,11,11/04/2016,,4227711
2017,11,11/05/2016,,4228554
2017,11,11/11/2016,133.0,4233657
2017,11,11/12/2016,2696.0,4233605
2017,11,11/18/2016,2685.0,4238561
2017,11,11/19/2016,100.0,4240051
2017,11,11/23/2016,86.0,4244285
2017,11,11/25/2016,514.0,4245009
2017,11,11/26/2016,189.0,4245334
2017,11,12/01/2016,1010.0,4250106
2017,11,12/03/2016,1274.0,4250885
2017,11,12/17/2016,,4259270
2017,11,12/18/2016,,4259829
2017,11,12/29/2016,634.0,4262675
2017,11,12/31/2016,1343.0,4263768
2017,11,01/05/2017,30127.0,4265769
2017,11,01/07/2017,1448.0,4267093
2017,11,01/10/2017,12.0,4268289
