season,school_id,game_date,opp_id,game_id
2012,2,11/11/2011,499.0,596950
2012,2,11/12/2011,8965.0,556850
2012,2,11/18/2011,30088.0,596951
2012,2,11/19/2011,30090.0,571810
2012,2,11/22/2011,30088.0,596970
2012,2,11/29/2011,1045.0,582513
2012,2,12/03/2011,,597630
2012,2,12/10/2011,996.0,608873
2012,2,12/13/2011,767.0,615850
2012,2,12/17/2011,206.0,624250
2012,2,12/19/2011,1222.0,626791
2012,2,12/30/2011,1045.0,638375
2012,2,01/03/2012,2743.0,647214
2012,2,01/07/2012,696.0,658184
2012,2,01/11/2012,199.0,670850
2012,2,01/14/2012,1395.0,678927
2012,2,01/17/2012,25.0,688271
2012,2,01/21/2012,25.0,704890
2012,2,01/26/2012,,710470
2012,2,01/28/2012,,716610
2012,2,01/31/2012,1222.0,722453
2012,2,02/04/2012,996.0,732492
2012,2,02/08/2012,767.0,734593
2012,2,02/11/2012,206.0,745390
2012,2,02/15/2012,2743.0,751951
2012,2,02/19/2012,696.0,763011
2012,2,02/22/2012,199.0,779836
2012,2,02/25/2012,1395.0,783970
2012,3,11/16/2011,658,537150
2012,3,11/19/2011,2692,556478
2012,3,11/22/2011,470,560650
2012,3,11/27/2011,22,683730
2012,3,11/30/2011,1347,670569
2012,3,12/03/2011,36,602170
2012,3,12/06/2011,533,602171
2012,3,12/10/2011,349,605617
2012,3,12/13/2011,362,614770
2012,3,12/17/2011,984,619697
2012,3,12/18/2011,437,623150
2012,3,01/03/2012,410,685530
2012,3,01/07/2012,613,688631
2012,3,01/11/2012,368,670653
2012,3,01/14/2012,241,685230
2012,3,01/17/2012,56,687972
2012,3,01/21/2012,468,697776
2012,3,01/25/2012,682,707854
2012,3,01/28/2012,593,717034
2012,3,01/31/2012,470,722311
2012,3,02/04/2012,22,729760
2012,3,02/08/2012,1347,737291
2012,3,02/11/2012,36,739603
2012,3,02/14/2012,533,750130
2012,3,02/18/2012,349,756873
2012,3,02/21/2012,658,771330
2012,3,02/26/2012,470,785668
2012,3,02/29/2012,682,803210
2012,3,03/10/2012,362,877830
2012,3,03/11/2012,682,885293
2012,4,11/15/2011,,537751
2012,4,11/18/2011,292.0,557572
2012,4,11/19/2011,675.0,581010
2012,4,11/22/2011,,581011
2012,4,11/26/2011,,581030
2012,4,11/29/2011,,582313
2012,4,12/03/2011,807.0,587470
2012,4,12/14/2011,1050.0,616351
2012,4,12/22/2011,,646050
2012,4,12/29/2011,424.0,639270
2012,4,01/04/2012,114.0,650790
2012,4,01/07/2012,286.0,659610
2012,4,01/11/2012,30037.0,671093
2012,4,01/14/2012,525.0,679651
2012,4,01/18/2012,21.0,690025
2012,4,01/21/2012,326.0,697650
2012,4,01/25/2012,15.0,709715
2012,4,01/28/2012,114.0,714177
2012,4,02/01/2012,286.0,723713
2012,4,02/04/2012,30037.0,732110
2012,4,02/08/2012,525.0,736730
2012,4,02/11/2012,21.0,739743
2012,4,02/15/2012,326.0,751719
2012,4,02/18/2012,15.0,757737
2012,4,02/22/2012,30037.0,774447
2012,4,02/25/2012,286.0,782822
2012,5,11/09/2011,430,524935
2012,5,11/12/2011,281,526253
2012,5,11/18/2011,735,543154
2012,5,11/19/2011,194,547332
2012,5,11/26/2011,184,564773
2012,5,11/28/2011,768,570752
2012,5,12/04/2011,419,587342
2012,5,12/10/2011,148,606450
2012,5,12/15/2011,2678,618091
2012,5,12/17/2011,228,621131
2012,5,12/19/2011,817,631411
2012,5,12/21/2011,488,636255
2012,5,12/29/2011,740,636611
2012,5,01/01/2012,388,640332
2012,5,01/07/2012,414,658752
2012,5,01/11/2012,71,670382
2012,5,01/14/2012,519,678951
2012,5,01/18/2012,86,689858
2012,5,01/21/2012,331,698793
2012,5,01/24/2012,47,705607
2012,5,01/28/2012,129,714783
2012,5,02/01/2012,709,723457
2012,5,02/04/2012,204,730830
2012,5,02/08/2012,774,734655
2012,5,02/11/2012,503,740845
2012,5,02/15/2012,414,751305
2012,5,02/18/2012,527,761670
2012,5,02/22/2012,71,774690
2012,5,02/26/2012,519,788009
2012,5,02/29/2012,86,804850
2012,5,03/02/2012,331,823112
2012,5,03/09/2012,331,872970
2012,5,03/10/2012,519,879311
2012,5,03/13/2012,509,900230
2012,6,11/11/2011,718.0,539918
2012,6,11/14/2011,,561527
2012,6,11/19/2011,,561557
2012,6,11/23/2011,8.0,561177
2012,6,12/03/2011,646.0,586153
2012,6,12/17/2011,418.0,619290
2012,6,12/19/2011,255.0,627450
2012,6,12/21/2011,691.0,631630
2012,6,12/31/2011,9.0,639793
2012,6,01/03/2012,314.0,647273
2012,6,01/05/2012,261.0,654432
2012,6,01/07/2012,2678.0,659131
2012,6,01/09/2012,432.0,666210
2012,6,01/14/2012,7.0,679131
2012,6,01/21/2012,665.0,698080
2012,6,01/23/2012,17.0,704850
2012,6,01/28/2012,699.0,714755
2012,6,01/30/2012,553.0,721032
2012,6,02/04/2012,2678.0,730360
2012,6,02/06/2012,432.0,733711
2012,6,02/11/2012,7.0,741570
2012,6,02/18/2012,665.0,762571
2012,6,02/20/2012,17.0,767010
2012,6,02/25/2012,553.0,783697
2012,6,02/27/2012,699.0,794554
2012,6,03/01/2012,314.0,810291
2012,6,03/03/2012,261.0,825854
2012,6,03/07/2012,699.0,871110
2012,7,11/11/2011,388.0,525290.0
2012,7,11/13/2011,140.0,539928.0
2012,7,11/17/2011,508.0,567751.0
2012,7,11/19/2011,315.0,547732.0
2012,7,11/29/2011,219.0,574790.0
2012,7,12/03/2011,231.0,586270.0
2012,7,12/10/2011,676.0,606671.0
2012,7,12/11/2011,,611710.0
2012,7,12/17/2011,609.0,622171.0
2012,7,12/19/2011,147.0,626597.0
2012,7,12/22/2011,184.0,632495.0
2012,7,12/29/2011,,636527.0
2012,7,01/03/2012,261.0,647396.0
2012,7,01/05/2012,314.0,653735.0
2012,7,01/07/2012,432.0,658569.0
2012,7,01/09/2012,2678.0,666430.0
2012,7,01/14/2012,6.0,679131.0
2012,7,01/21/2012,17.0,700630.0
2012,7,01/23/2012,665.0,704090.0
2012,7,01/28/2012,553.0,714685.0
2012,7,01/30/2012,699.0,721033.0
2012,7,02/04/2012,432.0,730114.0
2012,7,02/06/2012,2678.0,733730.0
2012,7,02/11/2012,6.0,741570.0
2012,7,02/18/2012,17.0,758470.0
2012,7,02/20/2012,665.0,766650.0
2012,7,02/25/2012,699.0,784930.0
2012,7,02/27/2012,553.0,794650.0
2012,7,03/01/2012,261.0,810991.0
2012,7,03/03/2012,314.0,826935.0
2012,7,03/08/2012,2678.0,865950.0
2012,8,11/11/2011,2711,523250
2012,8,11/14/2011,514,542826
2012,8,11/17/2011,392,540651
2012,8,11/18/2011,782,550811
2012,8,11/20/2011,559,547850
2012,8,11/23/2011,6,561177
2012,8,11/27/2011,740,566414
2012,8,12/01/2011,251,583430
2012,8,12/07/2011,175,598532
2012,8,12/11/2011,184,607730
2012,8,12/17/2011,327,621010
2012,8,12/21/2011,521,631550
2012,8,12/29/2011,316,637290
2012,8,01/03/2012,255,647393
2012,8,01/07/2012,257,658858
2012,8,01/11/2012,365,672230
2012,8,01/14/2012,430,678770
2012,8,01/19/2012,736,692950
2012,8,01/21/2012,334,698102
2012,8,01/25/2012,648,708070
2012,8,01/28/2012,31,715410
2012,8,02/04/2012,433,730942
2012,8,02/07/2012,37,734736
2012,8,02/11/2012,365,741610
2012,8,02/14/2012,235,749941
2012,8,02/18/2012,694,757512
2012,8,02/23/2012,31,778663
2012,8,02/25/2012,430,783897
2012,8,02/29/2012,37,805210
2012,8,03/03/2012,433,829190
2012,8,03/08/2012,648,864210
2012,8,03/09/2012,235,870950
2012,8,03/16/2012,169,912170
2012,9,11/16/2011,169,537151
2012,9,11/20/2011,454,547894
2012,9,11/22/2011,716,556457
2012,9,11/25/2011,782,561891
2012,9,11/27/2011,695,565694
2012,9,11/30/2011,646,577843
2012,9,12/03/2011,331,586030
2012,9,12/07/2011,419,598759
2012,9,12/20/2011,740,633090
2012,9,12/22/2011,316,632594
2012,9,12/28/2011,249,635075
2012,9,12/31/2011,6,639793
2012,9,01/03/2012,235,647043
2012,9,01/07/2012,404,658830
