season,school_id,jersey,player_id,player_name,pos,height,class
2016,2,12,1508488,"Cooke, Austin",F,6-7,Sr
2016,2,4,1744196,"Crnic, Jovan",G,6-5,Jr
2016,2,15,1744197,"Farquhar, Hayden",F,6-7,Fr
2016,2,0,1744194,"Franklin, Jaylen",G,6-2,Fr
2016,2,22,1625911,"Green, Drake",G,6-3,So
2016,2,23,1744198,"Howell, Hayden",F,6-7,Fr
2016,2,1,1744195,"Lewis, Jaren",F,6-6,Fr
2016,2,5,1625907,"Little, Jalen",G,5-10,Sr
2016,2,33,1625912,"Porter, Duran",F,6-8,Sr
2016,2,10,1625908,"Tripp, Isaiah",G,6-1,So
2016,2,3,1398860,"Wentz, Parker",G,5-9,Sr
2016,3,23,1746334,"Cambio, Nick",F,6-7,Fr
2016,3,30,1624199,"Coffey, Michael",G,6-1,So
2016,3,21,1400536,"DeNicola, Ryan",C,6-7,Sr
2016,3,24,1508865,"Ferguson, John",G,6-4,Jr
2016,3,1,1746335,"Ginyard, Tavon",F,5-10,Fr
2016,3,12,1624200,"Jenkins, Justin",G,6-1,Sr
2016,3,25,1624201,"John, Christopher",G,5-11,Jr
2016,3,11,1746336,"Kelman-Poto, Dom",F,6-7,Fr
2016,3,15,1746337,"Laffey, Jack",G,6-5,Fr
2016,3,10,1400532,"Libroia, Anthony",G,5-10,Sr
2016,3,3,1746338,"McGuinness, Conor",G,5-9,Fr
2016,3,20,1746339,"Singh, Satwinder",F,5-9,So
2016,3,44,1746340,"Suarez, Manny",C,6-10,So
2016,4,9,1762345.0,"09, ",,-,N/A
2016,4,2,1762733.0,"Bressler, Dylan",,-,N/A
2016,4,24,1744560.0,"Bryant, Venson",G,6-2,Jr
2016,4,15,1744559.0,"Cannon, Anthony",F,6-3,So
2016,4,1,1744554.0,"Covile, Christian",G,6-4,Sr
2016,4,33,1744562.0,"Crofford, Isiah",F,6-6,Fr
2016,4,4,1640165.0,"Denham, Jordan",G,6-0,Sr
2016,4,20,1762255.0,"Gold, Michael",,6-6,N/A
2016,4,32,1629481.0,"Harp, R'Mand",G,6-0,Sr
2016,4,3,1744556.0,"Harris, Davonte",G,6-0,Jr
2016,4,10,1629475.0,"Henry, Ken",F,6-3,So
2016,4,20,1639787.0,"Horton, Anton",F,6-3,So
2016,4,5,1413728.0,"Jackson, Rickey",G,6-3,Sr
2016,4,11,1744557.0,"Johnson, Travon",G,6-1,Fr
2016,4,13,1294059.0,"Kill, Ben",F,6-6,Fr
2016,4,14,1629478.0,"Lesniak, Joey",G,6-4,So
2016,4,2,1744555.0,"Merrick, Logan",C,6-5,Jr
2016,4,35,1413726.0,"Rodak, Ben",F,6-4,Sr
2016,4,30,,"Watkins, Khylen",G,6-1,Fr
2016,5,42,,"Agba, Peter",F,6-5,Fr
2016,5,25,1742422.0,"Anderson, Carlitos",G,6-1,Jr
2016,5,2,1511819.0,"Cheatham, Jr., Kwan",F,6-9,Jr
2016,5,5,1742423.0,"Eubanks, Craig",G,6-4,Jr
2016,5,35,1400932.0,"Forsythe, Pat",C,6-11,Sr
2016,5,0,1736149.0,"Ivey, Jimond",G,6-4,So
2016,5,11,1511824.0,"Jackson, Aaron",G,6-6,So
2016,5,55,1624271.0,"Jackson, Antino",G,5-11,So
2016,5,23,1511823.0,"Johnson, Isaiah",C,6-10,Jr
2016,5,15,1400933.0,"Kretzer, Jake",F,6-7,Sr
2016,5,21,1400934.0,"McAdams, Reggie",F,6-7,Sr
2016,5,20,1539704.0,"Noble, Mark",G,6-2,Jr
2016,5,22,1736150.0,"Olojakpoke, Emmanuel",F,6-7,Fr
2016,5,14,1624274.0,"Robotham, Noah",G,6-1,So
2016,5,3,1736151.0,"Utomi, Daniel",F,6-6,Fr
2016,5,1,1736152.0,"Williams, Josh",G,6-2,Fr
2016,6,10,1519017.0,"Battle, Rakia",G,5-10,Jr
2016,6,40,1633600.0,"Carson, Cezanne",F,6-6,So
2016,6,4,1413077.0,"Colvin, Justin",G,6-3,Sr
2016,6,0,1633592.0,"Cotton, Isaiah",C,7-0,Sr
2016,6,11,1519016.0,"Cotton, Matthew",G,5-10,Jr
2016,6,22,1413080.0,"Davis, Tyler",G,6-2,Sr
2016,6,41,,"Dingle, Jordan",G,6-2,So
2016,6,30,1633598.0,"Ewards, Adrian",F,6-4,Jr
2016,6,41,1747952.0,"Green, Rashawn",,-,N/A
2016,6,33,1414158.0,"Houston, Baryn",F,6-7,Sr
2016,6,34,1633599.0,"Hutchins, Michael",F,6-6,Sr
2016,6,20,1633595.0,"Jackson, Zachary",G,6-4,So
2016,6,34,1750703.0,"Johnson, Jesse",,-,N/A
2016,6,44,1633602.0,"McConico, Quinterian",C,-,Sr
2016,6,12,1633594.0,"Merriweather, Marcus",G,6-1,Jr
2016,6,3,1633593.0,"Perry, Jacob",G,5-10,Sr
2016,6,44,1747953.0,"Sherif, Mohamed",,-,N/A
2016,6,23,1633596.0,"Tabb, Ladarius",G,6-5,Sr
2016,6,2,1747951.0,"Thomas, Christopher",,-,N/A
2016,6,50,,"Tipton, Morris",F,6-6,So
2016,6,24,1633597.0,"Wade, Arthur",G,6-4,Jr
2016,6,35,1413079.0,"West, Nicholas",F,6-10,Sr
2016,6,45,1519019.0,"Williams, Xavier",F,6-8,Jr
2016,7,50,,"Akande, Folorunsho",C,6-9,Jr
2016,7,14,1407862.0,"Armstrong, Tony",F,6-6,Jr
2016,7,22,1732351.0,"Barnes, Nicholas",G,6-6,Jr
2016,7,5,1407859.0,"Brown, Bobby",F,6-7,Sr
2016,7,2,1732346.0,"Butler, Corvon",F,6-5,Jr
2016,7,20,1732349.0,"Hollaway, Glenn",F,6-9,So
2016,7,24,1732352.0,"Johnson, Branden",C,6-8,Fr
2016,7,30,1511989.0,"LeFlore, Terrance",G,6-1,Jr
