school_id,season,city,arena,capacity
193,2009,"Durham, NC",Cameron Indoor Stadium,9314
193,2010,"Durham, NC",Cameron Indoor Stadium,9314
193,2016,"Durham, NC",Cameron Indoor Stadium,9314
193,2017,"Durham, NC",Cameron Indoor Stadium,9314
193,2018,"Durham, NC",Cameron Indoor Stadium,9314
193,2011,"Durham, NC",Cameron Indoor Stadium,9314
193,2012,"Durham, NC",Cameron Indoor Stadium,9314
193,2013,"Durham, NC",Cameron Indoor Stadium,9314
193,2014,"Durham, NC",Cameron Indoor Stadium,9314
193,2015,"Durham, NC",Cameron Indoor Stadium,9314
30123,2016,"San Francisco, CA",Kezar Pavilion,4000
30123,2017,"San Francisco, CA",Kezar Pavilion,4000
30123,2018,"San Francisco, CA",Kezar Pavilion,4000
30123,2011,"San Francisco, CA",Kezar Pavilion,4000
30123,2012,"San Francisco, CA",Kezar Pavilion,4000
30123,2013,"San Francisco, CA",Kezar Pavilion,4000
30123,2014,"San Francisco, CA",Kezar Pavilion,4000
30123,2015,"San Francisco, CA",Kezar Pavilion,4000
26172,2016,"Corpus Christi, TX",American Bank Center,8100
26172,2017,"Corpus Christi, TX",American Bank Center,8100
26172,2018,"Corpus Christi, TX",American Bank Center,8100
26172,2009,"Corpus Christi, TX",American Bank Center,8100
26172,2010,"Corpus Christi, TX",American Bank Center,8100
26172,2011,"Corpus Christi, TX",American Bank Center,8100
26172,2012,"Corpus Christi, TX",American Bank Center,8100
26172,2013,"Corpus Christi, TX",American Bank Center,8100
26172,2014,"Corpus Christi, TX",American Bank Center,8100
26172,2015,"Corpus Christi, TX",American Bank Center,8100
30093,2016,"Montgomery, AL",AUM Athletics Complex,2670
30093,2017,"Montgomery, AL",AUM Athletics Complex,2670
30093,2018,"Montgomery, AL",AUM Athletics Complex,2670
2,2016,"Abilene, TX",Moody Coliseum,4600
2,2017,"Abilene, TX",Moody Coliseum,4600
2,2018,"Abilene, TX",Moody Coliseum,4600
2,2009,"Abilene, TX",Moody Coliseum,4600
2,2010,"Abilene, TX",Moody Coliseum,4600
2,2011,"Abilene, TX",Moody Coliseum,4600
2,2012,"Abilene, TX",Moody Coliseum,4600
2,2013,"Abilene, TX",Moody Coliseum,4600
2,2014,"Abilene, TX",Moody Coliseum,4600
2,2015,"Abilene, TX",Moody Coliseum,4600
929,2016,"Alamosa, CO",Plachy Hall,2300
929,2017,"Alamosa, CO",Plachy Hall,2300
929,2018,"Alamosa, CO",Plachy Hall,2300
929,2009,"Alamosa, CO",Plachy Hall,2300
929,2010,"Alamosa, CO",Plachy Hall,2300
929,2011,"Alamosa, CO",Plachy Hall,2300
929,2012,"Alamosa, CO",Plachy Hall,2300
929,2013,"Alamosa, CO",Plachy Hall,2300
929,2014,"Alamosa, CO",Plachy Hall,2300
929,2015,"Alamosa, CO",Plachy Hall,2300
3,2016,"Garden City, NY",Center for Recreation and Sport,2200
3,2017,"Garden City, NY",Center for Recreation and Sport,2200
3,2018,"Garden City, NY",Center for Recreation and Sport,2200
3,2009,"Garden City, NY",Center for Recreation and Sport,2200
3,2010,"Garden City, NY",Center for Recreation and Sport,2200
3,2011,"Garden City, NY",Center for Recreation and Sport,2200
3,2012,"Garden City, NY",Center for Recreation and Sport,2200
3,2013,"Garden City, NY",Center for Recreation and Sport,2200
3,2014,"Garden City, NY",Center for Recreation and Sport,2200
3,2015,"Garden City, NY",Center for Recreation and Sport,2200
4,2016,"Adrian, MI",Merillat Center,1350
4,2017,"Adrian, MI",Merillat Center,1350
4,2018,"Adrian, MI",Merillat Center,1350
4,2009,"Adrian, MI",Merillat Center,1350
4,2010,"Adrian, MI",Merillat Center,1350
4,2011,"Adrian, MI",Merillat Center,1350
4,2012,"Adrian, MI",Merillat Center,1350
4,2013,"Adrian, MI",Merillat Center,1350
4,2014,"Adrian, MI",Merillat Center,1350
4,2015,"Adrian, MI",Merillat Center,1350
721,2016,"USAF Academy, CO",Clune Arena,5843
721,2017,"USAF Academy, CO",Clune Arena,5843
721,2018,"USAF Academy, CO",Clune Arena,5843
721,2009,"USAF Academy, CO",Clune Arena,5843
721,2010,"USAF Academy, CO",Clune Arena,5843
721,2011,"USAF Academy, CO",Clune Arena,5843
721,2012,"USAF Academy, CO",Clune Arena,5843
721,2013,"USAF Academy, CO",Clune Arena,5843
721,2014,"USAF Academy, CO",Clune Arena,5843
721,2015,"USAF Academy, CO",Clune Arena,5843
5,2016,"Akron, OH",James A. Rhodes Arena,5500
5,2017,"Akron, OH",James A. Rhodes Arena,5500
5,2018,"Akron, OH",James A. Rhodes Arena,5500
5,2009,"Akron, OH",James A. Rhodes Arena,5500
5,2010,"Akron, OH",James A. Rhodes Arena,5500
5,2011,"Akron, OH",James A. Rhodes Arena,5500
5,2012,"Akron, OH",James A. Rhodes Arena,5500
5,2013,"Akron, OH",James A. Rhodes Arena,5500
5,2014,"Akron, OH",James A. Rhodes Arena,5500
5,2015,"Akron, OH",James A. Rhodes Arena,5500
10,2016,"Huntsville, AL",Spragins Hall,2000
10,2017,"Huntsville, AL",Spragins Hall,2000
10,2018,"Huntsville, AL",Spragins Hall,2000
10,2009,"Huntsville, AL",Spragins Hall,2000
10,2010,"Huntsville, AL",Spragins Hall,2000
10,2011,"Huntsville, AL",Spragins Hall,2000
10,2012,"Huntsville, AL",Spragins Hall,2000
10,2013,"Huntsville, AL",Spragins Hall,2000
10,2014,"Huntsville, AL",Spragins Hall,2000
10,2015,"Huntsville, AL",Spragins Hall,2000
8,2016,"Tuscaloosa, AL",Coleman Coliseum,15383
8,2017,"Tuscaloosa, AL",Coleman Coliseum,15383
8,2018,"Tuscaloosa, AL",Coleman Coliseum,15383
8,2009,"Tuscaloosa, AL",Coleman Coliseum,15383
8,2010,"Tuscaloosa, AL",Coleman Coliseum,15383
8,2011,"Tuscaloosa, AL",Coleman Coliseum,15383
8,2012,"Tuscaloosa, AL",Coleman Coliseum,15383
8,2013,"Tuscaloosa, AL",Coleman Coliseum,15383
8,2014,"Tuscaloosa, AL",Coleman Coliseum,15383
8,2015,"Tuscaloosa, AL",Coleman Coliseum,15383
6,2016,"Normal, AL",Elmore Health Science Building,6000
6,2017,"Normal, AL",Elmore Health Science Building,6000
6,2018,"Normal, AL",Elmore Health Science Building,6000
6,2009,"Normal, AL",Elmore Health Science Building,6000
6,2010,"Normal, AL",Elmore Health Science Building,6000
6,2011,"Normal, AL",Elmore Health Science Building,6000
6,2012,"Normal, AL",Elmore Health Science Building,6000
6,2013,"Normal, AL",Elmore Health Science Building,6000
6,2014,"Normal, AL",Elmore Health Science Building,6000
6,2015,"Normal, AL",Elmore Health Science Building,6000
7,2016,"Montgomery, AL",Dunn-Oliver Acadome,7400
7,2017,"Montgomery, AL",Dunn-Oliver Acadome,7400
7,2018,"Montgomery, AL",Dunn-Oliver Acadome,7400
7,2009,"Montgomery, AL",Dunn-Oliver Acadome,7400
7,2010,"Montgomery, AL",Dunn-Oliver Acadome,7400
7,2011,"Montgomery, AL",Dunn-Oliver Acadome,7400
7,2012,"Montgomery, AL",Dunn-Oliver Acadome,7400
7,2013,"Montgomery, AL",Dunn-Oliver Acadome,7400
7,2014,"Montgomery, AL",Dunn-Oliver Acadome,7400
7,2015,"Montgomery, AL",Dunn-Oliver Acadome,7400
11,2016,"Anchorage, AK",Alaska Airlines Center,5000
11,2017,"Anchorage, AK",Alaska Airlines Center,5000
11,2018,"Anchorage, AK",Alaska Airlines Center,5000
11,2009,"Anchorage, AK",Alaska Airlines Center,5000
11,2010,"Anchorage, AK",Alaska Airlines Center,5000
11,2011,"Anchorage, AK",Alaska Airlines Center,5000
11,2012,"Anchorage, AK",Alaska Airlines Center,5000
11,2013,"Anchorage, AK",Alaska Airlines Center,5000
11,2014,"Anchorage, AK",Alaska Airlines Center,5000
11,2015,"Anchorage, AK",Alaska Airlines Center,5000
12,2016,"Fairbanks, AK",Patty Center,2000
12,2017,"Fairbanks, AK",Patty Center,2000
12,2018,"Fairbanks, AK",Patty Center,2000
12,2009,"Fairbanks, AK",Patty Center,2000
12,2010,"Fairbanks, AK",Patty Center,2000
12,2011,"Fairbanks, AK",Patty Center,2000
12,2012,"Fairbanks, AK",Patty Center,2000
12,2013,"Fairbanks, AK",Patty Center,2000
12,2014,"Fairbanks, AK",Patty Center,2000
12,2015,"Fairbanks, AK",Patty Center,2000
14,2016,"Albany, NY",SEFCU Arena,4538
14,2017,"Albany, NY",SEFCU Arena,4538
14,2018,"Albany, NY",SEFCU Arena,4538
14,2009,"Albany, NY",SEFCU Arena,4538
14,2010,"Albany, NY",SEFCU Arena,4538
14,2011,"Albany, NY",SEFCU Arena,4538
14,2012,"Albany, NY",SEFCU Arena,4538
14,2013,"Albany, NY",SEFCU Arena,4538
14,2014,"Albany, NY",SEFCU Arena,4538
14,2015,"Albany, NY",SEFCU Arena,4538
13,2016,"Albany, GA",HPER Gym Complex,4000
13,2017,"Albany, GA",HPER Gym Complex,4000
13,2018,"Albany, GA",HPER Gym Complex,4000
13,2009,"Albany, GA",HPER Gym Complex,4000
13,2010,"Albany, GA",HPER Gym Complex,4000
13,2011,"Albany, GA",HPER Gym Complex,4000
13,2012,"Albany, GA",HPER Gym Complex,4000
13,2013,"Albany, GA",HPER Gym Complex,4000
13,2014,"Albany, GA",HPER Gym Complex,4000
13,2015,"Albany, GA",HPER Gym Complex,4000
2798,2016,"New Haven, CT",Cosgrove Marcus Messer Center,700
2798,2017,"New Haven, CT",Cosgrove Marcus Messer Center,700
2798,2018,"New Haven, CT",Cosgrove Marcus Messer Center,700
2798,2009,"New Haven, CT",Cosgrove Marcus Messer Center,700
2798,2010,"New Haven, CT",Cosgrove Marcus Messer Center,700
2798,2011,"New Haven, CT",Cosgrove Marcus Messer Center,700
2798,2012,"New Haven, CT",Cosgrove Marcus Messer Center,700
2798,2013,"New Haven, CT",Cosgrove Marcus Messer Center,700
2798,2014,"New Haven, CT",Cosgrove Marcus Messer Center,700
2798,2015,"New Haven, CT",Cosgrove Marcus Messer Center,700
15,2016,"Albion, MI",Kresge Gymnasium,1400
15,2017,"Albion, MI",Kresge Gymnasium,1400
15,2018,"Albion, MI",Kresge Gymnasium,1400
15,2009,"Albion, MI",Kresge Gymnasium,1400
15,2010,"Albion, MI",Kresge Gymnasium,1400
15,2011,"Albion, MI",Kresge Gymnasium,1400
15,2012,"Albion, MI",Kresge Gymnasium,1400
15,2013,"Albion, MI",Kresge Gymnasium,1400
15,2014,"Albion, MI",Kresge Gymnasium,1400
15,2015,"Albion, MI",Kresge Gymnasium,1400
16,2016,"Reading, PA",Bollman Center,2500
16,2017,"Reading, PA",Bollman Center,2500
16,2018,"Reading, PA",Bollman Center,2500
16,2009,"Reading, PA",Bollman Center,2500
16,2010,"Reading, PA",Bollman Center,2500
16,2011,"Reading, PA",Bollman Center,2500
16,2012,"Reading, PA",Bollman Center,2500
16,2013,"Reading, PA",Bollman Center,2500
16,2014,"Reading, PA",Bollman Center,2500
16,2015,"Reading, PA",Bollman Center,2500
17,2016,"Alcorn State, MS",Davey L. Whitney Complex,7000
17,2017,"Alcorn State, MS",Davey L. Whitney Complex,7000
17,2018,"Alcorn State, MS",Davey L. Whitney Complex,7000
17,2009,"Alcorn State, MS",Davey L. Whitney Complex,7000
17,2010,"Alcorn State, MS",Davey L. Whitney Complex,7000
17,2011,"Alcorn State, MS",Davey L. Whitney Complex,7000
17,2012,"Alcorn State, MS",Davey L. Whitney Complex,7000
17,2013,"Alcorn State, MS",Davey L. Whitney Complex,7000
17,2014,"Alcorn State, MS",Davey L. Whitney Complex,7000
17,2015,"Alcorn State, MS",Davey L. Whitney Complex,7000
934,2016,"Philippi, WV",Rex Pyles Arena,2500
934,2017,"Philippi, WV",Rex Pyles Arena,2500
934,2018,"Philippi, WV",Rex Pyles Arena,2500
934,2009,"Philippi, WV",Rex Pyles Arena,2500
934,2010,"Philippi, WV",Rex Pyles Arena,2500
934,2011,"Philippi, WV",Rex Pyles Arena,2500
934,2012,"Philippi, WV",Rex Pyles Arena,2500
934,2013,"Philippi, WV",Rex Pyles Arena,2500
934,2014,"Philippi, WV",Rex Pyles Arena,2500
934,2015,"Philippi, WV",Rex Pyles Arena,2500
18,2016,"Alfred, NY",James A. McLane Physical,3200
18,2017,"Alfred, NY",James A. McLane Physical,3200
18,2018,"Alfred, NY",James A. McLane Physical,3200
18,2009,"Alfred, NY",James A. McLane Physical,3200
18,2010,"Alfred, NY",James A. McLane Physical,3200
18,2011,"Alfred, NY",James A. McLane Physical,3200
18,2012,"Alfred, NY",James A. McLane Physical,3200
18,2013,"Alfred, NY",James A. McLane Physical,3200
18,2014,"Alfred, NY",James A. McLane Physical,3200
18,2015,"Alfred, NY",James A. McLane Physical,3200
1451,2010,"New Wilmington, PA",Buzz Ridl Gymnasium,2300
1451,2011,"New Wilmington, PA",Buzz Ridl Gymnasium,2300
1451,2012,"New Wilmington, PA",Buzz Ridl Gymnasium,2300
1451,2013,"New Wilmington, PA",Buzz Ridl Gymnasium,2300
1451,2014,"New Wilmington, PA",Buzz Ridl Gymnasium,2300
1451,2015,"New Wilmington, PA",Buzz Ridl Gymnasium,2300
1451,2016,"New Wilmington, PA",Buzz Ridl Gymnasium,2300
1451,2017,"New Wilmington, PA",Buzz Ridl Gymnasium,2300
750,2010,"Waverly, IA",Levick Arena,2000
750,2011,"Waverly, IA",Levick Arena,2000
750,2012,"Waverly, IA",Levick Arena,2000
750,2013,"Waverly, IA",Levick Arena,2000
750,2014,"Waverly, IA",Levick Arena,2000
750,2015,"Waverly, IA",Levick Arena,2000
750,2016,"Waverly, IA",Levick Arena,2000
750,2017,"Waverly, IA",Levick Arena,2000
9,2010,"Birmingham, AL",Bartow Arena,8500
9,2011,"Birmingham, AL",Bartow Arena,8500
9,2012,"Birmingham, AL",Bartow Arena,8500
9,2013,"Birmingham, AL",Bartow Arena,8500
9,2014,"Birmingham, AL",Bartow Arena,8500
9,2015,"Birmingham, AL",Bartow Arena,8500
9,2016,"Birmingham, AL",Bartow Arena,8500
9,2017,"Birmingham, AL",Bartow Arena,8500
19,2010,"Meadville, PA",Wise Center,1000
19,2011,"Meadville, PA",Wise Center,1000
19,2012,"Meadville, PA",Wise Center,1000
19,2013,"Meadville, PA",Wise Center,1000
19,2014,"Meadville, PA",Wise Center,1000
19,2015,"Meadville, PA",Wise Center,1000
19,2016,"Meadville, PA",Wise Center,1000
19,2017,"Meadville, PA",Wise Center,1000
20,2010,"Center Valley, PA",Billera Hall,1000
20,2011,"Center Valley, PA",Billera Hall,1000
20,2012,"Center Valley, PA",Billera Hall,1000
20,2013,"Center Valley, PA",Billera Hall,1000
20,2014,"Center Valley, PA",Billera Hall,1000
20,2015,"Center Valley, PA",Billera Hall,1000
20,2016,"Center Valley, PA",Billera Hall,1000
20,2017,"Center Valley, PA",Billera Hall,1000
21,2010,"Alma, MI",Art Smith Arena,2400
21,2011,"Alma, MI",Art Smith Arena,2400
21,2012,"Alma, MI",Art Smith Arena,2400
21,2013,"Alma, MI",Art Smith Arena,2400
21,2014,"Alma, MI",Art Smith Arena,2400
21,2015,"Alma, MI",Art Smith Arena,2400
21,2016,"Alma, MI",Art Smith Arena,2400
21,2017,"Alma, MI",Art Smith Arena,2400
22,2010,"Springfield, MA",Henry A. Butova Gym,2500
22,2011,"Springfield, MA",Henry A. Butova Gym,2500
22,2012,"Springfield, MA",Henry A. Butova Gym,2500
22,2013,"Springfield, MA",Henry A. Butova Gym,2500
22,2014,"Springfield, MA",Henry A. Butova Gym,2500
22,2015,"Springfield, MA",Henry A. Butova Gym,2500
22,2016,"Springfield, MA",Henry A. Butova Gym,2500
22,2017,"Springfield, MA",Henry A. Butova Gym,2500
23,2010,"Washington, DC",Bender Arena,2963
23,2011,"Washington, DC",Bender Arena,2963
23,2012,"Washington, DC",Bender Arena,2963
23,2013,"Washington, DC",Bender Arena,2963
23,2014,"Washington, DC",Bender Arena,2963
23,2015,"Washington, DC",Bender Arena,2963
23,2016,"Washington, DC",Bender Arena,2963
23,2017,"Washington, DC",Bender Arena,2963
24,2010,"Amherst, MA",LeFrak Gymnasium,2450
24,2011,"Amherst, MA",LeFrak Gymnasium,2450
24,2012,"Amherst, MA",LeFrak Gymnasium,2450
24,2013,"Amherst, MA",LeFrak Gymnasium,2450
24,2014,"Amherst, MA",LeFrak Gymnasium,2450
24,2015,"Amherst, MA",LeFrak Gymnasium,2450
24,2016,"Amherst, MA",LeFrak Gymnasium,2450
24,2017,"Amherst, MA",LeFrak Gymnasium,2450
25,2010,"San Angelo, TX",Junell Center/Stephens Arena,5500
25,2011,"San Angelo, TX",Junell Center/Stephens Arena,5500
25,2012,"San Angelo, TX",Junell Center/Stephens Arena,5500
25,2013,"San Angelo, TX",Junell Center/Stephens Arena,5500
25,2014,"San Angelo, TX",Junell Center/Stephens Arena,5500
25,2015,"San Angelo, TX",Junell Center/Stephens Arena,5500
25,2016,"San Angelo, TX",Junell Center/Stephens Arena,5500
25,2017,"San Angelo, TX",Junell Center/Stephens Arena,5500
26,2010,"Paxton, MA",Fuller Activities Center,500
26,2011,"Paxton, MA",Fuller Activities Center,500
26,2012,"Paxton, MA",Fuller Activities Center,500
26,2013,"Paxton, MA",Fuller Activities Center,500
26,2014,"Paxton, MA",Fuller Activities Center,500
26,2015,"Paxton, MA",Fuller Activities Center,500
26,2016,"Paxton, MA",Fuller Activities Center,500
26,2017,"Paxton, MA",Fuller Activities Center,500
27,2010,"Boone, NC",Holmes Convocation Center,8325
27,2011,"Boone, NC",Holmes Convocation Center,8325
27,2012,"Boone, NC",Holmes Convocation Center,8325
27,2013,"Boone, NC",Holmes Convocation Center,8325
27,2014,"Boone, NC",Holmes Convocation Center,8325
27,2015,"Boone, NC",Holmes Convocation Center,8325
27,2016,"Boone, NC",Holmes Convocation Center,8325
27,2017,"Boone, NC",Holmes Convocation Center,8325
28,2010,"Tempe, AZ",Wells Fargo Arena,14198
28,2011,"Tempe, AZ",Wells Fargo Arena,14198
28,2012,"Tempe, AZ",Wells Fargo Arena,14198
28,2013,"Tempe, AZ",Wells Fargo Arena,14198
28,2014,"Tempe, AZ",Wells Fargo Arena,14198
28,2015,"Tempe, AZ",Wells Fargo Arena,14198
28,2016,"Tempe, AZ",Wells Fargo Arena,14198
28,2017,"Tempe, AZ",Wells Fargo Arena,14198
29,2010,"Tucson, AZ",McKale Center,14644
29,2011,"Tucson, AZ",McKale Center,14644
29,2012,"Tucson, AZ",McKale Center,14644
29,2013,"Tucson, AZ",McKale Center,14644
29,2014,"Tucson, AZ",McKale Center,14644
29,2015,"Tucson, AZ",McKale Center,14644
29,2016,"Tucson, AZ",McKale Center,14644
29,2017,"Tucson, AZ",McKale Center,14644
30,2010,"State University, AR",First National Bank Arena,10038
30,2011,"State University, AR",First National Bank Arena,10038
30,2012,"State University, AR",First National Bank Arena,10038
30,2013,"State University, AR",First National Bank Arena,10038
30,2014,"State University, AR",First National Bank Arena,10038
30,2015,"State University, AR",First National Bank Arena,10038
30,2016,"State University, AR",First National Bank Arena,10038
30,2017,"State University, AR",First National Bank Arena,10038
31,2010,"Fayetteville, AR",Bud Walton Arena,19200
31,2011,"Fayetteville, AR",Bud Walton Arena,19200
31,2012,"Fayetteville, AR",Bud Walton Arena,19200
31,2013,"Fayetteville, AR",Bud Walton Arena,19200
31,2014,"Fayetteville, AR",Bud Walton Arena,19200
31,2015,"Fayetteville, AR",Bud Walton Arena,19200
31,2016,"Fayetteville, AR",Bud Walton Arena,19200
31,2017,"Fayetteville, AR",Bud Walton Arena,19200
32,2010,"Little Rock, AR",Jack Stephens Center,5600
32,2011,"Little Rock, AR",Jack Stephens Center,5600
32,2012,"Little Rock, AR",Jack Stephens Center,5600
32,2013,"Little Rock, AR",Jack Stephens Center,5600
32,2014,"Little Rock, AR",Jack Stephens Center,5600
32,2015,"Little Rock, AR",Jack Stephens Center,5600
32,2016,"Little Rock, AR",Jack Stephens Center,5600
32,2017,"Little Rock, AR",Jack Stephens Center,5600
33,2010,"Savannah, GA",Alumni Arena,5000
33,2011,"Savannah, GA",Alumni Arena,5000
33,2012,"Savannah, GA",Alumni Arena,5000
33,2013,"Savannah, GA",Alumni Arena,5000
33,2014,"Savannah, GA",Alumni Arena,5000
33,2015,"Savannah, GA",Alumni Arena,5000
33,2016,"Savannah, GA",Alumni Arena,5000
33,2017,"Savannah, GA",Alumni Arena,5000
35,2010,"Ashland, OH",Charles Kates Gym,2000
35,2011,"Ashland, OH",Charles Kates Gym,2000
35,2012,"Ashland, OH",Charles Kates Gym,2000
35,2013,"Ashland, OH",Charles Kates Gym,2000
35,2014,"Ashland, OH",Charles Kates Gym,2000
35,2015,"Ashland, OH",Charles Kates Gym,2000
35,2016,"Ashland, OH",Charles Kates Gym,2000
35,2017,"Ashland, OH",Charles Kates Gym,2000
36,2010,"Worcester, MA",Andrew Laska Gym,3000
36,2011,"Worcester, MA",Andrew Laska Gym,3000
36,2012,"Worcester, MA",Andrew Laska Gym,3000
36,2013,"Worcester, MA",Andrew Laska Gym,3000
36,2014,"Worcester, MA",Andrew Laska Gym,3000
36,2015,"Worcester, MA",Andrew Laska Gym,3000
36,2016,"Worcester, MA",Andrew Laska Gym,3000
36,2017,"Worcester, MA",Andrew Laska Gym,3000
37,2010,"Auburn, AL",Auburn Arena,9121
37,2011,"Auburn, AL",Auburn Arena,9121
37,2012,"Auburn, AL",Auburn Arena,9121
37,2013,"Auburn, AL",Auburn Arena,9121
37,2014,"Auburn, AL",Auburn Arena,9121
37,2015,"Auburn, AL",Auburn Arena,9121
37,2016,"Auburn, AL",Auburn Arena,9121
37,2017,"Auburn, AL",Auburn Arena,9121
38,2010,"Minneapolis, MN",Si Melby Hall,2200
38,2011,"Minneapolis, MN",Si Melby Hall,2200
38,2012,"Minneapolis, MN",Si Melby Hall,2200
38,2013,"Minneapolis, MN",Si Melby Hall,2200
38,2014,"Minneapolis, MN",Si Melby Hall,2200
38,2015,"Minneapolis, MN",Si Melby Hall,2200
38,2016,"Minneapolis, MN",Si Melby Hall,2200
38,2017,"Minneapolis, MN",Si Melby Hall,2200
39,2010,"Augusta, GA",George A. Christenberry Fieldhouse,3026
39,2011,"Augusta, GA",George A. Christenberry Fieldhouse,3026
39,2012,"Augusta, GA",George A. Christenberry Fieldhouse,3026
39,2013,"Augusta, GA",George A. Christenberry Fieldhouse,3026
39,2014,"Augusta, GA",George A. Christenberry Fieldhouse,3026
39,2015,"Augusta, GA",George A. Christenberry Fieldhouse,3026
39,2016,"Augusta, GA",George A. Christenberry Fieldhouse,3026
39,2017,"Augusta, GA",George A. Christenberry Fieldhouse,3026
40,2010,"Rock Island, IL",Carver PE Center,3200
40,2011,"Rock Island, IL",Carver PE Center,3200
40,2012,"Rock Island, IL",Carver PE Center,3200
40,2013,"Rock Island, IL",Carver PE Center,3200
40,2014,"Rock Island, IL",Carver PE Center,3200
40,2015,"Rock Island, IL",Carver PE Center,3200
40,2016,"Rock Island, IL",Carver PE Center,3200
40,2017,"Rock Island, IL",Carver PE Center,3200
41,2010,"Sioux Falls, SD",Sioux Falls Arena,4066
41,2011,"Sioux Falls, SD",Sioux Falls Arena,4066
41,2012,"Sioux Falls, SD",Sioux Falls Arena,4066
41,2013,"Sioux Falls, SD",Sioux Falls Arena,4066
41,2014,"Sioux Falls, SD",Sioux Falls Arena,4066
41,2015,"Sioux Falls, SD",Sioux Falls Arena,4066
41,2016,"Sioux Falls, SD",Sioux Falls Arena,4066
41,2017,"Sioux Falls, SD",Sioux Falls Arena,4066
42,2010,"Aurora, IL",Thornton Gymnasium,1150
42,2011,"Aurora, IL",Thornton Gymnasium,1150
42,2012,"Aurora, IL",Thornton Gymnasium,1150
42,2013,"Aurora, IL",Thornton Gymnasium,1150
42,2014,"Aurora, IL",Thornton Gymnasium,1150
42,2015,"Aurora, IL",Thornton Gymnasium,1150
42,2016,"Aurora, IL",Thornton Gymnasium,1150
42,2017,"Aurora, IL",Thornton Gymnasium,1150
43,2010,"Clarksville, TN",Winfield Dunn Center,7257
43,2011,"Clarksville, TN",Winfield Dunn Center,7257
43,2012,"Clarksville, TN",Winfield Dunn Center,7257
43,2013,"Clarksville, TN",Winfield Dunn Center,7257
43,2014,"Clarksville, TN",Winfield Dunn Center,7257
43,2015,"Clarksville, TN",Winfield Dunn Center,7257
43,2016,"Clarksville, TN",Winfield Dunn Center,7257
43,2017,"Clarksville, TN",Winfield Dunn Center,7257
44,2010,"Danville, VA",Grant Center,2500
44,2011,"Danville, VA",Grant Center,2500
44,2012,"Danville, VA",Grant Center,2500
44,2013,"Danville, VA",Grant Center,2500
44,2014,"Danville, VA",Grant Center,2500
44,2015,"Danville, VA",Grant Center,2500
44,2016,"Danville, VA",Grant Center,2500
44,2017,"Danville, VA",Grant Center,2500
45,2010,"Babson Park, MA",Staake Gymnasium,1000
45,2011,"Babson Park, MA",Staake Gymnasium,1000
45,2012,"Babson Park, MA",Staake Gymnasium,1000
45,2013,"Babson Park, MA",Staake Gymnasium,1000
45,2014,"Babson Park, MA",Staake Gymnasium,1000
45,2015,"Babson Park, MA",Staake Gymnasium,1000
45,2016,"Babson Park, MA",Staake Gymnasium,1000
45,2017,"Babson Park, MA",Staake Gymnasium,1000
46,2010,"Berea, OH",Ursprung Gymnasium,2800
46,2011,"Berea, OH",Ursprung Gymnasium,2800
46,2012,"Berea, OH",Ursprung Gymnasium,2800
46,2013,"Berea, OH",Ursprung Gymnasium,2800
46,2014,"Berea, OH",Ursprung Gymnasium,2800
46,2015,"Berea, OH",Ursprung Gymnasium,2800
46,2016,"Berea, OH",Ursprung Gymnasium,2800
46,2017,"Berea, OH",Ursprung Gymnasium,2800
47,2010,"Muncie, IN",Worthen Arena,11500
47,2011,"Muncie, IN",Worthen Arena,11500
47,2012,"Muncie, IN",Worthen Arena,11500
47,2013,"Muncie, IN",Worthen Arena,11500
47,2014,"Muncie, IN",Worthen Arena,11500
47,2015,"Muncie, IN",Worthen Arena,11500
47,2016,"Muncie, IN",Worthen Arena,11500
47,2017,"Muncie, IN",Worthen Arena,11500
48,2010,"Charleston, SC",CSU Fieldhouse,881
48,2011,"Charleston, SC",CSU Fieldhouse,881
48,2012,"Charleston, SC",CSU Fieldhouse,881
48,2013,"Charleston, SC",CSU Fieldhouse,881
48,2014,"Charleston, SC",CSU Fieldhouse,881
48,2015,"Charleston, SC",CSU Fieldhouse,881
48,2016,"Charleston, SC",CSU Fieldhouse,881
48,2017,"Charleston, SC",CSU Fieldhouse,881
49,2010,"Miami Shores, FL",Health & Sports Center,1500
49,2011,"Miami Shores, FL",Health & Sports Center,1500
49,2012,"Miami Shores, FL",Health & Sports Center,1500
49,2013,"Miami Shores, FL",Health & Sports Center,1500
49,2014,"Miami Shores, FL",Health & Sports Center,1500
49,2015,"Miami Shores, FL",Health & Sports Center,1500
49,2016,"Miami Shores, FL",Health & Sports Center,1500
49,2017,"Miami Shores, FL",Health & Sports Center,1500
50,2010,"Lewiston, ME",Alumni Gymnasium,750
50,2011,"Lewiston, ME",Alumni Gymnasium,750
50,2012,"Lewiston, ME",Alumni Gymnasium,750
50,2013,"Lewiston, ME",Alumni Gymnasium,750
50,2014,"Lewiston, ME",Alumni Gymnasium,750
50,2015,"Lewiston, ME",Alumni Gymnasium,750
50,2016,"Lewiston, ME",Alumni Gymnasium,750
50,2017,"Lewiston, ME",Alumni Gymnasium,750
51,2010,"Waco, TX",Ferrell Center,10284
51,2011,"Waco, TX",Ferrell Center,10284
51,2012,"Waco, TX",Ferrell Center,10284
51,2013,"Waco, TX",Ferrell Center,10284
51,2014,"Waco, TX",Ferrell Center,10284
51,2015,"Waco, TX",Ferrell Center,10284
51,2016,"Waco, TX",Ferrell Center,10284
51,2017,"Waco, TX",Ferrell Center,10284
