season,school_id,player_id,player_name,jersey,pos,height,class
2012,2,14,1298653.0,"Bell, Antonio",G,5-9,Jr
2012,2,24,1298654.0,"Cooper, Da-Juan",F,6-6,Fr
2012,2,5,1298655.0,"Durant, Kendall",G,6-3,Jr
2012,2,99,,"Kelley, Paxton",F,6-7,Fr
2012,2,32,1298657.0,"Kibi, Eric",F,6-6,Sr
2012,2,98,,"King, Wes",G,6-3,Fr
2012,2,97,1298659.0,"Lewis, John",G,6-0,Fr
2012,2,1,1298660.0,"Little, Marc",G,5-10,Jr
2012,2,40,1189412.0,"Milam, Eric",C,6-7,Jr
2012,2,4,1189408.0,"Norman, Marcus",G,6-0,So
2012,2,13,1076997.0,"Simms, Dosh",F,6-5,Jr
2012,2,42,971131.0,"Warton, Ben",F,6-5,Sr
2012,2,20,1298661.0,"Williams, Armani",G,6-2,Jr
2012,2,21,1189410.0,"Williams, Zach",G,6-5,Sr
2012,2,11,1189409.0,"Woodberry, Desmond",G,6-2,Sr
2012,3,2,1292124,"Brown, Cliff",G,6-3,Jr
2012,3,12,1077993,"Calarco, John",G,6-2,Jr
2012,3,5,1077995,"Fitzgerald, Ky'Ron",G,5-10,Sr
2012,3,23,1178416,"Fraser, Gerard",F,6-7,So
2012,3,24,1292128,"Garcia, Chris",G,6-3,Fr
2012,3,44,957391,"Harkins, Richard",G,5-10,Sr
2012,3,10,957392,"Johnson, Robert",G,6-1,Sr
2012,3,1,1292123,"Jordan, Travis",F,6-6,Jr
2012,3,32,957393,"McDonald, Norron",F,6-6,Sr
2012,3,15,1292126,"Morgan, Duane",F,6-6,Fr
2012,3,3,1077998,"Ranglin, Chris",G,6-2,Jr
2012,3,4,1292125,"Ross, Kenny",G,6-0,Jr
2012,3,11,1178413,"Samuels, RJ",G,6-3,Sr
2012,3,22,1077999,"Simpson, Bradley",F,6-7,Jr
2012,3,21,1292127,"Sullivan, Edward",G,6-0,Fr
2012,4,3,1079568,"Barnes, Cody",G,5-10,Jr
2012,4,15,1294061,"Bywater, Jordan",G,6-0,Fr
2012,4,5,1079570,"Collins, Delano",G,5-11,Jr
2012,4,33,1079571,"Gallant, Sean",F,6-7,Jr
2012,4,21,1190842,"Gordon, Curtis",G,5-11,So
2012,4,15,1300857,"Hemingway, Ben",,-,N/A
2012,4,34,1294065,"Hohman, Brad",F,6-5,Fr
2012,4,25,1300855,"Keiswetter, Casey",,-,N/A
2012,4,10,1294059,"Kill, Ben",G,6-6,Fr
2012,4,24,1298830,"King, Brandon",,-,N/A
2012,4,25,1294063,"Leventis, Nick",F,6-4,Fr
2012,4,32,1294064,"Lewis, Eric",G,6-2,Fr
2012,4,24,1079573,"Mason, Dennis",F,6-5,Jr
2012,4,44,1294066,"Meier, Adam",C,6-5,Fr
2012,4,21,1300856,"Pack, Richaud",,-,N/A
2012,4,20,1294062,"Pelekh, Zinoviy",F,6-5,Fr
2012,4,2,1079576,"Reed, Wesley",G,-,Jr
2012,4,11,1294060,"Small, Mitchell",G,5-10,So
2012,4,4,1184771,"Torey, Drew",G,5-8,So
2012,4,1,1294058,"Whitby, Brad",G,6-2,Jr
2012,5,11,1177610,"Abreu, Alex",G,5-11,So
2012,5,3,1314454,"Avsec, Luke",G,5-10,So
2012,5,13,951071,"Cvetinovic, Nikola",F,6-8,Sr
2012,5,22,1177611,"Diggs, Quincy",F,6-6,Jr
2012,5,33,1177614,"Egner, Josh",F,6-7,So
2012,5,23,1177609,"Gilliam, Chauncey",G,6-5,Jr
2012,5,32,1177613,"Green, Michael",F,6-6,Fr
2012,5,10,1280775,"Harney, Nick",F,6-8,So
2012,5,4,1280774,"Ibitayo, Deji",G,6-4,Fr
2012,5,14,1521083,"Justice, Blake",G,6-3,Fr
2012,5,44,1070748,"Marshall, Zeke",C,7-0,Jr
2012,5,5,951073,"McClanahan, Brett",G,6-4,Sr
2012,5,15,1070747,"Oldham, C.J.",F,6-5,So
2012,5,12,951075,"Petersen, Kyle",G,6-4,Sr
2012,5,1,1280773,"Treadwell, Demetrius",F,6-7,So
2012,5,2,1177612,"Walsh, Brian",G,6-5,So
2012,6,45,1187673,"Alexander, Damien",C,6-8,Sr
2012,6,42,1296669,"Allen, Brandon",,-,N/A
2012,6,0,1176499,"Banks, Justin",C,7-0,So
2012,6,34,1176497,"Burke, Chris",C,6-8,So
2012,6,4,965959,"Cantey, Casey",F,6-5,Sr
2012,6,45,1296668,"Coleman, Devin",,-,N/A
2012,6,10,1176492,"Crutcher, Jeremy",G,5-8,So
2012,6,40,1176493,"Ellis, Brandon",G,6-3,So
2012,6,11,1296673,"Hardy, Eddie",,-,N/A
2012,6,12,1296672,"Hill, Green",,5-10,N/A
2012,6,55,1176498,"Hunter, Jerome",F,-,So
2012,6,33,1176494,"Hutchinson, Quintarius",G,6-4,So
2012,6,22,1296671,"Ingram, Jeremy",,-,N/A
2012,6,52,1302807,"Lanier, Anthony",,6-6,N/A
2012,6,24,965960,"Lee, Marcus",G,6-1,Jr
2012,6,20,1176495,"Long, Jose",F,6-5,So
2012,6,50,1176496,"Martin, Reginald",F,6-6,So
2012,6,35,1296670,"Mosley, Derrick",,-,N/A
2012,6,30,1176501,"Tabb, Demarquelle",F,-,Jr
2012,7,31,1293584,"Britton, De'Jon",G,6-2,Fr
2012,7,11,1070360,"Brown, Stephawn",F,6-4,Jr
2012,7,21,860578,"Butler, Tramaine",G,6-3,Sr
2012,7,11,1296681,"Crawford, Phillip",F,6-7,Jr
2012,7,15,1519724,"Jefferson, Jonathan",F,6-6,So
2012,7,12,1293585,"Johnson, Eugene",F,6-7,Fr
2012,7,3,1519727,"Mason, Josh",G,6-3,Jr
2012,7,4,952750,"Middlebrooks, Jeffery",G,6-0,Sr
2012,7,2,1293586,"Page, Luther",F,6-6,Fr
2012,7,22,1296680,"Price, Anthony",G,5-10,Jr
2012,7,20,1177768,"Washington, Kenderek",G,6-4,Sr
2012,7,10,952755,"Watts, Ryan",G,6-2,Jr
2012,7,5,864769,"White, Ivory",G,6-4,Sr
2012,7,40,1296679,"Wilson, Ralph",,-,N/A
2012,8,11,1288597,"Blackledge, Keon",G,6-3,Jr
2012,8,21,1288601,"Cooper, Rodney",G,6-6,Fr
2012,8,10,1512363,"Eblen, Ben",G,6-1,Jr
2012,8,4,1179783,"Engstrom, Carl",C,7-1,So
2012,8,13,1303807,"Goode, Julian",,6-7,N/A
2012,8,1,959790,"Green, JaMychal",F,6-8,Sr
2012,8,14,1512913,"Gueye, Moussa",C,7-0,So
2012,8,2,1398121,"Hankerson Jr., Charles",G,6-4,So
2012,8,15,1288599,"Jacobs, Nick",F,6-8,Fr
2012,8,3,1512225,"Lacey, Trevor",G,6-3,Fr
2012,8,5,1069648,"Mitchell, Tony",F,6-6,Jr
2012,8,32,1288602,"Obasohan, Retin",G,6-2,Fr
2012,8,20,1288600,"Randolph, Levi",G,6-5,Fr
2012,8,12,1179786,"Releford, Trevor",G,6-0,So
2012,8,13,1695447,"Slaughter, Dakota",,6-7,N/A
2012,8,22,959791,"Steele, Andrew",G,6-4,Jr
2012,9,21,1173552,"Hamga, Beas",C,6-11,Sr
2012,9,11,1282118,"Harrison, Herb",F,6-8,Fr
2012,9,23,1628445,"Jones, Isiah",G,6-4,Fr
2012,9,22,955824,"Moore, Cameron",F,6-10,Sr
2012,9,15,1282120,"O'Brien, Todd",C,6-11,Sr
2012,9,24,1173553,"Purifoy, Preston",G,6-5,So
2012,9,33,1282122,"Scotland-Williamson, Alexander",F,6-9,Jr
2012,9,0,1512439,"Soko, Ovie",F,6-8,Jr
2012,9,44,1173555,"Swing, Jordan",F,6-6,So
2012,9,25,1636606,"Taylor, Quincy",G,6-0,So
2012,9,10,1282117,"Tyler, Jekore",G,6-3,Jr
2012,9,12,1282119,"Whitaker, K.C.",G,6-6,Fr
2012,9,5,1069399,"Williams, Robert",G,6-4,So
2012,10,1,1298840,"Adams, Andrew",G,6-4,Fr
2012,10,25,1080367,"Baldwin, Xavier",G,6-3,Jr
2012,10,41,1172756,"Blasi, Conner",F,6-9,So
2012,10,32,713056,"Boskovic, Srdjan",F,6-6,Sr
2012,10,21,1080368,"Campbell, Zane",F,6-8,Jr
2012,10,54,1298839,"Carr, Will",C,6-11,Jr
2012,10,22,1295492,"Chapman, Taylor",G,6-1,Fr
2012,10,4,1298841,"Cosgrove, Garrett",F,6-7,Fr
2012,10,11,1172755,"Donovan, Andrew",G,6-8,So
2012,10,24,1298843,"Duke, Caleb",G,6-4,Fr
2012,10,33,1295493,"Mack, Ronnie",G,6-0,Fr
2012,10,2,961290,"Magette, Josh",G,6-1,Sr
2012,10,10,1298842,"Palmer, Spencer",G,6-3,Fr
2012,10,14,1080369,"Smith, Jaime",G,6-3,Jr
2012,10,3,1172754,"Wester, Brett",G,6-0,Jr
2012,11,30,1298670,"Blossom, Boomer",G,6-2,Fr
2012,11,24,1298671,"Demissie, Abebe",F,6-6,Jr
2012,11,42,1187709,"Fossman, Kyle",G,4-0,So
2012,11,32,1073000,"Gibcus, Liam",C,6-10,Jr
2012,11,2,1189628,"Gill, Mario",G,6-2,Sr
2012,11,25,803586,"Hearn, Phillip",F,-,Sr
2012,11,22,1298672,"Jackson, Marcus",G,6-2,Jr
2012,11,23,1298673,"Lauwers, Colton",G,6-3,So
2012,11,1,1298674,"Leckband, Christian",F,6-7,Fr
2012,11,45,1313721,"Peterson, Matt",,-,N/A
2012,11,3,704573,"Ridgeway, Lonnie",G,6-3,Sr
2012,11,34,1190225,"Rohde, Taylor",C,6-9,Sr
2012,11,11,1189629,"Thompson, Travis",G,6-1,So
2012,11,31,1298675,"Weitzel, Chris",F,-,Jr
2012,11,14,954898,"White, Steve",G,6-0,Sr
2012,12,3.0,1292046,"Brinson, Dominique",G,6-0,Jr
2012,12,15.0,1189586,"Burkhead, Armand",G,6-2,Jr
2012,12,22.0,1320297,"Growden, Colten",,-,N/A
2012,12,12.0,1292049,"Keener, Michael",G,6-0,Fr
2012,12,20.0,1192105,"Matthews, Nico",G,6-0,Sr
2012,12,23.0,1292051,"McDonald, Carthal",F,6-7,Jr
2012,12,55.0,1189579,"Miller, Jarrett",G,5-11,Sr
2012,12,35.0,1292053,"Pucar, Sergej",C,6-11,So
2012,12,5.0,1292047,"Shaw, Daniel",C,6-9,Fr
2012,12,1.0,1292045,"Stathopoulos, Nikolaos",F,6-7,Jr
2012,12,0.0,1292044,"Teer, Ben",G,5-9,Fr
2012,12,10.0,1292048,"Tica, Stefan",F,6-7,So
2012,12,32.0,1400175,"Ward, Jesse",F,6-4,Fr
2012,12,,1292050,", ",G,6-2,N/A
2012,13,15,1299214,"Alford, Joshua",F,6-4,So
2012,13,34,1179791,"Benitez, Marcus",G,6-6,Sr
2012,13,23,1179790,"Blunt, Demarcus",F,6-5,Sr
2012,13,32,1299217,"Chatman, Derein",G,6-5,Sr
2012,13,4,1299212,"Covin, Andrew",G,6-1,Jr
2012,13,11,955207,"Francis, Stephen",G,5-9,Sr
2012,13,20,1299215,"Harris, Jaren",G,5-10,Jr
2012,13,21,1299216,"Hill, Lexus",G,-,Fr
2012,13,12,955208,"Jones, Demetrius",F,6-5,Sr
2012,13,24,1299218,"Lofton, Rachard",G,6-1,Jr
2012,13,44,1179793,"Thornton, Brian",F,6-7,Sr
2012,13,22,1191063,"Tippins, Michael",C,6-8,Sr
2012,13,10,1419962,"Wilcox, Justin",G,-,Jr
2012,14,2,1404664,"Aronhalt, Logan",G,6-3,Jr
2012,14,10,1064422,"Black, Mike",G,6-0,Jr
2012,14,11,1177516,"Devlin, Luke",F,6-8,So
2012,14,1,1516584,"Gibson, Tanner",G,6-2,Fr
2012,14,30,1282738,"Guerrier, Jayson",F,6-4,Jr
2012,14,12,1282736,"Hooley, Peter",G,6-4,Fr
2012,14,0,1064418,"Iati, Jacob",G,5-10,Jr
2012,14,21,1064423,"Metcalf, Blake",C,6-9,Jr
2012,14,24,1519716,"Page, Chris",G,6-5,Fr
2012,14,44,1064425,"Puk, John",C,6-10,So
2012,14,14,1282737,"Rowley, Sam",F,6-5,Fr
2012,14,20,1282739,"Suero, Gerardo",G,6-4,Jr
2012,14,22,1400896,"Watts, Ralph",G,6-5,So
2012,15,44,1306929,"Ackerman, Brennan",C,6-7,Fr
2012,15,34,1295784,"Elliott, Carter",F,6-7,Fr
2012,15,42,1295783,"Fox, Aaron",F,6-5,Fr
2012,15,4,1069117,"Harville, Alex",G,6-0,Jr
2012,15,3,1183003,"Hendon, Sean",G,6-0,Sr
2012,15,20,1295781,"Hurth, Zach",G,6-3,Fr
2012,15,30,1069118,"Kolin, Kazen",F,6-4,Jr
2012,15,22,1295782,"Mooney, Mike",G,6-0,Fr
2012,15,14,1183007,"Ridgell, Lawrence",G,6-2,So
2012,15,24,1183006,"Smith, Mike",F,6-5,Jr
2012,15,40,1079580,"Walker, Luke",F,6-2,Sr
2012,15,10,1069114,"Wash, Anthony",G,5-9,Jr
2012,15,50,1190322,"Wernet, Bob",C,6-9,Sr
2012,15,54,1183008,"Wernette-Leff, Leonard",C,6-8,Jr
2012,15,12,1316787,"Zavadil, Adam",G,6-2,Fr
2012,16,55,1298804,"Baxter, Khyle",G,5-10,Fr
2012,16,50,1073673,"Benjamin, Zach",F,6-8,Jr
2012,16,14,1298791,"Brown, Devin",G,5-7,Fr
2012,16,34,1298803,"Burke, Casey",C,6-10,Fr
2012,16,32,1187433,"Castleberry, Randall",G,5-11,Fr
2012,16,42,1298806,"Chery, John",,-,N/A
2012,16,21,1073669,"Christian, Mark",F,6-2,Sr
2012,16,42,1187434,"Ford, Theo",F,6-2,Jr
2012,16,33,965406,"Hall, Derek",C,6-10,Sr
2012,16,40,1298805,"Hughes, Derek",,-,N/A
2012,16,45,965407,"Irwin, Shane",F,6-5,Sr
2012,16,23,1185450,"Jordan, Kyle",F,6-4,So
2012,16,10,1190121,"Marrella, Sam",G,5-9,So
2012,16,30,1073667,"Mickens, Cornell",G,6-3,Jr
2012,16,4,1187432,"Moore, Reuel",G,6-1,So
2012,16,42,1299519,"Murphy, Kenneth",,-,N/A
2012,16,5,1073666,"Paul, Tom",F,6-5,Jr
2012,16,3,1073671,"Perez, Pedro",G,6-3,Jr
2012,16,55,1300850,"Singleton, Dave",,6-4,N/A
2012,16,32,1318200,"Williams, Wayne",,-,N/A
2012,16,20,1298792,"Zimmerman, Jevin",F,6-4,Fr
2012,17,5,1181762,"Baker, Marquiz",G,6-2,Sr
2012,17,22,1297783,"Brand, Chris",G,6-0,Fr
2012,17,15,1307753,"Davenport, Chris",,-,N/A
2012,17,30,1307752,"Eackles, Tony",,-,N/A
2012,17,21,1318844,"Franciosis, Deyon",,-,N/A
2012,17,24,1070812,"Francis, Ian",F,6-8,Jr
2012,17,3,1297778,"Hawkins, JaMichael",G,6-5,Fr
2012,17,11,1307750,"Ingram, Shaunvanta",,-,N/A
2012,17,25,1307749,"Johnson, Darien",,-,N/A
2012,17,33,1307751,"Martin, Michael",,-,N/A
2012,17,0,1181760,"McDonald, Kendrick",G,6-0,Sr
2012,17,10,1406599,"Moore, Jarvis",G,5-7,Jr
2012,17,4,1314490,"Nieves, Anthony",,6-4,N/A
2012,17,2,1297784,"Oakley, Twann",G,-,Jr
2012,17,45,1307748,"Ragland, Jamar",,-,N/A
2012,17,4,1307755,"Richards, Jeremy",,-,N/A
2012,17,23,1512150,"Rimmer, Xavian",G,6-2,Fr
2012,17,11,1299087,"Sanders, Martrevious",,5-11,N/A
2012,17,13,1307754,"Sanders, Korey",,-,N/A
2012,17,1,1307756,"Searcy, Keith",,-,N/A
2012,17,32,1074469,"Starks, Michael",F,6-8,Jr
2012,17,35,1631755,"Sullivan, Kedorian",F,6-7,Fr
2012,17,14,1297779,"Tufono, Tyson",G,6-2,Fr
2012,18,1,1296373,"Bloomer, Nay-Quan",,-,N/A
2012,18,44,963741,"Bobo, Bryan",C,6-5,Jr
2012,18,24,1185904,"Branche, Michael",F,6-2,So
2012,18,23,1077513,"Costello, Tim",G,5-11,Jr
2012,18,11,1077514,"Curran, Sean",F,6-2,Jr
2012,18,15,1077515,"Dennis, Brett",F,6-3,Jr
2012,18,0,1295718,"Escobar, Justin",F,6-2,Fr
2012,18,2,1185901,"Hill, Mike",G,5-10,So
2012,18,4,963737,"Hollenbeck, Patrick",F,6-3,Sr
2012,18,22,1185907,"Lewis, Derek",F,6-5,Sr
2012,18,3,1295719,"Mahon, Ryan",G,6-0,Fr
2012,18,10,1295720,"Pacheco, Tim",G,5-11,Fr
2012,18,5,859888,"Parker, Josh",G,6-1,Sr
2012,18,34,1295724,"Rankin, Terrell",F,6-2,Jr
2012,18,33,1185905,"Ruback, Jason",F,6-5,So
2012,18,12,1295721,"Snyder, Mike",G,6-0,Fr
2012,18,42,1295725,"Thompson, Billy",F,6-3,Fr
2012,18,32,1295723,"Totten, Dan",F,6-5,Fr
2012,18,21,1185902,"Tsatsis, Thomas",G,6-1,So
2012,18,14,1295722,"Walsh, Dalton",F,6-7,Fr
2012,19,10,1286344,"Bilyk, Justin",G,5-8,Fr
2012,19,3,1182383,"Corbin, D'Andre",G,5-10,So
2012,19,42,1182388,"Corona, Marco",F,6-3,So
2012,19,35,1182387,"Danaher, Sean",F,6-5,So
2012,19,15,1286348,"DiBernardi, David",G,6-3,Fr
2012,19,11,1075654,"McLeod, Devone",G,6-0,Jr
2012,19,34,1286354,"Milon, Chris",F,6-6,Fr
2012,19,1,1075653,"Murphy, Kyle",G,6-1,Jr
2012,19,32,970600,"Ness, James",C,6-6,Sr
2012,19,23,1182386,"O'Donnell, John",G,6-0,So
2012,19,33,1286350,"Seidman, Gabe",G,6-2,Fr
2012,19,21,1286349,"Smith, Brandon",F,6-5,Fr
2012,19,25,1182382,"Stanko, Ryan",G,6-4,So
2012,19,14,1182384,"Theiss, Bobby",F,6-4,So
2012,19,13,1182385,"Tritto, Clark",F,6-3,So
2012,20,54,973959,"Bercier, Jamey",C,6-6,Sr
2012,20,30,1293472,"Bryan, Travis",F,6-7,Fr
2012,20,5,1182029,"Coleman, Mike",G,6-1,So
2012,20,22,1293471,"Dalition, Derek",G,6-1,Fr
2012,20,10,1293468,"Griffin, Ryan",G,6-0,Fr
2012,20,12,1293469,"Guldin, Michael",G,6-0,Fr
2012,20,3,1182031,"Hash, Kyle",G,6-2,So
2012,20,15,1293470,"Hungarter, Jake",G,6-2,Fr
2012,20,11,1182030,"Kerwin, Brian",G,6-0,Jr
2012,20,32,1182034,"Kohler, Andrew",F,6-7,So
2012,20,23,967024,"Marshall, Tom",F,6-4,Sr
2012,20,44,1293473,"Mestre, Michael",F,6-5,Fr
2012,20,40,1078839,"Moyer, Brett",F,6-4,Jr
2012,20,14,1182032,"Pammer, Paul",G,6-2,So
2012,20,45,1078840,"Peters, Greg",C,6-6,Jr
2012,20,33,1182035,"Poorman, Matt",G,6-4,So
2012,20,20,1182036,"Wilcox, Drew",G,6-3,So
2012,20,42,967022,"Zanneo, Bob",F,6-5,Sr
2012,21,34,1183514,"Aho, Kyle",G,6-2,So
2012,21,55,1289371,"Bryan, Weston",F,6-2,Jr
2012,21,30,1289368,"Clancy, Sean",F,6-4,So
2012,21,25,1289367,"DeLap, Tyler",F,6-4,Jr
2012,21,12,1183508,"DeShais, Dustin",G,6-1,Jr
2012,21,33,969558,"Erickson, Tommy",F,6-4,Sr
2012,21,0,1183507,"Jerisk, Joey",G,5-11,So
2012,21,31,1079584,"Jongekrijg, Lance",F,6-3,Jr
2012,21,21,1183509,"Krause, Brandon",G,6-0,So
2012,21,32,1183512,"Larson, Sam",F,6-4,So
2012,21,0,1300779,"McNeal, Brendan",,-,N/A
2012,21,52,1289369,"Murawske, Jake",F,6-4,Jr
2012,21,24,969564,"Schneider, Cory",G,6-1,Sr
2012,21,45,1079586,"Sheridan, Brian",F,6-4,Jr
2012,21,4,1079587,"Silverthorn, Greg",G,6-2,Jr
2012,21,42,1289370,"VanOosten, Pete",G,6-4,Jr
2012,21,5,1289364,"VanTimmeren, Caleb",G,5-11,Jr
2012,21,23,1289366,"Williamson, Chris",G,5-10,Jr
2012,22,3,1292941,"Braithwaite, Spencer",G,5-9,So
2012,22,31,1292947,"Bush, Chris",G,6-1,Fr
2012,22,34,1179719,"Campbell, David",F,6-5,So
2012,22,10,1292942,"Conner, Nate",G,6-1,Fr
2012,22,22,1295908,"Cooper, Brennan",F,6-1,So
2012,22,12,1295909,"Davis, Stephan",G,6-4,Jr
2012,22,1,1179716,"Ellis, Mark",C,6-6,So
2012,22,33,1292949,"Gardner, Braxton",F,6-5,Fr
2012,22,15,1292944,"Gutridge, D.J.",G,-,So
2012,22,23,1078002,"Hudson, Ricky",G,6-1,Jr
2012,22,20,861237,"Ikpah, Sesoo",G,6-2,Sr
2012,22,13,1292943,"Jabateh, Al-Shabazz",G,6-3,Fr
2012,22,24,1292946,"McMillian, Quinton",G,6-0,So
2012,22,0,1179714,"Perrier, Jason",G,6-3,So
2012,22,5,1179715,"Schmidkunz, Janek",G,6-0,So
2012,22,32,1292948,"Thomas, Anthony",F,6-5,Sr
2012,23,43,1067997,"Bersch, Mike",F,6-6,Jr
2012,23,33,1067998,"Borucki, Jordan",G,6-4,Jr
2012,23,3,1067999,"Brewer, Troy",G,6-5,Sr
2012,23,12,1068000,"Fisher, Daniel",F,6-7,Jr
2012,23,10,1178983,"Flood, Jr., Warren",G,6-2,Jr
2012,23,13,956704,"Grafft, Riley",F,6-11,Sr
2012,23,25,956705,"Hill, Joe",G,6-2,Sr
2012,23,23,1178984,"Hinkle, Charles",G,6-5,Sr
2012,23,20,1068002,"Jolivette, Blake",G,5-11,Jr
2012,23,1,1293639,"Kager, Kyle",F,6-8,Fr
2012,23,0,956702,"McCormack, Simon",G,6-4,Sr
2012,23,2,1068003,"Munoz, Daniel",G,6-1,Jr
2012,23,22,1293638,"Schoof, John",G,6-5,Fr
2012,23,4,1403126,"Simon, Wayne",G,5-10,So
2012,23,34,1178986,"Wroblicky, Tony",F,6-10,So
2012,24,3,968114,"Barrise, Taylor",G,6-5,Sr
2012,24,20,1298087,"Barry, Ray",G,6-2,Fr
2012,24,24,1077730,"Bryant, Roshard",C,6-8,Jr
2012,24,43,1182867,"Buckner, Logan",F,6-8,So
2012,24,5,1182864,"Gach, Connor",G,6-4,So
2012,24,12,1299691,"Garay, Gene",,-,N/A
2012,24,30,968117,"Holmes, Jeff",F,6-7,Sr
2012,24,15,968115,"Johnson, Connor",G,6-6,Sr
2012,24,54,1077734,"Kaasila, Peter",C,6-9,Jr
2012,24,11,1182865,"Kalema, David",G,6-0,So
2012,24,22,1182866,"Killian, Tom",F,6-5,So
2012,24,41,1298089,"Levine, Alex",F,6-8,Fr
2012,24,32,1188099,"Lewis, Landrus",G,5-11,Jr
2012,24,44,1299692,"Lippe, Max",,-,N/A
2012,24,33,1298088,"Mussachia, Joseph",F,6-6,Fr
2012,24,12,1077735,"Noon, Spencer",G,6-0,Jr
2012,24,50,968118,"Prowitt, Tim",F,6-6,Sr
2012,24,2,1182863,"Toomey, Aaron",G,6-2,So
2012,24,21,968116,"Waller, David",G,6-6,Sr
2012,24,10,1077736,"Williamson, Allen",G,6-4,Jr
2012,24,1,1077737,"Workman, Willy",G,6-6,Jr
2012,25,3,1298406,"Adams, Andre",,-,N/A
2012,25,2,1298283,"Brice, Reggie",F,6-8,Jr
2012,25,12,1298284,"Chargois, Xavier",G,6-2,Jr
2012,25,22,1298285,"Coleman, Keenen",G,6-4,Jr
2012,25,35,1298286,"Freeman, Lorenzo",C,6-8,Jr
2012,25,10,1298477,"Harper, Kevin",,-,N/A
2012,25,5,1301017,"Huckaby, LaDonn",,-,N/A
2012,25,44,1298287,"Jones, Zach",F,6-8,So
2012,25,11,1298288,"King-Gilchrist, Javae",G,6-2,Jr
2012,25,24,964179,"Lenox, Joey",G,6-4,Sr
2012,25,0,1298984,"Lewis, Alex",,-,N/A
2012,25,4,1298289,"Nixon-Hughes, Hanif",G,6-4,Jr
2012,25,15,1298290,"Rawls, Dakota",F,6-5,Fr
2012,25,21,1298291,"Walling, Justin",G,6-5,Fr
2012,26,4,1181966,"Barillo, Joseph",G,6-0,So
2012,26,14,1072432,"Beliard, Daniel",G,6-3,Jr
2012,26,23,1294023,"Bethune, Derrick",F,6-2,Fr
2012,26,25,1072436,"Bristol, Javier",G,6-3,Jr
2012,26,2,1072429,"Candelario, Rafael",G,5-8,Jr
2012,26,1,1072428,"Click, Anthony",G,6-4,Jr
2012,26,22,1072433,"Conrad, Brian",G,5-8,Jr
2012,26,5,1294019,"Daye, Hugh",G,5-8,Fr
2012,26,44,1294025,"Franklin, Quantez",F,6-4,Sr
2012,26,42,1181969,"Frias, Luis",F,6-4,Jr
2012,26,12,1294020,"Gorman, Michael",G,5-10,Fr
2012,26,11,1072431,"Harris, Joe",G,5-10,Jr
2012,26,34,1294024,"Landry, Matthew",G,6-0,Jr
2012,26,3,1181965,"McGee, Kevin",G,6-0,Jr
2012,26,32,1072437,"Pena, Jose",C,6-6,Jr
2012,26,40,1181968,"Peterson, Brad",F,6-5,Sr
2012,26,20,1294021,"Pryor, Corey",G,6-0,Fr
2012,26,24,1072435,"Roberge, Doug",G,6-3,Jr
2012,26,21,1294022,"Zein, Steve",G,5-11,So
2012,27,32,1286997,"Butts, Isaac",C,6-10,Sr
2012,27,35,1287002,"Canty, Jay",G,6-6,So
2012,27,21,1067877,"Carter, Omar",F,6-5,Sr
2012,27,2,1287000,"Hamilton, Tab",G,6-3,Fr
2012,27,54,1175509,"Hausley, Petey",F,6-6,Sr
2012,27,11,1067875,"Healy, Nathan",F,6-7,Jr
2012,27,1,1286998,"Milum, Rodney",G,6-0,Jr
2012,27,23,1287001,"Neal, Mike",G,6-2,Fr
2012,27,24,1514357,"Okam, Brian",C,7-0,So
2012,27,22,1175512,"Shaw, Griffin",G,6-0,So
2012,27,13,1286999,"Trice, Jamaal",G,6-6,Jr
2012,27,3,1175511,"Vilarino, G.J.",G,6-1,So
2012,27,50,914937,"Williamson, Andre",F,6-7,Sr
2012,27,33,1403942,"Woods, Mitch",G,6-3,So
2012,28,13,1176398,"Bachynski, Jordan",C,7-2,So
2012,28,4,1295461,"Barnes, Bo",G,6-4,So
2012,28,5,1402743,"Cain, Kyle",F,6-7,So
2012,28,1,1295459,"Carson, Jahii",G,5-10,Fr
2012,28,2,1295460,"Colvin, Chris",G,6-2,Jr
2012,28,15,1633660,"Creekmur, Chanse",G,6-6,So
2012,28,0,1176393,"Felix, Carrick",G,6-6,Jr
2012,28,31,1295465,"Gilling, Jonathan",F,6-7,Fr
2012,28,10,1511839,"Gordon, Evan",G,6-0,Jr
2012,28,12,1295463,"Heller, Max",G,5-9,Fr
2012,28,21,1398186,"King, Keala",G,6-5,So
2012,28,24,1401777,"Lockett, Trent",G,6-5,Jr
2012,28,22,1295464,"Newton, Pierre",G,6-4,Fr
2012,28,23,1068851,"Pateev, Ruslan",C,7-0,Jr
2012,28,33,1176402,"Whitmore, Dave",F,6-6,So
2012,29,5,1173152,"Arvizu, Robert",G,6-0,So
2012,29,30,1625353,"Chol, Angelo",F,6-9,Fr
2012,29,51,1302797,"Crawford, Quinton",,6-2,N/A
2012,29,21,954612,"Fogg, Kyle",G,6-3,Sr
2012,29,44,1064640,"Hill, Solomon",F,6-7,Jr
2012,29,50,848481,"Jacobson, Alex",C,7-0,Sr
2012,29,1,1403172,"Johnson, Sidiki",F,6-10,Fr
2012,29,13,1290726,"Johnson, Nick",G,6-3,Fr
2012,29,24,954614,"Lavender, Brendon",G,6-5,Sr
2012,29,20,1173155,"Mayes, Jordin",G,6-3,So
2012,29,55,1302798,"Mellon, Drew",,6-6,N/A
2012,29,14,1064642,"Natyazhko, Kyryl",C,6-11,Jr
