season,school_id,player_id,player_name,jersey,pos,height,class
2012,1064,44,1295820,"Gabriele, Joel",G,6-0,Fr
2012,1064,32,963242,"Gonzales, Cj",F,6-3,Sr
2012,1064,42,1181605,"Hard, Brian",F,6-1,So
2012,1064,10,1181606,"Jayne, Matt",F,6-2,So
2012,1064,23,1065478,"Johnson, Aaron",G,5-10,Jr
2012,1064,50,1295821,"Johnston, Javon",F,6-3,Fr
2012,1064,11,963241,"McCoy, Mike",G,6-1,Jr
2012,1064,34,1295819,"McDonald, Dereck",G,6-1,Fr
2012,1066,20,960017,"Chase, Greg",F,6-4,Sr
2012,1066,23,1185351,"Craig, Cashton",G,6-1,Jr
2012,1066,32,1294224,"Diekvoss, Tal",G,6-2,So
2012,1066,4,858853,"Faurote, Kent",F,6-6,Sr
2012,1066,35,1294225,"Gilpatrick, Dillon",F,6-8,Fr
2012,1066,5,960015,"Guziewski, Jake",G,6-3,Sr
2012,1066,3,1069439,"Janusek, Michael",G,6-3,Jr
2012,1066,41,1294226,"Klocek, Joe",F,6-5,Fr
2012,1066,10,1185352,"Leadholm, Shane",G,6-0,So
2012,1066,50,1294227,"Neale, Trevor",F,6-8,So
2012,1066,12,1294223,"Nkemnji, Brian",G,6-2,Fr
2012,1066,24,960019,"Nkemnji, Derek",G,6-2,Sr
2012,1066,11,1294222,"Rusch, Dylan",G,6-2,Fr
2012,1066,22,1185355,"Tarver-Burkes, Luther",G,6-0,So
2012,1066,44,960018,"Thein, Luke",C,6-6,Sr
2012,1066,34,1185356,"Williams, Justin",F,6-5,So
2012,1066,2,960014,"Wisniewski, Ben",G,6-3,Sr
2012,1068,21,1176817,"Beaumont, Ryley",F,6-7,So
2012,1068,11,1289434,"Blake, Kevin",G,6-3,Fr
2012,1068,0,952377,"Bonney, Josh",G,5-10,Jr
2012,1068,12,1066318,"Dugas, Roger",F,6-8,Jr
2012,1068,23,1176818,"Edomwonyi, Egheosa",F,6-7,So
2012,1068,44,1066316,"Ervin, Brett",F,6-7,Jr
2012,1068,10,1289433,"Hamilton, Austin",G,5-10,Fr
2012,1068,20,1176820,"Isenbarger, Jack",G,6-2,So
2012,1068,24,1176821,"Koch, Sebastian",G,6-8,So
2012,1068,14,1066317,"Moody, John",G,6-4,Jr
2012,1068,45,1077784,"Smith, Aaron",G,5-11,Jr
2012,1068,1,952378,"Spradlin, Drew",G,6-5,Sr
2012,1068,31,1176823,"Troutman, Lucas",F,6-10,So
2012,1068,3,1176824,"Weavil, Lucas",G,5-11,So
2012,1068,32,1289435,"Winters, Ryan",F,6-7,Fr
2012,1071,20,1295847,"Bucholtz, Andrew",G,6-5,Fr
2012,1071,21,1295848,"Connor, Derrell",G,6-0,Sr
2012,1071,10,1295845,"DiMaria, Antonio",G,6-6,Sr
2012,1071,2,1187864,"Dykman, Travis",G,6-2,So
2012,1071,11,1078468,"Euler, Taylor",G,5-11,Jr
2012,1071,33,1295851,"Harris, Michael",F,6-7,Fr
2012,1071,32,1295850,"Ikhide, Justin",F,6-5,Jr
2012,1071,1,1295841,"Lawal, Tola",G,6-3,Sr
2012,1071,22,1295849,"Mayes, Nick",F,6-5,Fr
2012,1071,4,1295843,"Phillips, Andre",G,5-11,Jr
2012,1071,6,1295844,"Pierce, Troy",F,6-6,Sr
2012,1071,3,1295842,"Sights, Chris",G,6-0,Jr
2012,1071,12,1295846,"Simmons, Christian",F,6-6,Sr
2012,1072,42,1189137.0,"Ashworth, Jonathan",F,6-5,So
2012,1072,44,1184317.0,"Bjerre, Brandon",C,6-4,So
2012,1072,12,1189159.0,"Bluett, Flynn",G,6-1,So
2012,1072,13,1287633.0,"Boyd, Rameek",G,6-0,So
2012,1072,34,1184320.0,"Chockolok, Filip",C,6-10,So
2012,1072,14,1287634.0,"Cofer, Justin",G,5-9,Fr
2012,1072,50,1287638.0,"Frazier, Blake",C,6-5,Fr
2012,1072,4,1287631.0,"Gabbard, Mike",G,6-1,So
2012,1072,24,1074820.0,"Gore, Chris",C,6-7,Jr
2012,1072,22,1184318.0,"Griffith, Troy",F,6-4,So
2012,1072,10,1184319.0,"Hall, Deshaun",G,6-0,So
2012,1072,33,1184316.0,"Haslam, Jake",G,4-0,Jr
2012,1072,2,1189068.0,"Kankaras, Darko",G,6-4,So
2012,1072,30,1184321.0,"Lawrence, Adison",F,6-3,So
2012,1072,20,1184314.0,"Liner, Travis",G,6-2,So
2012,1072,25,,"Maree, Sami",F,6-6,So
2012,1072,23,1184315.0,"Meyer, Nolan",G,6-3,So
2012,1072,1,1184313.0,"Pejovic, Filip",F,6-6,Sr
2012,1072,21,971708.0,"Quarles, Brandon",F,6-4,Sr
2012,1072,32,,"Roberts, Lance",G,6-0,Fr
2012,1072,15,,"Simbeck, Jordan",G,5-8,Fr
2012,1072,3,1287630.0,"Sorrell, Corey",C,6-6,Jr
2012,1072,5,1189135.0,"Sorrell, Casey",G,6-3,So
2012,1072,31,,"Thomasson, Tony",G,6-0,Fr
2012,1072,11,1287632.0,"Williamson, Isaac",G,6-2,Fr
2012,1076,43,1295872,"Batts, Dexter",C,6-5,Jr
2012,1076,11,1190660,"Bonnett, Nick",G,6-2,So
2012,1076,35,1295871,"Burke, Jay",C,6-7,Jr
2012,1076,5,969752,"Custis, Steve",G,6-1,Sr
2012,1076,12,1190662,"Garrison, Ty",G,6-3,So
2012,1076,34,969755,"Gunnoe, Andrew",F,6-6,Jr
2012,1076,45,1295874,"Harrison, Alex",F,6-6,Fr
2012,1076,23,1295869,"Hunt, Greg",G,5-11,Jr
2012,1076,40,1190663,"Hurd, Mike",G,6-2,Sr
2012,1076,24,1295873,"McFadden, Erv",G,5-11,Sr
2012,1076,33,1295870,"Murray, Shayne",F,6-6,Fr
2012,1076,20,1295868,"Petretti, Myles",G,6-4,Jr
2012,1076,15,1190664,"Rhodes, Melvin",G,6-3,Jr
2012,1076,32,1190665,"Roberts, Rudy",F,6-6,Jr
2012,1076,22,969759,"Thompson, Chris",G,6-2,Sr
2012,1076,25,1080328,"Thornton, Isaac",G,6-3,Jr
2012,1079,22,1172465,"Baldwin, Chris",F,6-8,So
2012,1079,40,1286852,"Brencans, Kaspars",F,6-8,Fr
2012,1079,5,1286850,"Brown, Josh",G,6-3,Fr
2012,1079,12,1172464,"Caiola, Kyle",G,5-10,Sr
2012,1079,44,1172468,"Frilling, Mark",F,6-6,So
2012,1079,31,1286851,"Heagen, Jake",F,6-5,Fr
2012,1079,32,1172466,"Kahlig, Greg",F,6-6,So
2012,1079,42,1286854,"Kohls, Luke",F,6-4,Fr
2012,1079,30,954800,"Marsden, Rob",F,6-6,Sr
2012,1079,41,1172467,"Piehl, Brad",F,6-8,Jr
2012,1079,24,1077159,"Robinson, Aaron",G,6-3,Jr
2012,1079,3,1172463,"Samsel, Sean",G,6-0,So
2012,1079,20,1077160,"Smith, Jack",F,6-5,Jr
2012,1079,45,1286853,"Smith, Dallas",F,6-4,Fr
2012,1083,3,1289639.0,"Ayala, Marcus",G,5-11,Jr
2012,1083,5,1077060.0,"Billups, Matt",G,6-0,Sr
2012,1083,10,1190206.0,"Cassaday, Josh",F,6-6,Sr
2012,1083,21,1289642.0,"Flohr, Kevin",G,6-1,Fr
2012,1083,22,1190208.0,"Fraser, Mitchell",G,6-3,Jr
2012,1083,44,1190209.0,"Herrera, Alex",C,6-9,So
2012,1083,13,1289640.0,"Kloster, Cade",G,6-4,Fr
2012,1083,4,1077064.0,"Labate, Louie",G,5-8,Jr
2012,1083,20,1289641.0,"Marquez, Andre",G,6-2,Fr
2012,1083,11,1190204.0,"Matthews, Mike",G,6-1,So
2012,1083,1,1289637.0,"Mazarei, Matt",G,5-10,Jr
2012,1083,42,852815.0,"Morris, Matt",F,6-6,Sr
2012,1083,2,,"Sacoman, Christian",G,6-2,So
2012,1083,33,1289644.0,"Salcido, Kody",F,6-6,Fr
2012,1083,24,1289643.0,"Smith, Jared",G,6-4,Fr
2012,1083,32,1077062.0,"Udall, Torrey",C,6-8,Jr
2012,1083,12,1077061.0,"Weissl, Matthias",G,6-2,Jr
2012,1085,50,1317144,"Caldwell, AJ",,6-0,N/A
2012,1085,30,1290550,"Caron, Sam",G,6-2,Fr
2012,1085,24,1290549,"Frazier, Darryn",F,6-3,Jr
2012,1085,22,1067001,"Gary, Evrik",G,6-3,So
2012,1085,20,1290547,"Grant, Maurice",G,6-4,Jr
2012,1085,3,1290545,"Hosey, Derek",G,5-11,Jr
2012,1085,51,1317145,"Lee, Cameron",,6-2,N/A
2012,1085,34,1290553,"McLendon, Zamarius",F,6-6,Jr
2012,1085,23,1290548,"Nero, Mi'Kyel",G,6-4,Jr
2012,1085,43,1067002,"Smith, Andrew",C,6-10,Sr
2012,1085,21,1066992,"Turner, Liki",F,6-5,Sr
2012,1085,2,1290544,"Williams, Clayton",G,6-0,Fr
2012,1085,33,1290552,"Williams, Marcel",F,6-6,Sr
2012,1085,32,1633109,"Williams, Lorenzo",F,6-4,So
2012,1085,5,1290546,"Wright, Marcus",G,6-0,Sr
2012,1092,3,1071758.0,"Brown, David",G,6-2,Sr
2012,1092,15,1184009.0,"Buggs, Laron",G,6-1,Sr
2012,1092,31,1288498.0,"Butler, Santoine",F,6-8,So
2012,1092,54,1184010.0,"Byron, Mike",C,6-10,So
2012,1092,23,1298966.0,"Davis, Jarvis",G,6-0,So
2012,1092,11,1186688.0,"Dawson, Jason",G,5-10,Jr
2012,1092,35,1293417.0,"Dennis, Kyle",G,6-1,Fr
2012,1092,0,1293416.0,"Harper, Donta",F,6-7,Fr
2012,1092,24,1293420.0,"Hartley, Kevin",F,6-6,Jr
2012,1092,33,1293418.0,"Hensley, Corey",F,6-8,Fr
2012,1092,5,,"Johnson, Stefon",F,6-6,Jr
2012,1092,10,1514237.0,"Landis, Max",G,6-2,Fr
2012,1092,30,1402747.0,"Mitchell, Jamal",G,6-4,So
2012,1092,32,1296507.0,"Newsome, Tashan",G,6-3,Jr
2012,1092,2,1184011.0,"Royster, Jay",G,6-0,Jr
2012,1092,4,1293409.0,"Strange, Tyler",G,5-10,Fr
2012,1094,33,1073821,"Adrian, Jon",G,6-2,Jr
2012,1094,23,1178112,"Atkins, Sean",F,6-4,So
2012,1094,31,1178113,"Bolte, Spencer",G,6-1,So
2012,1094,15,962618,"Brown, Ethan",G,5-11,Sr
2012,1094,12,1178110,"Clark, Corey",G,6-2,Sr
2012,1094,11,1286803,"Grant, A.J.",G,6-1,Fr
2012,1094,34,1178114,"Larson, Cole",C,6-5,So
2012,1094,3,1286801,"Ramey, Cole",G,6-3,Fr
2012,1094,4,962616,"Rier, Cam",F,6-4,Sr
2012,1094,5,1286802,"Sanchez, Anthony",G,6-3,Jr
2012,1094,42,1286805,"Stanfield, Chris",C,6-7,Fr
2012,1094,22,1178111,"Taylor, Mike",F,6-4,Sr
2012,1094,13,1286804,"Thompson, Asiel",G,6-3,Jr
2012,1094,2,1286800,"Whicker, Jeff",G,6-0,So
2012,1094,55,1073825,"Zandbergen, Matt",C,6-5,Jr
2012,1096,21,968034,"Aquino, Ryan",F,6-8,Sr
2012,1096,11,1189072,"Augustine, Mike",F,6-6,Sr
2012,1096,5,1076887,"Bell, Joey",G,6-2,So
2012,1096,12,1294039,"Bivins, Quin",G,6-2,Jr
2012,1096,44,1294046,"Brown, Josh",C,6-10,Fr
2012,1096,20,1294040,"Chatman, Tarrence",G,6-3,Jr
2012,1096,14,1189073,"Davis, Jp",G,6-2,Jr
2012,1096,24,1294041,"Ferguson, Scott",F,6-6,Jr
2012,1096,2,1189069,"Grant, Jordan",F,6-4,So
2012,1096,22,1189075,"Holmes, Jared",G,6-3,Sr
2012,1096,10,968036,"Lively, Ryan",G,5-10,Jr
2012,1096,32,1294042,"Reid, Alex",G,6-3,Fr
2012,1096,4,1189070,"Robinson, Aaron",G,5-7,So
2012,1096,3,1189071,"Thomas, Royal",G,6-0,So
2012,1096,42,1294045,"Uwaifo, Lance",C,6-8,Jr
2012,1096,33,1294043,"Wagner, David",F,6-7,So
2012,1096,34,1294044,"Woods, Robert",F,6-7,So
2012,1097,35,1184348,"Andre, Ian",C,6-8,Sr
2012,1097,21,1184347,"Brown, Phillip",F,6-7,Sr
2012,1097,10,1298821,"Czerepinski, Colby",G,5-8,Fr
2012,1097,30,1184352,"Glover, Bobby",G,6-3,Jr
2012,1097,12,1076922,"Gunnett, Tyler",G,6-2,Jr
2012,1097,20,1076923,"Hawkins, Jamon",G,6-2,So
2012,1097,4,1298820,"Kenimer, Will",F,6-6,Sr
2012,1097,25,1298822,"Kleut, Milos",F,6-10,Jr
2012,1097,34,1298824,"Knight, Adrian",G,6-1,Jr
2012,1097,13,1326434,"Manga, Josh",,-,N/A
2012,1097,3,970774,"Mobley, Evan",G,5-10,Sr
2012,1097,32,1298823,"Rivera, Marlon",G,6-2,Sr
2012,1097,33,1184349,"Shaw, Matt",C,6-7,Jr
2012,1097,2,1184354,"Slotter, Colin",C,6-5,So
2012,1098,33,1292966,"Abney, Chris",C,6-8,Sr
2012,1098,15,1308502,"Ashton, Marcu",,-,N/A
2012,1098,21,1308503,"Brown, Jamar",,-,N/A
2012,1098,5,1080333,"Cash, Nate",F,5-3,Sr
2012,1098,11,1292959,"Dollman, Andy",G,6-2,Fr
2012,1098,21,1292962,"Evans, Aaron",F,6-7,Jr
2012,1098,42,1292967,"Fisher, Nick",C,6-8,Fr
2012,1098,1,1292957,"Gray, Kevin",G,5-11,So
2012,1098,3,1187329,"Hinnant, Octavius",G,4-9,Jr
2012,1098,12,1292960,"Ivey, Trask",G,6-2,Jr
2012,1098,2,1292958,"Malloy, Hanif",G,6-0,So
2012,1098,4,1187328,"Milenovic, Filip",F,6-7,So
2012,1098,24,1292965,"Morris, Jamel",G,6-3,Fr
2012,1098,15,1292961,"Ogunniyi, Victor",G,6-3,Jr
2012,1098,20,1187326,"Popovic, Janko",F,-,Fr
2012,1098,23,1292964,"Walker, Mark",G,6-4,Jr
2012,1098,22,1292963,"Wimbish, Seth",G,6-2,Fr
2012,1099,2,1292195,"Bajema, Taylor",G,6-4,Fr
2012,1099,4,1292196,"Carnes, Alex",G,6-4,So
2012,1099,14,1292197,"Dempsey, Jason",F,6-6,Fr
2012,1099,25,1067134,"Dempsey, David",G,6-5,Jr
2012,1099,15,1292198,"Ek, James",G,5-11,Fr
2012,1099,10,1177013,"Hamilton, Luke",G,6-3,So
2012,1099,12,962296,"Harden, Garrett",G,6-2,Sr
2012,1099,22,962297,"Herod, Stephen",G,6-2,Sr
2012,1099,20,962282,"Herod, Adam",G,6-2,Sr
2012,1099,23,1299327,"Himmelstein, J.T.",G,6-0,Sr
2012,1099,50,962298,"Himottu, Jon",F,6-9,Sr
2012,1099,32,1177012,"Hurley, Tom",G,6-0,So
2012,1099,3,962295,"Kelly, Jordan",F,6-7,Sr
2012,1099,24,1292201,"McFarlane, Craig",G,5-8,Fr
2012,1099,1,1292194,"Meyer, Cooper",G,5-11,Fr
2012,1099,34,1292202,"Miersma, Hans",F,6-9,Fr
2012,1099,230,1292200,"Perkins, Luke",G,6-4,Jr
2012,1099,21,1292199,"Ray, Roy",G,5-8,So
2012,1099,11,1177014,"Roach, Shaun",G,6-1,So
2012,1099,33,1191212,"Thomas, Park",G,6-0,So
2012,1104,0,1077886,"Carroll, Brad",G,6-6,Jr
2012,1104,15,1077887,"Currier, Travis",F,6-7,Jr
2012,1104,25,1290033,"Currier, Dillon",G,6-5,So
2012,1104,40,1290027,"Davis, Blake",F,6-6,So
2012,1104,1,1184258,"Fetters, Micah",G,5-11,Fr
2012,1104,5,1290025,"Foreman, Justin",G,6-6,Fr
2012,1104,21,1290026,"Garrison, Jerome",G,6-3,Fr
2012,1104,4,1184259,"Johnson, Chris",F,6-6,So
2012,1104,32,1290060,"Larson, Killian",C,6-9,Jr
2012,1104,10,1184260,"Morin, Steve",G,6-5,Jr
2012,1104,11,1184262,"Pickrel, Braylon",F,6-10,Jr
2012,1104,23,1184266,"Robbins, Barret",C,6-8,Jr
2012,1104,3,1184261,"Speed, Kyle",G,6-1,Sr
2012,1104,22,1077896,"Wesolowski, Justin",F,6-8,Sr
2012,1104,44,1077897,"Witherill, Nick",G,6-3,Sr
2012,1104,52,1290028,"Zuilof, Jake",C,6-9,Fr
2012,1111,92,1295164.0,"Albertson, Todd",F,6-3,Fr
2012,1111,24,1314489.0,"Albertson, Todd",,-,N/A
2012,1111,90,1295162.0,"Anderson, Andy",F,6-4,Fr
2012,1111,86,1295158.0,"Brooks, Eligha",G,6-1,Fr
2012,1111,32,1186831.0,"Brown, Markeith",G,6-2,Sr
2012,1111,87,1295159.0,"Burnet, Christian",G,6-0,So
2012,1111,4,1186828.0,"Campbell, Dondrale",F,6-4,Sr
2012,1111,83,1295155.0,"Duncan, D'ronte",G,5-6,Fr
2012,1111,11,1186829.0,"Garcia, Jose",G,5-8,Sr
2012,1111,33,1186832.0,"Garrison, Travis",F,6-4,Sr
2012,1111,21,1186830.0,"Giertz, Ben",G,5-10,Sr
2012,1111,82,1295154.0,"Giles, Micah",F,6-6,So
2012,1111,84,1295156.0,"Heflin, Tyler",G,6-1,Fr
2012,1111,25,964099.0,"Hilliard, K.J.",G,6-1,Sr
2012,1111,85,1295157.0,"Jackson, Aaron",G,5-11,So
2012,1111,23,964105.0,"Lee, Chase",G,6-2,Sr
2012,1111,91,1295163.0,"Lennix, Mike",F,6-6,Fr
2012,1111,44,1295152.0,"Martin, Kyle",F,6-2,Jr
2012,1111,31,1075164.0,"Martin, Simon",C,6-5,Jr
2012,1111,88,1295160.0,"Martin, Seth",G,5-10,Fr
2012,1111,93,1295165.0,"Mays, Dan",F,6-3,So
2012,1111,3,1075168.0,"McBride, Jonas",G,6-0,Sr
2012,1111,81,1295153.0,"Miller, Caleb",G,5-10,Jr
2012,1111,94,,"Morrell, Ronny",F,6-2,Fr
2012,1111,2,1191146.0,"Mumphard, Alex",G,5-6,So
2012,1111,15,964125.0,"Redmond, Joe",G,5-9,Sr
2012,1111,34,1295151.0,"Smith, Jordan",G,6-1,Jr
2012,1111,89,1295161.0,"Williams, Tanner",G,6-3,So
2012,1112,34,965368,"Cloyd, Will",F,6-7,Sr
2012,1112,23,965363,"Efird, Gene",G,6-2,Sr
2012,1112,43,1293432,"Freeman, Will",F,6-5,Fr
2012,1112,35,1293430,"Gibbs, Kevin",F,6-7,Jr
2012,1112,12,1188021,"Hilliard, Saegan",G,6-0,So
2012,1112,11,1293429,"Hinton, Jarred",G,5-9,So
2012,1112,33,1293434,"Hopkins, Jake",F,6-4,Jr
2012,1112,32,1293433,"Koppenhaver, Will",F,6-6,Fr
2012,1112,5,965360,"Lowder, Gabriel",G,6-1,Sr
2012,1112,13,1295600,"McCarthy, Matt",G,6-3,Fr
2012,1112,40,965364,"Monroe, Brad",F,6-4,Sr
2012,1112,0,1187460,"Phillips, Ryan",F,6-4,So
2012,1112,21,1079248,"Pittman, Josh",G,6-1,Jr
2012,1112,45,1293431,"Robbins, James",F,6-6,Jr
2012,1112,50,965366,"Stafford, Justin",F,6-9,Sr
2012,1112,10,1293435,"Sullivan, Carson",G,6-3,So
2012,1112,25,1079250,"Tracy, Travis",G,6-0,Jr
2012,1112,3,1182621,"Turpin, Clarence",G,5-9,So
2012,1115,10,1287139,"Bass, Tim",G,5-5,Fr
2012,1115,52,1287143,"Bromm, Nathan",F,6-4,Fr
2012,1115,40,969285,"Case, Mike",F,6-6,Sr
2012,1115,23,1287146,"Crabtree, Trent",G,5-11,Fr
2012,1115,20,1078058,"Faehr, Jim",G,6-0,Jr
2012,1115,15,1182279,"Fletcher, Clayton",G,5-11,So
2012,1115,45,1078060,"Gunter, Brian",F,6-5,Jr
2012,1115,12,1078062,"Hendricks, Drake",G,6-1,Jr
2012,1115,22,1287141,"James, Kyle",G,6-0,Fr
2012,1115,11,1287140,"Kring, Michael",G,5-10,Fr
2012,1115,54,1287144,"Marks, Desmond",C,6-5,Fr
2012,1115,42,1182280,"Melton, Shawn",G,6-1,So
2012,1115,14,1078064,"Nowicki, Ryan",G,6-1,Jr
2012,1115,32,1078065,"Osmon, Cody",G,6-2,Jr
2012,1115,35,1182282,"Rieger, Jacob",F,6-4,So
2012,1115,33,1287142,"Steinhart, Jacob",F,6-5,Fr
2012,1115,55,1287145,"Zach, Ashton",C,6-5,Fr
2012,1116,32,1291550,"Brown, Demoine",G,5-11,Fr
2012,1116,40,1180726,"Cannon, Lance",F,6-7,Jr
2012,1116,14,1066903,"Jameson, Weston",G,5-11,So
2012,1116,21,1180724,"Johnson, Hayden",F,6-7,So
2012,1116,4,1066906,"Kirby, Zach",G,5-8,So
2012,1116,23,1066907,"Layrock, Jordan",F,6-6,So
2012,1116,15,1291548,"McNair, Blake",G,6-4,Fr
2012,1116,24,971614,"Porter, Kirk",F,6-5,Sr
2012,1116,42,1066908,"Roddenberry, Zach",F,6-8,Jr
2012,1116,22,1291549,"Scott, DeAntra",G,6-3,Jr
2012,1116,3,1291547,"Silverman, Andrew",G,6-2,Sr
2012,1116,10,1066901,"Spencer, Bradley",G,6-0,Jr
2012,1116,2,1291546,"Teel, Reed",G,5-11,Fr
2012,1116,12,1066902,"Walters, Matt",F,6-2,Jr
2012,1123,22,1296114,"Arceneaux, Abraham",G,6-4,Fr
2012,1123,31,1296115,"Clinton, Chris",F,6-5,Jr
2012,1123,12,1296111,"Ensley, Andrew",F,6-5,Jr
2012,1123,2,1184331,"Fitzgerald, Jonathan",G,6-0,So
2012,1123,15,866596,"French, Josh",F,6-6,Sr
2012,1123,32,1299714,"Hansburg, Willie",,-,N/A
2012,1123,10,1184332,"Johnson, Marlon",G,6-3,Jr
2012,1123,14,1296112,"Johnson, Lester",G,5-8,Jr
2012,1123,11,1296110,"Johnson, Deoirvay",G,6-1,Jr
2012,1123,13,1080386,"Lee, Evyn",C,6-6,Jr
2012,1123,20,1296113,"Lyles, Denzel",G,6-0,Jr
2012,1123,3,1296109,"McCoy, Joe",G,6-1,Jr
2012,1123,54,1296117,"Nicholson, Matt",C,6-8,Jr
2012,1123,1,1296108,"Walker, Donovan",F,6-4,Jr
2012,1123,23,1184337,"Watson, KaJuan",F,6-5,Sr
2012,1123,41,1296116,"Weber, Chris",C,6-8,Fr
2012,1124,24,1286465,"Conner, Trey",G,5-10,Fr
2012,1124,21,1286463,"Dalton, Matt",G,6-1,Fr
2012,1124,11,968332,"Goodman, Chris",G,6-2,Sr
2012,1124,34,968334,"Graham, Josh",F,6-4,Sr
2012,1124,52,968336,"Heathscott, Nick",C,6-5,Sr
2012,1124,33,1286467,"Mainer, Zach",F,6-5,Fr
2012,1124,14,968335,"Martin, Ammon",G,6-2,Sr
2012,1124,10,1286462,"McCubbin, Nathan",G,5-10,Fr
2012,1124,23,1286464,"Millsap, Mason",G,5-10,Fr
2012,1124,44,1179727,"Primm, Colton",F,6-7,So
2012,1124,12,1072974,"Riley, Jaren",G,5-10,Jr
2012,1124,50,1072975,"Sheridan, Dayton",C,6-8,Jr
2012,1124,30,1179725,"Smith, Cody",G,5-10,So
2012,1124,20,1179720,"Stramiello, Josh",G,6-1,Sr
2012,1124,25,1286466,"Vance, Luke",F,6-4,Fr
2012,1126,24,1291638.0,"Ayala, Angel",G,6-4,Jr
2012,1126,2,964504.0,"Badeen, Ben",G,5-0,Sr
2012,1126,23,1291639.0,"Council, Richard",F,6-6,Fr
2012,1126,20,1291663.0,"Crews, Rickie",C,6-9,Sr
2012,1126,10,1291637.0,"Fleming, Eric",G,6-1,Fr
2012,1126,3,1065011.0,"Hankins, Khiry",G,6-1,Jr
2012,1126,1,1291636.0,"Hargrove, Maurice",G,5-7,Jr
2012,1126,4,1189778.0,"Hodge, Nate",G,6-1,So
2012,1126,22,1189782.0,"Munoz, Alberto",G,6-4,So
2012,1126,15,1065014.0,"Mushman, Sam",F,6-7,Jr
2012,1126,25,1189785.0,"Savidge, Ben",G,6-2,So
2012,1126,5,1189779.0,"Sneed, Rashaad",G,6-0,So
2012,1126,35,,"Stratton, Scott",F,6-7,Jr
2012,1130,34,1181798,"Balkcum, Scott",G,6-0,Jr
2012,1130,25,1181787,"Blackmon, Kanden",F,6-3,Jr
2012,1130,3,1181813,"Bryson, Eric",G,5-9,So
2012,1130,30,1292698,"Dooley, Justin",G,5-11,Fr
2012,1130,2,1292693,"Edgar, Courtnee",G,5-9,So
2012,1130,32,1307364,"Hill, Austin",F,6-7,So
2012,1130,40,1292893,"Karn, Grantland",F,6-5,Fr
2012,1130,5,1071158,"Kilpatrick, Mike",G,6-0,Sr
2012,1130,4,1292695,"Lee, Jerrod",G,6-0,Jr
2012,1130,44,1297626,"McDowell, Willie",F,6-3,Sr
2012,1130,2,1181786,"Moody, Jacob",F,6-7,Sr
2012,1130,50,1292699,"Norris, Deangelo",G,6-0,Jr
2012,1130,3,1292694,"Petty, Ryan",G,5-11,Jr
2012,1130,15,1292696,"Roberson, D'Angelo",F,6-5,Jr
2012,1130,2,1181814,"Rodgers, Drayton",G,6-1,So
2012,1130,42,1301097,"Shepard, Josh",C,6-7,Fr
2012,1130,20,1301101,"Stubbs, Tyler",G,5-10,Fr
2012,1130,10,1181800,"Tackett, Cody",G,6-3,So
2012,1130,24,1292697,"Thomas, Jeremiah",F,6-3,Jr
2012,1130,11,1181772,"Turnipseed, D'Awvalo",G,5-10,Sr
2012,1130,14,1181785,"Varney, Jason",G,6-3,So
2012,1133,0,1297062,"Burgo, Jason",C,6-7,Fr
2012,1133,45,1297142,"Dube, Matt",G,6-0,Fr
2012,1133,42,1297139,"Fleming, Adonis",G,6-2,Fr
2012,1133,33,1183994,"Fleming, Dan",C,6-6,So
2012,1133,55,1297143,"Foster, Larry",F,6-4,So
2012,1133,13,1520487,"Gonzales, Mike",G,5-10,Jr
2012,1133,32,1187480,"Hodges, C.J.",G,6-1,Sr
2012,1133,35,1297138,"Klages, Jon",F,6-4,Jr
2012,1133,34,1297137,"Leeman, Jordan",G,6-0,So
2012,1133,20,1187479,"Leighton, Phil",G,6-1,So
2012,1133,30,965717,"Libby, Brad",G,6-0,Sr
2012,1133,11,1435808,"McMorrin, Daeshawn",G,-,Jr
2012,1133,23,1183993,"Medina, Luis",G,6-2,So
2012,1133,5,1082445,"Modica, Eric",G,6-3,Jr
2012,1133,21,1079156,"Murphy, Wes",F,6-2,Jr
2012,1133,14,1297064,"Sexton, Wes",F,6-3,Sr
2012,1133,4,1520486,"Spaulding, Brooks",F,6-5,Jr
2012,1133,43,1297140,"VanBuckley, Eze",F,6-4,Fr
2012,1133,44,1297141,"Willis, Aaron",G,5-6,Fr
2012,1133,52,1079159,"Zaharchuk, Marc",C,6-10,Jr
2012,1156,52,969923.0,"Baker, Beau",F,6-8,Sr
2012,1156,22,1189119.0,"Billingsley, Tim",G,6-3,So
2012,1156,44,1296934.0,"Brozek, Ethan",F,6-7,Fr
2012,1156,32,,"Deans, Chris",F,6-4,Sr
2012,1156,54,1189120.0,"Dentlinger, Mike",F,6-6,So
2012,1156,24,851697.0,"Froehlich, Max",G,6-4,Sr
2012,1156,55,1189121.0,"Glidden, Kendal",F,6-7,So
2012,1156,30,1296933.0,"Henderson, Jon",F,6-4,Jr
2012,1156,40,1296938.0,"Klein, Ben",F,6-4,Sr
2012,1156,5,1072672.0,"Morissaint, Akeem",G,5-10,Jr
2012,1156,14,1296932.0,"Reggins, Quinston",G,6-1,Sr
2012,1156,34,1072675.0,"Sankey, Drew",F,6-6,Jr
2012,1156,42,1296935.0,"Shields, Tyler",F,6-4,Fr
2012,1157,21,1176644,"Anderson, Aaron",F,6-7,Jr
2012,1157,2,967290,"Cummings, Markeith",G,6-7,Jr
2012,1157,35,1514958,"Dawson, Brandon",F,6-7,So
2012,1157,5,967291,"Dixon, Spencer",G,6-0,Sr
